gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,composite_primary,rank_primary,pu_score_v2,pu_score_v2_rank,maxITSI,best_cancer_ind,FC_best,P_tumor_best,pu_score_v3,pu_score_fused,pu_rank_fused,known_target,pu_score_v6,pu_rank_v6,bag_sd_v6,label,pu_score_v2b,pu_score_v4,pu_score_v5,pu_score_v5w,pu_score_v5w_fused,pu_rank_v5,bag_sd_v5,hpa_tumor_level_max,n_cancers_med_high,n_glyco_EC,geo_max_itsi,n_geo_itsi_pos,geo_max_fc,best_cancer,best_log2tpm,n_cancers_positive,enhanced_score_v2,rank_v2,eas,ntrs,risk_level,ctgov_n_trials,ctgov_max_phase,p2rank_top_score,p2rank_top_prob,p2rank_n_pockets,p2rank_filt_top_prob,p2rank_filt_n_pockets,purity_corr_max,high_purity_fc_shift,maxitsi_purityadj,expr_cv_median,tier,cohort,subsystem,failure_note
PRPH2,1159,0.196403902611811,0.2436974787868088,0.0187505930729084,0.3109991105840498,0.005245,15,2,LYS,P23942,-2.178,0.126,0.0762957306841005,Non-essential,87.0,13.9,5.2,0.2688315434896226,1024,0.254769073143268,1045,0.1692702378695899,2043,0.1801,Pheochromocytoma,1.459,0.665,0.1735083576109602,0.2010517799352751,1976,0,0.4811996348090677,852,0.2076102644489437,0,0.2820737547629342,0.2861706170545863,0.2577612009819452,0.3232340688399241,808.5,1641,0.2018669056355839,0.0,0.0,2,-0.1027,0.0,-0.349,,,,0.3279743104280939,975,0.5,,,,,3.2,0.11,0.0,,,0.0831,0.397,0.1617,6.6246,,,solid,
LRRC15,1117,0.2003174320823605,0.4285714282112846,0.0423975960778111,0.053898606581678,0.000909,23,7,TYR,Q8TF66,-0.913,0.43,-0.1435046007764329,Non-essential,83.6,20.3,18.2,0.2687740505388218,1025,0.2558939303427124,1029,0.6041465054630114,469,1.9696,Pancreatic,8.318,0.785,0.6718369917115163,0.8511326860841424,369,1,0.7277419488665939,255,0.0298329597293649,1,0.674606658701061,0.6785924383078356,0.6650644606381217,0.6910234411992089,2094.5,377,0.0386008615167249,3.0,10.0,2,1.2713,1.0,3.178,,,,0.3211020975847189,1073,0.5,,,2.0,imaging only / historical,4.48,0.191,0.0,,,-0.2587,0.0,1.5157,2.4401,tier2,original,solid,
M6PR,1100,0.2027018352869489,0.302521008149142,0.007028309346829,0.2652831307441446,0.004474,3,4,LYS,P20645,6.308,1.0,-0.0212388121787253,Non-essential,84.8,20.2,2.9,0.2687602128749431,1026,0.2541116283422845,1051,0.4285751272072254,1134,0.2855,Cholangiocarcinoma,1.615,1.0,0.4231811231722775,0.5529935275080906,1106,0,0.4141771007308257,1024,0.2234479781837493,0,0.5473343698893337,0.4692396734051841,0.53057408944021,0.5500835677777732,1662.0,780,0.2278637878962491,3.0,20.0,5,1.0458,1.0,1.046,,,,0.3248925400554803,1020,0.5,,,,,1.77,0.032,0.0,,,0.2274,0.139,0.3002,0.356,,,solid,
FAM171A1,429,0.2597550453767539,0.2689075627992374,0.0422014866360904,0.4651052475541061,0.007844,17,4,LYS,Q5VUB5,3.006,0.926,0.0355454860010742,Non-essential,57.1,67.4,56.7,0.2685443305272822,1027,0.2556544048590867,1031,0.3735199924275841,1398,0.566,Cholangiocarcinoma,3.202,1.0,0.2205620004295433,0.3580097087378641,1588,0,0.1921579277086684,1675,0.1264328579862791,0,0.3450164146413761,0.1780101656047957,0.2039267680826822,0.2571970474709132,826.0,1776,0.1685004237685911,3.0,15.0,3,2.0443,1.0,2.044,,,,0.3162882375378486,1138,0.5,,,,,2.63,0.076,0.0,,,0.2535,0.435,0.6027,0.962,,,solid,
FLT4,945,0.2176888067539909,0.1932773107619518,0.1390795508461173,0.3288467239845834,0.005546,60,20,LYS,P35916,1.246,0.824,0.0232716159887996,Non-essential,72.4,31.1,23.0,0.2685286274743583,1028,0.2604826050166642,968,0.4136510874099013,1206,0.2774,Pancreatic,1.643,0.955,0.4274468845695475,0.5384304207119741,1142,0,0.3701250269805793,1164,0.1857095336613876,0,0.3092945157587116,0.2421492601116394,0.2766777895739952,0.3152068788027853,832.5,1578,0.2132353224560381,3.0,15.0,12,0.032,0.0,0.192,,,,0.3258045826566281,1008,0.5,,,,,11.62,0.618,1.0,,,0.268,0.354,0.198,1.1882,,,solid,
CD74,817,0.2305657598851918,0.4285714282112846,0.0115325003953819,0.1855914616068781,0.00313,6,2,LYS,P04233,10.53,1.0,0.078450946941138,Non-essential,69.9,45.9,27.0,0.2683809903745146,1029,0.2539576153942837,1053,0.8827617173553094,14,0.9222,AML,5.217,1.0,0.8532443203900991,0.9923139158576052,20,1,0.8342065563696052,65,0.0287397618792025,1,0.838632045653941,0.7620343679110829,0.7702034591378596,0.7819340330605651,2334.5,133,0.2250699548554685,3.0,18.0,3,-0.0367,0.0,-0.037,,,,0.3156676494532732,1150,0.5,,,0.0,tier 1 / literature,3.4,0.122,0.0,,,0.0878,0.051,0.9312,0.9025,tier1,,solid,
HHLA2,1043,0.2086708715710779,0.302521008149142,0.0032073382887869,0.2890008894159501,0.004874,12,3,LYS,Q9UM44,-3.626,0.231,0.0250909230515521,Non-essential,80.9,25.6,15.7,0.2683344097783839,1030,0.2534947766928233,1059,0.6067433980050446,463,1.425,Kidney Clear Cell,5.142,0.919,0.5430146814766547,0.7815533980582524,541,0,0.401908099413332,1069,0.2578315734690491,0,0.6367342198468752,0.6456878905566155,0.675658848930301,0.7518907901680766,2114.5,352,0.2347120866367841,3.0,11.0,3,0.0,0.0,0.377,,,,0.3234718975782329,1039,0.5,,,,,4.16,0.169,0.0,,,0.1512,0.241,1.3831,1.4265,,,solid,
HLA-DRA,1206,0.1924530508286525,0.4453781508862369,0.0069966787917127,0.0406759561221464,0.000686,4,3,TYR,P01903,8.872,1.0,-0.0066710473435947,Non-essential,89.2,14.6,1.6,0.2682005115386476,1031,0.2535503454782333,1057,0.8028650000313607,71,1.0273,AML,5.811,1.0,0.8049463733599042,0.9741100323624596,65,0,0.8619304189701752,41,0.145417545576651,0,0.8952321732909375,0.8298009082733111,0.7885651688667625,0.7881966472168064,2358.5,101,0.2257478762777507,3.0,13.0,2,0.5641,1.0,0.564,,,,0.3212790647043311,1069,0.5,,,,,,,0.0,,,0.017,0.021,1.031,0.9216,,,solid,
CALCR,1048,0.2082800398677471,0.2773109241367135,0.0721619484421951,0.2523569522680106,0.004256,15,9,LYS,P30988,-4.293,0.043,0.0555409660239376,Non-essential,78.7,25.1,13.5,0.2680885486254011,1032,0.2566966460475109,1018,0.2827921033235278,1751,0.1864,Kidney Clear Cell,0.833,0.448,0.2189101059372803,0.2766990291262136,1789,0,0.3420191178162488,1245,0.2356575942788472,0,0.1930342550352995,0.1423668354223119,0.1821087930962734,0.1931998285059057,562.5,1824,0.1844305257713715,2.0,7.0,4,0.1588,0.0,0.318,,,,0.3241315111762195,1032,0.5,,,,,21.81,0.874,1.0,,,-0.0967,0.129,0.0974,2.8352,,,solid,
GPR12,1121,0.1999425093113137,0.2100840334369042,0.0686636090463387,0.3176993774088348,0.005358,9,10,LYS,P47775,-9.966,0.059,0.0477923861864261,Non-essential,84.2,17.1,10.5,0.2680201583167099,1033,0.2564533387690267,1022,0.1995059804096455,1978,0.6168,AML,7.238,0.225,0.3429317805620012,0.3163430420711974,1691,0,0.1613015855255617,1766,0.1349156095256772,0,0.2917946144112336,0.5330207978492599,0.5010231239723717,0.5472224037396121,1140.5,875,0.2878293042112184,3.0,2.0,2,1.1732,1.0,2.216,,,,0.3276936056502607,984,0.5,,,,,32.64,0.944,1.0,,,0.2337,0.933,0.5141,,,,solid,
SLC6A19,1283,0.1840034308056283,0.2605042014617612,0.0477431598924561,0.2182626741772902,0.003681,28,8,LYS,Q695T7,-9.966,0.096,0.055852164735183,Non-essential,90.0,4.7,3.2,0.267977929029053,1034,0.2553650870236758,1035,0.329734702782812,1593,0.4663,Esophageal,4.392,0.281,0.557663852168,0.544093851132686,1128,0,0.5768472909314357,604,0.2528147502601339,0,0.4733766314253562,0.6272711472129447,0.6412208546068568,0.7121114361939427,1784.5,441,0.2433879357522403,2.0,1.0,5,0.0572,0.0,0.061,,,,0.3286272171793896,965,0.5,,,,,21.19,0.867,2.0,,,0.2013,3.459,0.8584,2.8308,,,solid,
ADORA1,1242,0.1874002464792165,0.2857142854741897,0.0478064210026886,0.1959086866291135,0.003304,14,8,LYS,P30542,0.697,0.605,-0.0209542894401934,Non-essential,92.4,8.0,0.3,0.2679287768239169,1035,0.2553190978740514,1037,0.3358396491179616,1571,0.4731,Cholangiocarcinoma,4.056,0.639,0.3872055588488898,0.4316343042071198,1406,0,0.5033656693580973,782,0.2398296089282676,0,0.5110703619557723,0.5816942367269937,0.5570330232495098,0.6470698613998921,1750.0,682,0.1637280363206514,,0.0,1,0.1704,0.0,0.426,,,,0.3271715928949078,991,0.5,,,,,28.55,0.926,1.0,,,0.3324,0.793,0.4105,1.8276,,,solid,
SERINC5,1059,0.2071424421132862,0.3781512601864275,0.0444409299383204,0.1418321968573969,0.002392,29,9,LYS,Q86VE9,3.612,0.988,0.02950752466509,Non-essential,77.6,26.0,17.3,0.2679212227641789,1036,0.2551432692610949,1039,0.5457955399847433,643,0.5338,Sarcoma,3.056,0.988,0.5555163266436737,0.7532362459546925,611,0,0.2603127323934624,1481,0.189071243754099,0,0.5519805599045351,0.3920207022250687,0.3164693622010214,0.3732756847986691,1416.5,1455,0.2138223614111873,3.0,19.0,2,1.5286,1.0,1.529,,,,0.3207924404057504,1077,0.5,,,,,8.56,0.457,0.0,,,0.1699,0.323,0.5154,0.7896,,,solid,
IL17RC,990,0.2141345482757771,0.2184873947743803,0.0356286572829353,0.3868366439371479,0.006524,35,10,LYS,Q8NAC3,4.474,1.0,0.0537236274109554,Non-essential,73.6,29.3,20.0,0.2677869134760539,1037,0.2545683463402006,1048,0.3836801006443266,1354,0.226,Glioblastoma,1.278,1.0,0.3139003455397796,0.4296116504854369,1411,0,0.242621154644906,1531,0.2088052082909437,0,0.3044581052601623,0.2438321021639657,0.3142117731376858,0.3316841743657107,851.0,1461,0.2125468780967923,3.0,15.0,9,0.8506,1.0,0.851,,,,0.3248149089376118,1021,0.5,,,,,1.95,0.04,0.0,,,0.3637,0.371,0.223,0.5377,,,solid,
SLC8A3,1024,0.210933641969108,0.2352941174493327,0.1470504507354104,0.2423361992291728,0.004087,40,7,LYS,P57103,-4.293,0.105,0.0965788947148938,Non-essential,76.8,27.2,14.9,0.2674996035984123,1038,0.2598521261351827,979,0.6377653496640024,376,1.7602,Pheochromocytoma,8.254,0.977,0.5618382568130217,0.8118932038834952,466,0,0.2833741136527075,1423,0.194261733237847,0,0.6633132231152861,0.60699290056019,0.5855475263431382,0.6404879490575837,1983.0,599,0.214696346764833,,0.0,2,4.9255,1.0,5.233,,,,0.3245008593552498,1027,0.5,,,,,38.6,0.96,1.0,,,0.2346,0.526,1.7193,0.8766,,,solid,
KEL,1222,0.1903834271951794,0.252100840124285,0.0474837893405029,0.2509931811443818,0.004233,38,4,LYS,P23276,-2.053,0.105,0.1271386154174851,Non-essential,87.4,10.4,5.2,0.2674545366647209,1039,0.254828726131746,1044,0.2670951245178148,1802,0.0534,Melanoma,1.127,0.264,0.3540296121288744,0.3624595469255663,1577,0,0.390536189622346,1102,0.2310459612936284,0,0.3220180437096596,0.4020537066417568,0.4370022299275609,0.4688064125404413,1069.5,1080,0.2456707264527939,,0.0,5,1.3649,1.0,2.73,,,,0.3273206041280482,990,0.5,,,,,16.12,0.77,1.0,,,0.128,0.328,0.074,2.0432,,,solid,
MUC21,1028,0.2107940756889644,0.1932773107619518,0.0157709947809584,0.4291728431663207,0.007238,6,1,LYS,Q5SSG8,-6.506,0.155,0.0131041858513579,Non-essential,75.5,26.5,18.0,0.2673830182535029,1040,0.2531715679925508,1062,0.5883129597349641,518,0.8299,Thyroid,4.853,0.64,0.5851797624515762,0.794093851132686,510,0,0.5733733196283535,613,0.2336400825404615,0,0.5445158088052731,0.4619643803535178,0.4629697998351584,0.4724092266372716,1538.0,984,0.2690781145430912,0.0,0.0,1,0.0,0.0,0.0,,,,0.3258080952799438,1007,0.5,,,,,,,0.0,,,0.1997,0.933,0.7076,3.4178,,,solid,
MDGA2,1203,0.1930778417099832,0.2605042014617612,0.0149612525699826,0.2812926178476134,0.004744,41,4,LYS,Q7Z553,-6.506,0.084,-0.0178366351557781,Non-essential,84.8,12.9,7.0,0.2673399381160154,1041,0.2530880007445145,1063,0.2826300561576773,1752,1.3485,Uveal Melanoma,5.952,0.392,0.1696335683884925,0.2504045307443365,1854,0,0.1556511960928771,1779,0.1385487269909787,0,0.4300119803930611,0.3137503365330247,0.2862067208780882,0.3463436041310118,1133.0,1539,0.2382023687450364,2.0,8.0,8,1.1595,1.0,5.797,,,,0.3264768244489595,1000,0.5,,,,,5.01,0.227,0.0,,,0.2368,3.459,1.4534,0.9878,,,solid,
OR10A3,1278,0.18443144763781,0.2605042014617612,0.0463830460224577,0.2210495108212273,0.003728,17,10,LYS,P58181,-9.966,0.0,0.0353542231435594,Non-essential,88.3,5.7,2.2,0.2673346097225376,1042,0.2546537620236605,1047,0.0939195866529949,2157,0.1158,Testicular,5.672,0.02,0.0441627916435813,0.1310679611650486,2149,0,0.0218627941667053,2303,0.0187320763690134,0,0.111789935014907,0.0381562720590218,0.0324628631113367,0.0348485411859349,243.0,2318,0.0240087112244536,,0.0,1,0.0,0.0,0.0,,,,0.3279125617341772,976,0.5,,,,,12.96,0.669,1.0,,,0.1959,0.258,0.1625,,,,solid,
RNF150,949,0.2174034464448798,0.1932773107619518,0.0294417207021983,0.4375333530981322,0.007379,11,3,LYS,Q9ULK6,-0.119,0.48,0.0407377857007455,Non-essential,75.2,32.2,24.9,0.2671908272167658,1043,0.2536629132518756,1055,0.2249897215937952,1921,0.2195,Melanoma,1.598,0.752,0.2847016910397204,0.2839805825242718,1771,0,0.1685141486760073,1739,0.0923862268984136,0,0.2140115825405432,0.1929555513151863,0.2200201397196965,0.2794781705687011,673.5,1739,0.1477479879869709,3.0,19.0,4,2.1233,1.0,2.123,,,,0.324514342450554,1026,0.5,,,,,2.07,0.046,0.0,,,0.3328,0.71,0.207,1.2035,,,solid,
S1PR5,1013,0.212225849401239,0.2941176468116659,0.061186145816859,0.2540764897717165,0.004285,11,9,LYS,Q9H228,-0.25,0.459,0.0498114230885993,Non-essential,77.7,29.6,21.6,0.2671568352812269,1044,0.2552161425720698,1038,0.5472439817460244,638,1.0491,Cervical,6.599,0.871,0.5377004040432551,0.7390776699029127,646,0,0.3217128009161347,1305,0.2208494295837582,0,0.5640656419599499,0.633188706658968,0.596805540581485,0.6989587574498881,1933.5,568,0.186081945745356,3.0,5.0,1,1.1075,2.0,1.529,,,,0.3219819388206316,1059,0.5,,,,,35.41,0.953,1.0,,,0.2341,0.424,1.0058,1.4724,,,solid,
GRIN2A,697,0.2397493877946483,0.252100840124285,0.0483251621065949,0.4147050103765194,0.006994,51,10,LYS,Q12879,-3.626,0.122,-0.1023448975883267,Non-essential,60.8,51.9,43.3,0.2670928371642783,1045,0.2545090952696081,1049,0.288495669753014,1734,0.3805,Pheochromocytoma,4.472,0.33,0.3056329652947084,0.3466828478964401,1616,0,0.4118933310469901,1034,0.2142286965915819,0,0.2726911480277748,0.4494295631148119,0.430094329716386,0.5442328990262219,1107.5,1102,0.1849936572020528,2.0,3.0,7,1.0335,1.0,2.067,,,,0.3187312445276941,1104,0.5,,,,,11.03,0.592,1.0,,,0.3353,1.677,0.5687,2.2118,,,solid,
CDH15,1046,0.2084284970781118,0.2605042014617612,0.0229637830143919,0.3244589386302994,0.005472,23,3,LYS,P55291,-3.308,0.096,-0.1356251674337249,Non-essential,78.4,26.0,19.3,0.2670321509227892,1046,0.2531803400735088,1061,0.4415637449317492,1075,0.4929,Uterine Carcinosarcoma,3.618,0.491,0.569273350804527,0.6666666666666667,825,0,0.6270836079835305,471,0.2085792733107914,0,0.4245370836540413,0.7307953016277191,0.6808716515467864,0.7474365074057508,1704.5,336,0.2147840002251659,0.0,0.0,4,0.0937,0.0,0.141,,,,0.3236105946943786,1038,0.5,,,,,,,0.0,,,0.1735,0.548,0.3948,6.5454,,,solid,
SLC5A11,1134,0.198742268856681,0.252100840124285,0.0582698086351415,0.2680699673880818,0.004521,27,16,LYS,Q8WWX8,-3.626,0.093,0.0042359796037447,Non-essential,81.8,17.8,11.0,0.2670202380493056,1047,0.2549337284810626,1043,0.2430675796696974,1873,0.0542,AML,2.136,0.098,0.355238464809756,0.3495145631067961,1609,0,0.2111468084629368,1620,0.2127816838995311,0,0.2366478806782928,0.3668187755446085,0.3076417788082613,0.3551755003059212,802.0,1485,0.2286380318515325,3.0,17.0,0,0.0,0.0,1.635,,,,0.3254931652357159,1013,0.5,,,,,9.45,0.508,1.0,,,0.1527,0.297,0.0486,2.0111,,,solid,
FCRL5,1076,0.2058975229671779,0.352941176173999,0.0223185196900205,0.1934183219685739,0.003262,21,4,LYS,Q96RD9,-1.831,0.304,0.0219526238827269,Non-essential,76.0,25.5,15.1,0.2669636220755482,1048,0.2530795480600493,1064,0.7483404360252501,132,1.2004,AML,6.063,0.792,0.7888046574308404,0.9571197411003236,107,0,0.7629468517700791,182,0.1763013338764242,0,0.7543843373644741,0.7226249609727874,0.6753092441088463,0.762364448440334,2257.5,354,0.1845556157762721,,0.0,1,0.0,0.0,0.0,,,,0.3208826623752187,1076,0.5,,,,,2.55,0.072,0.0,,,-0.1205,0.0,0.8049,1.8517,,,solid,
EPHA6,1075,0.2060289416040788,0.252100840124285,0.04893879487585,0.3016898903053661,0.005088,53,7,LYS,Q9UF33,-3.171,0.149,0.0626464799172742,Non-essential,78.5,24.0,14.3,0.2668924653388038,1049,0.2543394050825963,1050,0.4981026269888532,825,0.9234,Cholangiocarcinoma,6.586,0.611,0.4443362820062344,0.6351132686084142,903,0,0.4979921940094954,801,0.2315782551528689,0,0.4728846068919066,0.3706554120412803,0.4613888289437907,0.4672545601423347,1401.0,993,0.2218736987309549,3.0,12.0,3,-0.0,0.0,-0.171,,,,0.3241509470673145,1031,0.5,,,,,11.43,0.611,1.0,,,0.1913,0.926,0.8968,2.5525,,,solid,
SLC12A4,1123,0.1998114405176076,0.1848739494244757,0.0693468290368496,0.3501927067892084,0.005906,64,9,LYS,Q9UP95,4.256,1.0,-0.0794023341251194,Non-essential,81.6,17.7,12.5,0.2668907662550809,1050,0.2553581077069234,1036,0.4501683109757058,1042,0.4109,Low Grade Glioma,2.324,1.0,0.4378964365457754,0.5813106796116505,1036,0,0.3122410149334023,1332,0.2243090819174931,0,0.3801507557280631,0.3419768048327432,0.3531570063013414,0.4132274872676581,1107.5,1346,0.2364926408432851,3.0,19.0,5,0.324,0.0,0.324,,,,0.3274263945213305,987,0.5,,,,,10.88,0.584,2.0,,,0.1895,0.108,0.4057,0.5337,,,solid,
PCDHGA10,988,0.2142691245155237,0.252100840124285,0.0077431598924561,0.370352801660243,0.006246,15,1,LYS,Q9Y5H3,-0.25,0.451,-0.0799547662606817,Non-essential,74.4,30.9,26.6,0.2668592844316745,1051,0.2522464424262973,1069,0.2512348937445066,1844,0.3141,Stomach,2.438,0.706,0.1410038257346566,0.2224919093851133,1923,0,0.2950685678314299,1381,0.2012916629030442,0,0.257759147176057,0.1349778801545566,0.1602466124916265,0.192323654067754,626.5,1871,0.126692452915503,3.0,13.0,3,0.4992,0.0,0.499,,,,0.322744402341611,1047,0.5,,,,,,,0.0,,,0.0309,0.289,0.2417,2.4082,,,solid,
PTPRG,927,0.2194628482079383,0.2605042014617612,0.086901787126364,0.2973021049510821,0.005014,64,13,LYS,P23470,2.735,0.951,-0.1242527531874933,Non-essential,71.6,35.4,31.8,0.2668274435309779,1052,0.2561725328872961,1025,0.376867062958163,1380,0.3805,Pancreatic,2.096,0.994,0.2542650101814668,0.3786407766990292,1537,0,0.2987449417531826,1372,0.1942078633300289,0,0.3159343097871211,0.3885531728185767,0.4178868226729667,0.4973711926415242,1098.0,1144,0.2366004835675123,3.0,4.0,8,0.7531,1.0,0.753,,,,0.3215668287809295,1066,0.5,,,,,6.89,0.354,0.0,,,-0.0209,-0.048,0.2804,0.8942,,,solid,
OR51A7,1259,0.1864109946813213,0.2605042014617612,0.0364383994939111,0.2375926474948117,0.004007,11,3,LYS,Q8NH64,-9.966,0.0,0.0497133841690069,Non-essential,90.1,8.0,2.2,0.2666842322587971,1053,0.2535061522334926,1058,0.0520630204488933,2268,0.0,AML,0.0,0.0,0.0194622863319111,0.0347896440129449,2387,0,0.0196980654047863,2371,0.0146555245580104,0,0.0692953066249077,0.0275955534486981,0.0283073593451691,0.0360191598392094,191.0,2393,0.0222402132889363,0.0,0.0,2,0.1144,0.0,0.648,,,,0.3269322597631848,995,0.5,,,,,26.15,0.911,1.0,,,0.1877,0.0,0.0,,,,solid,
CCR9,1199,0.1935829815814139,0.2605042014617612,0.0687648268227107,0.2291728431663207,0.003865,16,12,LYS,P51686,-5.574,0.02,0.0565592373889718,Non-essential,83.5,14.1,9.8,0.2665608880088743,1054,0.2549991293500098,1041,0.5802861695460716,540,3.2274,Thymoma,8.463,0.763,0.2200199607976937,0.5360032362459547,1148,0,0.1509939274926727,1790,0.1427681931942155,0,0.6217654457553322,0.2008691121378057,0.1737667698821027,0.2227124950901292,1340.5,1841,0.1352609093308868,3.0,20.0,1,-0.0,0.0,-0.027,,,,0.3256135843632466,1010,0.5,,,,,17.87,0.81,1.0,,,0.0748,0.157,2.1931,1.233,,,solid,
NPTN,1151,0.1971582135617982,0.2689075627992374,0.0025937055195318,0.2960569226208123,0.004993,10,2,LYS,Q9Y639,6.289,1.0,0.0147611008238528,Non-essential,86.5,17.3,10.3,0.2664803040148191,1055,0.2516099892907957,1079,0.4649749712609221,977,0.3735,Cholangiocarcinoma,2.113,1.0,0.4548611861116761,0.6039644012944984,980,0,0.4965414919674603,804,0.235566395949885,0,0.5667364893921956,0.4385710389085822,0.51899155639035,0.5402880833976414,1680.0,825,0.2368366927107486,3.0,17.0,3,0.7489,2.0,0.749,,,,0.3246570163278781,1022,0.5,,,,,1.45,0.019,0.0,,,0.1817,0.203,0.3876,0.5261,,,solid,
PCDH1,1050,0.20816536048584,0.3277310921615705,0.0135062470346354,0.2434034983694041,0.004105,19,4,LYS,Q08174,4.216,0.976,0.063437742148511,Non-essential,76.2,27.7,22.2,0.2662333186075595,1056,0.2519086309592913,1074,0.437821276576004,1097,0.5975,Pheochromocytoma,3.399,0.994,0.2658390282783662,0.4421521035598705,1380,0,0.3014478891517613,1367,0.2096062863341028,0,0.4521696755380275,0.2153975241730145,0.3006441492037359,0.3591206668106946,1200.5,1504,0.2319537362669201,3.0,9.0,6,0.617,1.0,0.617,,,,0.3206147221212005,1080,0.5,,,,,1.54,0.023,0.0,,,0.1169,0.125,0.5855,0.7651,,,solid,
OR5AK3P,1097,0.2031252548149264,0.2605042014617612,0.0382539933575834,0.2914912540764897,0.004916,15,7,LYS,Q8NH89,-9.966,0.0,,No data,87.9,7.4,3.0,0.2662127823701347,1057,0.2681254820380138,894,0.07576990503695,2190,0.0,AML,0.0,0.0,0.0276644897745623,0.0857605177993527,2261,0,0.0239556701157495,2258,0.0157586237459745,0,0.0965489700452704,0.028551503123019,0.041549772686047,0.0492461789460126,316.0,2190,0.027527947657238,,,3,0.0,0.0,0.0,,,,0.3236750998522549,1036,0.5,,,,,26.99,0.918,1.0,,,0.1906,0.0,0.0,,,,solid,
PTCHD3,980,0.214565700073365,0.2605042014617612,0.1574442511466076,0.2104358138155944,0.003549,40,23,LYS,Q3KNS1,-9.966,0.016,,No data,81.5,17.2,12.4,0.2659464867521669,1058,0.2738186993094973,814,0.3871753743924164,1342,0.182,Uveal Melanoma,5.358,0.076,0.1027750193529846,0.3050161812297735,1719,0,0.0583990847993686,2029,0.0557029414263984,0,0.2942819886289827,0.0546272366121572,0.0636988980457085,0.0572265013309624,532.5,2054,0.074835694042471,,,6,-0.0,0.0,-0.593,,,,0.3215020633578807,1067,0.5,,,,,30.98,0.937,2.0,,,0.0873,0.562,0.2272,,,,solid,
HLA-DQB2,1194,0.1939239661640794,0.4789915962361415,0.0058010438083188,0.0019567150904239,3.3e-05,3,1,SER,P05538,2.245,0.809,0.0071338180618344,Non-essential,86.3,18.7,1.9,0.2658864984073352,1059,0.2511765505977511,1085,0.5216986517944853,736,1.029,Pancreatic,5.974,0.944,0.3261414735925247,0.5691747572815534,1066,0,0.6708841066494616,367,0.2485598966664077,0,0.6813400650391935,0.5373433289449678,0.5421524758030752,0.5611324510494701,1888.5,736,0.2476106354039703,1.0,0.0,1,1.1079,1.0,1.108,,,,0.3175994508387839,1121,0.5,,,,,6.24,0.312,0.0,,,0.0003,0.02,0.8501,1.9158,,,solid,
NLGN3,964,0.2158459048304722,0.2268907561118565,0.0546765775739364,0.3622887637118292,0.00611,37,11,LYS,Q9NZ94,-1.214,0.252,-0.0239900205300208,Non-essential,76.4,32.8,26.8,0.2658530999605912,1060,0.253586928839288,1056,0.3504982007535722,1506,0.4321,AML,2.473,0.988,0.3372582513686569,0.4134304207119741,1451,0,0.1563458026253434,1778,0.1073427740075045,0,0.3586481017640344,0.3625478771645101,0.3078235864141063,0.3963494797940685,1038.0,1484,0.1665259320281508,3.0,6.0,2,2.2424,1.0,3.203,,,,0.3223157572851173,1052,0.5,,,,,6.76,0.345,0.0,,,0.3745,0.911,0.4402,1.179,,,solid,
IL12RB2,993,0.2139966263445854,0.2605042014617612,0.0106911276292898,0.3552920249036466,0.005992,20,3,LYS,Q99665,-1.552,0.279,-0.1880785985902892,Non-essential,73.0,32.1,22.9,0.2655722586448505,1061,0.251106815026315,1087,0.3225191850893513,1620,0.7999,Melanoma,5.033,0.87,0.411434626872947,0.4381067961165048,1390,0,0.6180543940015814,489,0.2024042523058519,0,0.3139535978952764,0.5229205252452299,0.5425734218240958,0.608331811348906,1263.0,734,0.2253650150443198,3.0,18.0,8,-0.0,0.0,-0.681,,,,0.3212226808720276,1070,0.5,,,,,2.95,0.095,0.0,,,0.1637,0.814,0.8055,1.9037,,,solid,
TMEM182,1266,0.1856312611621761,0.3781512601864275,0.0025620749644156,0.1120071153276015,0.001889,12,2,LYS,Q6ZP80,1.527,0.908,0.083891874141437,Non-essential,87.5,10.5,0.0,0.2654952386382539,1062,0.2506233423864747,1091,0.4040204466958157,1256,0.4564,Esophageal,2.656,0.972,0.3346935255191974,0.4599514563106796,1336,0,0.352695463613454,1211,0.2220002331484153,0,0.5691674042352505,0.6213176234507842,0.5960148405538497,0.6660323080527761,1880.5,572,0.2138179272587336,,0.0,2,0.5654,1.0,0.739,,,,0.3219516531050103,1060,0.5,,,,,5.42,0.257,0.0,,,0.2448,0.27,0.4625,0.8292,,,solid,
LRIG1,998,0.2136746010857481,0.2352941174493327,0.0291190890400126,0.3694040913133709,0.00623,24,7,LYS,Q96JA1,4.281,0.978,-0.0090308259515426,Non-essential,74.6,31.5,28.5,0.2654837361956123,1063,0.2519396906476129,1072,0.5379014977389623,674,0.5726,Low Grade Glioma,3.239,1.0,0.6454128375611783,0.7965210355987055,504,0,0.5632615678117809,638,0.2164664116144282,0,0.5024132247883177,0.4714465143442066,0.5107182894592256,0.6194364810285692,1688.5,845,0.2576049857570632,3.0,10.0,6,-0.3723,0.0,-0.372,,,,0.3220281654330099,1058,0.5,,,,,6.22,0.311,0.0,,,0.2689,0.569,0.5911,0.834,,,solid,
