gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,LDT_NAS_score,LDT_NAS_best_res,SuFEx_CTR_score,SuFEx_CTR_best_res,Traditional_Acrylamide_score,Traditional_Acrylamide_best_res,best_strategy
SIRPA,1008,0.2125902135685924,0.2352941174493327,0.0071232010121777,0.3877853542840201,0.00654,13,2,LYS,P78324,4.211,0.994,0.0309546429829057,Non-essential,77.8,33.3,24.6,0.2627800799313159,1092,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PCDHB14,1197,0.1937025253868491,0.2605042014617612,0.0143159892456112,0.284020160094871,0.00479,18,4,LYS,Q9Y5E9,1.376,0.809,-0.027396736189791,Non-essential,81.6,18.0,15.5,0.262760507846737,1093,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
MFAP3L,642,0.2432936491674997,0.252100840124285,0.0064779376878064,0.4683664393714793,0.007899,8,5,LYS,O75121,0.942,0.69,0.1344270068812915,Non-essential,61.6,59.2,43.3,0.2627463883083212,1094,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR3A2,1254,0.1865921722128992,0.2605042014617612,0.0687648268227107,0.2058701452712718,0.003472,14,7,LYS,P47893,-9.966,0.02,-0.2005701379375801,Non-essential,85.3,12.1,6.9,0.262735213535112,1095,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR6C6,1569,0.154480327957889,0.2605042014617612,0.0703526806895461,0.0972428105544025,0.00164,9,11,LYS,A6NF89,-9.966,0.0,-0.3323823940938775,Context-dependent,89.7,5.4,2.2,0.2626753433226035,1096,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC4A1,1211,0.1920304550506517,0.252100840124285,0.0412335916495334,0.2627334716869255,0.004431,50,6,LYS,P02730,-5.574,0.023,-0.1214111704017662,Non-essential,82.2,16.7,10.3,0.2625270598776145,1097,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LPAR3,1170,0.1956314347939299,0.3193277308240944,0.0575233275343982,0.1688111473465757,0.002847,12,8,LYS,Q9UBY5,-1.639,0.395,0.0409434288279856,Non-essential,81.4,21.0,11.6,0.2623483245086765,1098,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
P2RY14,1225,0.1900350927790338,0.2268907561118565,0.0770899889293057,0.2538393121849985,0.004281,15,20,LYS,Q15391,-0.687,0.329,-0.0522812129417952,Non-essential,87.1,14.8,7.7,0.2623440899177258,1099,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
APLNR,1146,0.1974670057448552,0.3613445375114751,0.0752743950656334,0.1011562407352505,0.001706,13,16,LYS,P35414,2.486,0.869,-0.0032583613168094,Non-essential,81.7,23.4,15.5,0.2621782470792372,1100,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TSPAN13,1347,0.176595812946618,0.4117647055363322,0.0251652696504823,0.0144678327898013,0.000244,5,4,CYS,O95857,5.301,0.987,0.0717185249760252,Non-essential,90.0,6.9,0.5,0.2621259225477871,1101,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OR10J6P,1098,0.2030074873094467,0.2605042014617612,0.0399367388897675,0.2894159501927068,0.004881,15,8,LYS,Q8NGY7,-9.966,0.018,,No data,84.6,11.6,3.6,0.261914642782235,1102,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
EMP2,1410,0.1703072156986809,0.2941176468116659,0.0086794243238968,0.1668544322561518,0.002814,5,1,LYS,P54851,5.136,0.997,-0.0410044460043419,Non-essential,95.0,0.0,0.0,0.2618246405290952,1103,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
FOLR2,1250,0.1868131440330656,0.3277310921615705,0.0233876324529495,0.1623480581085087,0.002738,13,6,LYS,P14207,3.36,0.967,0.0439081213950179,Non-essential,89.2,14.5,1.6,0.2616398048969142,1104,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
KLRF2,1096,0.2031696448715289,0.2605042014617612,0.0133797248141704,0.3165134894752445,0.005338,8,5,LYS,D3W0D1,-9.966,0.007,0.1152577390156752,Non-essential,82.4,27.1,13.5,0.2615497740839702,1105,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LRRN3,1156,0.1968603157695242,0.2268907561118565,0.011077020401708,0.3426030240142306,0.005778,32,9,LYS,Q9H3W5,-1.831,0.242,0.008478633337891,Non-essential,83.1,21.3,11.6,0.2615317757431344,1106,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GNRHR2,907,0.2213109192374727,0.2268907561118565,0.0251020085402498,0.4100800474355173,0.006916,13,4,LYS,Q96P88,0.455,0.673,,No data,75.7,26.7,9.6,0.2615072786330915,1107,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR35,1207,0.1922649889613252,0.2268907561118565,0.0945437292424482,0.2438185591461606,0.004112,17,14,LYS,Q9HC97,0.605,0.673,-0.0307308829335513,Non-essential,84.4,17.5,5.5,0.2615023367363019,1108,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
P2RY6,1317,0.1806951545535867,0.3949579828613799,0.0338446939743792,0.0418618440557367,0.000706,13,10,LYS,Q15077,1.465,0.788,-0.1848423098363889,Non-essential,85.9,10.7,4.9,0.2614619285090119,1109,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
IGSF3,1282,0.1841657758526356,0.453781512223713,0.0088439032105013,0.0,0.0,49,0,,O75054,3.011,0.944,-0.195524955752106,Non-essential,81.5,14.6,8.0,0.2614345050809248,1110,0.0212,LYS,0.0446,HIS,0.0577,CYS,Traditional_Acrylamide
TECTB,935,0.2184333892643847,0.2605042014617612,0.0197880752807211,0.3609842869848799,0.006088,11,7,LYS,Q96PL2,-9.966,0.011,0.0165740697340902,Non-essential,67.9,40.1,27.7,0.2612695610780167,1111,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
FCRL6,1035,0.2096164201787171,0.2689075627992374,0.0095524276451051,0.3306255558849688,0.005576,11,3,LYS,Q6DN72,-1.43,0.222,-0.0478092365608605,Non-essential,76.2,32.9,28.3,0.2612621428622516,1112,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TNFRSF9,1137,0.1984844390621443,0.4957983189110939,0.0005503716590226,0.0,0.0,1,0,,Q07011,-1.133,0.301,-0.0617865468836826,Non-essential,82.0,27.8,9.0,0.2608670045336385,1113,0.0212,LYS,0.0446,HIS,0.0577,CYS,Traditional_Acrylamide
TM4SF4,1094,0.2033533294496159,0.2689075627992374,0.0322568401075438,0.2870441743255262,0.004841,6,9,LYS,P48230,-3.171,0.248,-0.1118071608730467,Non-essential,76.7,28.2,13.4,0.2607429005880006,1114,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADRA1D,782,0.233519663175917,0.2436974787868088,0.0817523327534398,0.3717165727838719,0.006269,19,13,LYS,P25100,-3.308,0.082,0.0078142382881879,Non-essential,64.8,53.0,41.4,0.260661343959711,1115,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR132,1163,0.1961471553814405,0.3193277308240944,0.0371848805946544,0.1908686629113548,0.003219,17,11,LYS,Q9UNW8,0.633,0.65,-0.08326962025291,Non-essential,79.5,23.2,16.6,0.2605780916649353,1116,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TNFRSF19,625,0.2441070863691476,0.3277310921615705,0.003694448837577,0.3730210495108211,0.006291,6,4,LYS,Q9NS68,1.956,0.796,0.0907454226117287,Non-essential,60.3,63.4,53.7,0.2604847568436492,1117,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CD300LG,776,0.234076041315646,0.201680672099428,0.0205661869365807,0.4907797213163355,0.008277,5,6,LYS,Q6UXG3,-3.458,0.132,-0.1205982778690953,Non-essential,68.7,53.0,35.5,0.2604247122980288,1118,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CLSTN2,1149,0.1972929504479231,0.2184873947743803,0.0669492329590384,0.2993774088348651,0.005049,33,19,LYS,Q9H4D0,-0.834,0.384,0.036491011271266,Non-essential,78.9,22.8,17.9,0.260252248619509,1119,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GNRHR,1213,0.1915697270378272,0.2605042014617612,0.0273667562865728,0.2638600652238363,0.00445,12,8,LYS,P30968,-4.608,0.006,0.065790573427266,Non-essential,84.2,18.9,6.7,0.2600831758892187,1120,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
EVI2B,288,0.2750601935294136,0.352941176173999,0.0045358216036691,0.4417432552623777,0.00745,4,1,LYS,P34910,2.854,0.93,0.0234575173262287,Non-essential,50.9,90.2,64.5,0.2598991808774113,1121,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
IL23R,869,0.2247014317733833,0.2689075627992374,0.0211165585956033,0.3693447969166913,0.006229,14,2,LYS,Q5VWK5,-5.574,0.004,0.0449693426002977,Non-essential,68.2,46.9,37.0,0.2598329858578067,1122,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LY6D,1069,0.2063268785059614,0.2436974787868088,0.0105582792978016,0.3522680106729913,0.005941,6,5,LYS,Q14210,-1.595,0.385,0.0877234082315548,Non-essential,79.3,31.2,3.9,0.2598006900680813,1123,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LPAR4,1210,0.1921009515674586,0.2605042014617612,0.0447319310453898,0.2482656388971242,0.004187,11,12,LYS,Q99677,-2.932,0.083,0.0927997972201004,Non-essential,82.6,19.7,15.7,0.2597258629972449,1124,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
KREMEN2,1040,0.2091788251288315,0.3781512601864275,0.0731678000948916,0.1198932700859768,0.002022,21,7,CYS,Q8NCW0,-0.997,0.363,-0.1442185562083103,Non-essential,76.8,35.9,25.8,0.2597182086104667,1125,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
GRM2,1297,0.1825121171355141,0.252100840124285,0.0205345563814644,0.2517047139045359,0.004245,35,5,LYS,Q14416,-2.466,0.074,-0.0693703900328256,Non-essential,85.7,11.7,6.4,0.2595951116149998,1126,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PRLR,687,0.2405541829076767,0.3109243694866181,0.0822710738573462,0.3050103765194188,0.005144,21,6,LYS,P16471,-1.041,0.381,-0.0032374466288591,Non-essential,61.0,61.3,45.5,0.2593438919145076,1127,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PTAFR,1329,0.1794752172596278,0.403361344198856,0.0344646528546575,0.025970945745627,0.000438,14,9,TYR,P25105,2.131,0.866,0.0277679036926441,Non-essential,86.5,12.0,5.6,0.2592853701196707,1128,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
EBP,1413,0.1698488598299899,0.3697478988489514,0.0342685434129369,0.038897124221761,0.000656,8,5,TYR,Q15125,5.983,1.0,0.0826020629358195,Non-essential,95.6,3.5,0.9,0.2592031815058074,1129,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
MS4A15,943,0.2177196496047907,0.5378151255984748,0.0082302704412462,0.0004150607767565,7e-06,5,2,SER,Q8N5U1,-4.293,0.165,-0.1585618541237623,Non-essential,68.3,46.2,38.3,0.2591966267639669,1130,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
HLA-DOA,1369,0.1749947163996808,0.403361344198856,0.0093310137592914,0.0361695819745034,0.00061,8,4,TYR,P06340,2.824,0.914,0.0824328142516677,Non-essential,89.4,8.4,0.4,0.2591516194030482,1131,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
SLC22A6,1293,0.1828552264632398,0.2605042014617612,0.0873193104538984,0.1748591758078861,0.002949,20,12,LYS,Q4U2R8,-9.966,0.089,-0.0177017377392736,Non-essential,83.0,12.8,7.6,0.2589210920770625,1132,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CXCR1,1176,0.1953170848487633,0.252100840124285,0.0894259054246402,0.2254965905721909,0.003803,14,10,LYS,P25024,-3.308,0.094,0.0198466178299619,Non-essential,78.1,23.1,10.0,0.2588659180427075,1133,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLCO1B1,1196,0.1939166845943204,0.2605042014617612,0.1050387474300174,0.1940112659353691,0.003272,32,23,LYS,Q9Y6L6,-9.966,0.046,0.0792239173615512,Non-essential,80.3,22.1,13.9,0.258838973852963,1134,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
MAS1L,874,0.22390268997264,0.2605042014617612,0.0995666613949074,0.2994367032315446,0.00505,17,13,LYS,P35410,-9.966,0.001,0.0950555702365275,Non-essential,66.9,47.1,27.0,0.2588273116682294,1135,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
EVA1C,902,0.2217159278676384,0.201680672099428,0.0448268227107385,0.4253187073821523,0.007173,16,11,LYS,P58658,4.009,0.981,-0.0739446877282854,Non-essential,70.2,44.4,26.5,0.2587246177580224,1136,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CHRNA3,1168,0.1958103064330759,0.2605042014617612,0.0104317570773367,0.2949303290839015,0.004974,24,3,LYS,P32297,-2.635,0.131,0.0848811783549146,Non-essential,81.1,23.8,16.4,0.2587169920519259,1137,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC8B1,1217,0.1910166869919995,0.2436974787868088,0.1283947493278507,0.1833975689297361,0.003093,24,7,LYS,Q6J4K2,4.01,1.0,-0.0730903992336964,Non-essential,80.7,19.7,12.2,0.2585421971397798,1138,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADORA2B,1323,0.1803729665529449,0.3109243694866181,0.0275312351731772,0.159146160687815,0.002684,14,4,LYS,P29275,1.078,0.68,0.0222805476990623,Non-essential,88.1,12.0,7.8,0.2584928782855644,1139,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ABCB5,1330,0.1793380900965834,0.2605042014617612,0.0759512889451209,0.174503409427809,0.002943,74,13,LYS,Q2M3G0,-5.574,0.044,-0.0126907894720595,Non-essential,85.0,10.4,6.4,0.2583901451048489,1140,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TSPAN33,1353,0.1762182040463516,0.3613445375114751,0.0234192630080657,0.0821820337978061,0.001386,9,2,CYS,Q86UF1,3.836,0.996,-0.0646855571979226,Non-essential,89.2,9.5,4.6,0.2583709123304842,1141,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OR52I1,1274,0.1849306835765723,0.2605042014617612,0.0569413253202593,0.2121553513193003,0.003578,11,11,LYS,Q8NGK6,-9.966,0.001,0.1366519673442651,Non-essential,85.5,15.1,4.0,0.2583506396715063,1142,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC26A8,958,0.216292022251434,0.2605042014617612,0.0251020085402498,0.348532463682182,0.005878,39,6,LYS,Q96RN1,-3.626,0.022,-0.149684837245992,Non-essential,68.6,41.3,32.9,0.2582850885672244,1143,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PTPRB,1318,0.1806875974212692,0.201680672099428,0.0350150245136802,0.2983694040913133,0.005032,55,5,LYS,P23467,1.576,0.828,-0.0033189008386226,Non-essential,80.3,10.7,4.6,0.2582343423860482,1144,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
FCGR3A,1232,0.1886667789933982,0.4705882348986654,0.0009046338763245,0.0005336495701156,9e-06,5,1,SER,P08637,4.553,0.985,0.1132537231337794,Non-essential,85.7,22.0,7.5,0.2580654530761429,1145,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LAMP5,1288,0.1834494446376185,0.4285714282112846,0.0036628182824608,0.0364067595612214,0.000614,7,7,LYS,Q9UJQ1,0.934,0.622,0.1428500222421189,Non-essential,86.5,17.1,5.4,0.2579173943348701,1146,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ZP3,1142,0.1977827849703095,0.453781512223713,0.0078064210026885,0.0464275126000592,0.000783,12,1,LYS,P21754,3.3,0.966,-0.1259626612245739,Non-essential,77.7,29.5,18.9,0.2578820126789864,1147,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
DSC2,1145,0.1975629093321866,0.4789915962361415,0.0083251621065949,0.0115624073525051,0.000195,17,4,TYR,Q02487,3.131,0.866,0.1205096849963545,Non-essential,76.8,29.9,19.6,0.2577189510474245,1148,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
LRRC37A2,694,0.2398858158647223,0.3445378148365229,0.0638051557804839,0.2764304773198933,0.004662,35,11,LYS,A6NM11,-5.012,0.115,-0.4100709144686167,Context-dependent,42.1,83.1,77.7,0.2575471434678773,1149,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
RNF149,1021,0.2112915153449941,0.2773109241367135,0.0071927882334334,0.3273643640675955,0.005521,10,2,LYS,Q8NC42,4.997,1.0,-0.0386850418319235,Non-essential,74.3,38.2,22.8,0.2574981115231069,1150,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PCDHGA2,1088,0.2042198687208236,0.2184873947743803,0.0073825715641309,0.3820337978061073,0.006443,21,1,LYS,Q9Y5H1,-1.086,0.304,0.0326726876102856,Non-essential,74.9,31.4,24.7,0.2574246805135927,1151,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TMEM26,1189,0.1942823438403402,0.3109243694866181,0.0253930096473193,0.2076489771716572,0.003502,13,5,LYS,Q6ZUK4,-1.181,0.266,-0.004375422117635,Non-essential,77.5,24.7,17.9,0.2573840260250604,1152,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TMIGD1,1298,0.1823606121677574,0.2605042014617612,0.0058010438083188,0.2547287281351912,0.004296,4,2,LYS,Q6UXZ0,-9.966,0.019,-0.1175612674109084,Non-essential,87.8,14.1,1.9,0.2572089134974939,1153,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SEMA4C,1198,0.1936348359528671,0.252100840124285,0.0574916969792819,0.251823302697895,0.004247,26,18,LYS,Q9C0C4,4.195,0.999,-0.0844914060691469,Non-essential,81.7,23.4,17.4,0.2571640439627939,1154,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2A2,1367,0.175116509289963,0.2605042014617612,0.0350782856239127,0.2013044767269493,0.003395,16,8,LYS,Q6IF42,-9.966,0.0,-0.0077550907083302,Non-essential,87.1,8.2,2.2,0.2570721610993319,1155,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC6A4,1290,0.1833038755528229,0.2436974787868088,0.0842448204965997,0.2018381262970649,0.003404,20,15,LYS,P31645,-3.816,0.111,-0.0215229016484908,Non-essential,84.7,14.8,13.7,0.2570148542737992,1156,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2T7,1177,0.1952522944898922,0.2605042014617612,0.0150941009014708,0.288407945449155,0.004864,16,7,LYS,P0C7T2,-9.966,0.0,,No data,84.2,10.1,2.3,0.2569519820992728,1157,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PLXNB1,1152,0.1971162049485092,0.1848739494244757,0.2192123991776055,0.1913430180847909,0.003227,94,20,LYS,O43157,5.254,0.997,-0.0201646090370449,Non-essential,75.2,25.4,17.4,0.2569447366141655,1158,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
FFAR2,1309,0.1811790028918451,0.2689075627992374,0.0122410248299857,0.2331455677438481,0.003932,16,5,LYS,O15552,-1.51,0.274,-0.2039860374735111,Non-essential,88.1,13.6,7.3,0.2568642951231915,1159,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SEMA6B,1034,0.2099486903973096,0.2184873947743803,0.0879076387790605,0.320604802846131,0.005407,32,6,LYS,Q9H3T3,1.949,0.926,-0.2039818623399653,Non-essential,73.8,36.8,31.8,0.256798698577331,1160,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
KCNJ12,1160,0.1962181075170521,0.2352941174493327,0.0075154198956191,0.3328194485621108,0.005613,17,4,LYS,Q14500,-1.552,0.245,0.2692695090658299,Non-essential,80.7,25.9,19.9,0.2565366582216989,1161,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PCDHGB6,1115,0.2004980797555174,0.2184873947743803,0.0110453898465918,0.365965016305959,0.006172,11,4,LYS,Q9Y5F9,-0.512,0.372,0.0093403197743459,Non-essential,75.1,29.2,26.8,0.2565231897091708,1162,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LRRC4C,1092,0.2035603542026542,0.2352941174493327,0.0647793768780642,0.3000296471983397,0.00506,17,5,LYS,Q9HCJ2,-1.831,0.273,0.0837054738329137,Non-essential,75.8,32.2,27.0,0.2563551971263674,1163,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
NIPAL4,1135,0.1986379866308364,0.2436974787868088,0.0713205756761031,0.2658760747109398,0.004484,12,15,LYS,Q0D2K0,-2.388,0.252,0.1248237895281804,Non-essential,79.3,28.5,14.4,0.2560932801721438,1164,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
BMPR2,717,0.2385529241594161,0.2773109241367135,0.1487015657124782,0.2767269493032908,0.004667,21,14,LYS,Q13873,3.293,0.993,-0.0277048089311172,Non-essential,57.4,62.4,57.0,0.2560159522017919,1165,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ERMP1,1390,0.172569513594856,0.352941176173999,0.0978839158627234,0.0067595612214645,0.000114,36,11,CYS,Q7Z2K6,3.574,0.997,0.0312521856068334,Non-essential,88.9,8.8,7.3,0.2558902809319466,1166,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
MFSD2A,1247,0.1870633958360521,0.2941176468116659,0.2204776213822552,0.0109101689890305,0.000184,24,19,LYS,Q8NA29,2.714,0.859,-0.0587466434193758,Non-essential,80.6,19.9,12.0,0.2558881239769045,1167,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LRP4,1193,0.1939257540240877,0.2268907561118565,0.0625462596868575,0.2813519122442929,0.004745,71,4,LYS,O75096,1.585,0.781,-0.1707738319790508,Non-essential,77.1,24.6,13.6,0.2557863076219374,1168,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TPO,1235,0.1883732105676601,0.2100840334369042,0.0466424165744108,0.3011562407352505,0.005079,46,5,LYS,P07202,-3.308,0.138,-0.0094176356777407,Non-essential,83.5,20.0,8.9,0.2554790760303318,1169,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PTPRD,1331,0.1792894256994051,0.2184873947743803,0.0329084295429384,0.273406463089238,0.004611,89,2,LYS,P23468,0.178,0.526,0.0979510796825337,Non-essential,82.8,12.7,6.5,0.2553493113290772,1170,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR6Y1,1337,0.1781845191564831,0.2605042014617612,0.0259750118614581,0.2206344500444707,0.003721,16,7,LYS,Q8NGX8,-9.966,0.0,0.0065848867940053,Non-essential,86.2,12.6,7.4,0.2552288359880986,1171,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LRP6,1234,0.1883773215969403,0.2605042014617612,0.0638051557804839,0.2167803142603024,0.003656,54,8,LYS,O75581,2.444,0.978,-0.0012858942409414,Non-essential,79.2,21.1,17.0,0.255222838021813,1172,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CCR7,1200,0.193508467287603,0.2773109241367135,0.0589150719595128,0.2163652534835457,0.003649,14,16,LYS,P32248,0.215,0.541,-0.0559639782021958,Non-essential,78.4,25.7,13.8,0.2551789048086143,1173,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TMEM145,1182,0.1947014551235411,0.2689075627992374,0.1432927407876008,0.1471686925585532,0.002482,15,17,LYS,Q8NBT3,-1.181,0.32,0.0956521825582562,Non-essential,78.5,26.6,17.6,0.2551330053162716,1174,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TMEM25,826,0.229430679753502,0.2773109241367135,0.0444725604934366,0.3505484731692854,0.005912,8,3,LYS,Q86YD3,3.747,0.963,0.0956824187780525,Non-essential,62.9,55.7,42.1,0.2551140818635302,1175,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR179,445,0.2584541705297186,0.2605042014617612,0.0984026569666297,0.4157723095167506,0.007012,61,17,LYS,Q6PRD1,-5.574,0.02,-0.1765300715084484,Non-essential,42.8,79.7,74.4,0.2550202121324615,1176,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC39A4,1186,0.194490636519697,0.4285714282112846,0.0343001739680531,0.0425733768158908,0.000718,28,4,CYS,Q6P5W5,5.563,0.991,-0.0029010893655657,Non-essential,74.9,29.2,19.6,0.2550183875699355,1177,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
CD48,1261,0.1861197686795315,0.4621848735611892,0.0024924877431598,0.0016602431070263,2.8e-05,7,3,SER,P09326,3.118,0.931,-0.0607121961877441,Non-essential,82.8,23.0,13.6,0.2548028884589627,1178,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLCO1B7,1078,0.2055073467630652,0.2605042014617612,0.1127819073224735,0.2249036466053957,0.003793,24,19,LYS,G3V0H7,-9.966,0.018,,No data,82.3,20.8,11.7,0.2547978589935837,1179,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CNTN3,1386,0.1730087800147781,0.1932773107619518,0.0075786810058516,0.3114141713608063,0.005252,33,3,LYS,Q9P232,-1.552,0.314,-0.0334707161947197,Non-essential,86.7,7.6,5.2,0.2547952718583476,1180,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
NRXN3,1158,0.1967257472620027,0.2352941174493327,0.0523738731614739,0.2896531277794248,0.004885,65,5,LYS,Q9Y4C0,-0.057,0.492,0.0514225398896215,Non-essential,75.4,28.1,24.5,0.2547596913424911,1181,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PTH2R,1060,0.2070061032222261,0.302521008149142,0.0283726079392693,0.258286391935962,0.004356,23,7,LYS,P49190,-3.047,0.259,-0.0657071703377343,Non-essential,71.6,37.8,24.5,0.2547471028210075,1182,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CACNG3,881,0.223347354013805,0.2605042014617612,0.0143476198007275,0.382804624962941,0.006456,11,4,LYS,O60359,-9.966,0.047,-0.0146477446437459,Non-essential,68.1,50.8,28.6,0.2546645317025335,1183,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
