gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank
CD79B,774,0.2341699846218682,0.252100840124285,0.0041119721651114,0.4403201897420694,0.007426,5,5,LYS,P40259,1.357,0.788,-0.0338689644286544,Non-essential,75.4,41.9,7.9,0.27244333452029496,981
SLC4A4,847,0.2265525296005786,0.252100840124285,0.0546765775739364,0.3643640675956122,0.006145,60,8,LYS,Q9Y6R1,0.139,0.513,0.09213245540608175,Non-essential,70.5,35.8,24.0,0.27219545533588696,982
PMEL,748,0.2362609677555249,0.3109243694866181,0.0158405820022141,0.3571301512007115,0.006023,22,5,LYS,P40967,0.661,0.718,-0.08762728052606465,Non-essential,68.5,44.9,35.1,0.27216621262104773,983
LNPEP,1120,0.2000802430260612,0.252100840124285,0.1245737782698086,0.2062259116513489,0.003478,42,19,LYS,Q9UIQ6,2.632,0.986,-0.0606882745173974,Non-essential,88.8,13.8,12.1,0.27213521652378914,984
CXADR,969,0.2156576072977745,0.5378151255984748,0.0006452633243713,0.0011265935369107,1.9e-05,3,1,SER,P78310,3.605,0.927,-0.2024798668840502,Non-essential,79.3,31.8,18.1,0.27187825817478667,985
PCDHGA8,916,0.2205329820010603,0.2605042014617612,0.0103621698560809,0.3774088348651052,0.006365,17,1,LYS,Q9Y5G5,-3.626,0.023,0.0014368726091446501,Non-essential,73.6,31.3,27.0,0.27181922169191297,986
ACVR2A,1062,0.206877270703579,0.2268907561118565,0.032845168432706,0.3542247257634153,0.005974,25,8,LYS,P27037,2.098,0.977,-0.032664001188626196,Non-essential,83.5,19.5,11.3,0.2716792381881801,987
TAS2R9,1089,0.2042076398450558,0.2605042014617612,0.0259117507512256,0.3074414467832789,0.005185,16,7,LYS,Q9NYW1,-9.966,0.0,0.061971753159982795,Non-essential,82.8,17.9,3.5,0.2716147698952426,988
LMBRD1,1141,0.1980254913117844,0.2689075627992374,0.0304475723548948,0.271093981618737,0.004572,33,10,LYS,Q9NUN5,4.945,1.0,0.044849959926409,Non-essential,83.8,13.0,3.5,0.2715030354731411,989
IL18RAP,1003,0.2131036939458816,0.252100840124285,0.0413917444251146,0.3328194485621108,0.005613,31,10,LYS,O95256,-1.831,0.133,-0.00322480835336975,Non-essential,77.8,25.5,14.0,0.27128809229030615,990
HYAL2,1184,0.1945842390159597,0.302521008149142,0.0113363909536612,0.2339163949006818,0.003945,24,5,LYS,Q12891,5.251,1.0,-0.0783296021568915,Non-essential,91.0,11.0,7.8,0.2711955493157855,991
SLC26A9,1086,0.2044441305228123,0.2773109241367135,0.0352427645105171,0.2764897717165727,0.004663,34,4,LYS,Q7LBE3,-2.388,0.26,0.0143046619862892,Non-essential,79.9,18.8,15.4,0.27119195750462216,992
SLC9A1,797,0.2323021910055865,0.3109243694866181,0.0624134113553692,0.2973613993477616,0.005015,40,10,LYS,P19634,4.391,0.998,0.02657805343331105,Non-essential,67.6,42.6,29.1,0.27116723199609905,993
ASGR1,1093,0.2034939704065091,0.2436974787868088,0.0096536454214771,0.3437296175511414,0.005797,5,3,LYS,P07306,0.391,0.607,0.0719513091717793,Non-essential,86.2,17.5,12.7,0.27113993331853775,994
PLVAP,1091,0.2037176108999352,0.2773109241367135,0.0091032737624545,0.3002075303883783,0.005063,14,2,LYS,Q9BX97,5.364,0.996,-0.0856790876681756,Non-essential,81.7,18.3,10.9,0.2710865244855579,995
PDCD1,792,0.2328325182429607,0.302521008149142,0.0051810849280404,0.3675659650163059,0.006199,4,3,LYS,Q15116,-0.512,0.399,0.0322136208022814,Non-essential,74.2,43.1,16.3,0.27096911533828627,996
SLC22A16,1144,0.1976655147303154,0.2605042014617612,0.0432389688439032,0.2683071449747999,0.004525,23,6,LYS,Q86VW1,-3.458,0.051,0.0620602264944164,Non-essential,84.9,13.2,6.9,0.2708629989662922,997
DSG3,703,0.2394750896922693,0.2605042014617612,0.0382223628024671,0.4126890008894159,0.00696,23,8,LYS,P32926,-4.608,0.278,0.022455063674817102,Non-essential,65.3,48.1,39.4,0.27080431143458716,998
SLC44A1,1161,0.1961983548231666,0.3109243694866181,0.0304159417997785,0.209012748295286,0.003525,38,5,LYS,Q8WWI5,4.192,0.998,0.032205783968919696,Non-essential,83.4,12.9,6.2,0.2707807018440825,999
SLC23A1,1122,0.1998163633122573,0.2773109241367135,0.0249754863197849,0.2713311592054551,0.004576,24,2,LYS,Q9UHI7,-1.732,0.301,0.0451005601852844,Non-essential,81.8,15.4,10.5,0.27073548482915977,1000
SLC24A2,771,0.2343913028990481,0.2941176468116659,0.0542527281353787,0.3348947524458938,0.005648,28,7,LYS,Q9UI40,-4.293,0.132,0.13218899075384055,Non-essential,67.3,44.5,36.2,0.2707280465294012,1001
ITGA8,1154,0.1969419657880134,0.201680672099428,0.0622173019136485,0.3253483545804921,0.005487,52,11,LYS,P53708,-0.119,0.477,-0.055416705661605656,Non-essential,85.0,11.8,7.5,0.27067964935833494,1002
PTPRS,1118,0.2002536043075859,0.2100840334369042,0.0528609837102641,0.3345389860658168,0.005642,82,7,LYS,Q13332,3.844,0.941,0.06607436797441,Non-essential,81.5,14.7,7.5,0.2706794041469367,1003
HLA-DQA1,1188,0.1944227796909021,0.4705882348986654,0.0072244187885497,0.0134005336495701,0.000226,7,4,CYS,P01909,5.33,0.984,0.0595010596512144,Non-essential,87.9,14.2,2.0,0.27066212032406284,1004
SLC11A1,1155,0.1969096166771891,0.1932773107619518,0.0472244187885497,0.3514378891194781,0.005927,34,7,LYS,P49279,1.82,0.851,-0.028683327276332,Non-essential,83.0,12.2,8.2,0.2701126357436901,1005
ADCY7,1007,0.2125903234243012,0.2605042014617612,0.0967831725446781,0.264512303587311,0.004461,64,7,LYS,P51828,2.23,0.88,0.1671218291072861,Non-essential,77.3,26.5,13.1,0.2700003395446137,1006
NCR3LG1,922,0.2199110404221447,0.2436974787868088,0.0113680215087774,0.3967388081826267,0.006691,14,3,LYS,Q68D85,-1.47,0.26,-0.07077739807820935,Non-essential,77.6,32.4,17.2,0.2699208249982341,1007
PRSS21,1090,0.2039507207254739,0.3193277308240944,0.0145753597975644,0.2394900681885561,0.004039,12,5,LYS,Q9Y6M0,-1.248,0.394,0.0124331474917298,Non-essential,84.7,20.4,12.4,0.26988106278496315,1008
SLC5A3,1066,0.2066278917156741,0.2857142854741897,0.078930887237071,0.2288763711829232,0.00386,30,16,LYS,P53794,1.804,0.924,-0.12086561030539039,Non-essential,78.7,22.1,17.5,0.26985181452096496,1009
CD22,1065,0.2067843780078119,0.2352941174493327,0.0040170804997627,0.3715386895938333,0.006266,18,4,LYS,P20273,0.652,0.622,-0.04279813497615015,Non-essential,79.4,21.4,17.7,0.26984188363066547,1010
P2RY1,1129,0.1992648798515494,0.2436974787868088,0.0245516368812272,0.3147346575748591,0.005308,14,8,LYS,P47900,-0.32,0.448,0.03230052483239175,Non-essential,85.3,15.3,10.2,0.2698156911894046,1011
AVPR1B,889,0.222658639558096,0.302521008149142,0.1011228847066266,0.2377112362881707,0.004009,19,7,LYS,P47901,-6.506,0.041,-0.055928837876871945,Non-essential,73.7,35.8,28.3,0.26979088310089905,1012
GJB3,1041,0.2091584262246532,0.4705882348986654,0.0187505930729084,0.0509931811443818,0.00086,16,3,CYS,O75712,0.8,0.555,-0.0914921042541861,Non-essential,78.4,27.4,12.6,0.2697418257688554,1013
SCNN1B,1077,0.2055126796049311,0.2268907561118565,0.0348189150719595,0.3477023421286688,0.005864,36,8,LYS,P51168,0.537,0.562,0.024125405838865653,Non-essential,82.5,20.5,8.4,0.2695420789393069,1014
PCDHGB1,973,0.2151918262546063,0.2689075627992374,0.007028309346829,0.3517343611028757,0.005932,12,5,LYS,Q9Y5G3,-1.392,0.296,-0.08306792857242165,Non-essential,74.9,29.4,26.2,0.2694083145921593,1015
SLC16A7,1108,0.2014202651227929,0.1932773107619518,0.0945753597975644,0.3191224429291431,0.005382,9,12,LYS,O60669,-0.267,0.451,-0.0590482861122481,Non-essential,84.5,16.7,12.6,0.26937150944835997,1016
CD1E,1044,0.2086002450742668,0.3613445375114751,0.0989846591807686,0.1145567743848206,0.001932,12,9,CYS,P15812,-0.783,0.367,-0.0298180038323,Non-essential,81.5,25.5,17.0,0.2693559465204136,1017
LMBRD2,1022,0.2110881664165999,0.2773109241367135,0.0531203542622173,0.2807589682774977,0.004735,49,10,LYS,Q68DH5,1.852,0.942,0.0959877945019589,Non-essential,76.7,26.2,15.4,0.2693286540827785,1018
MSR1,705,0.2391911662473164,0.403361344198856,0.0285370868258737,0.2309516750667061,0.003895,17,2,LYS,P21757,2.816,0.927,0.1053129856469979,Non-essential,67.4,51.9,25.3,0.2691486609427446,1019
GPRC5B,829,0.2283274911462507,0.2100840334369042,0.0547714692392851,0.426208123332345,0.007188,11,4,LYS,Q9NZH0,3.602,0.978,0.1199990794727572,Non-essential,74.4,39.7,23.6,0.26907430984582403,1020
SLCO1A2,1101,0.202463529337728,0.3613445375114751,0.1501565712478254,0.0429291431959679,0.000724,32,19,LYS,P46721,-3.308,0.247,0.05577810371956455,Non-essential,80.2,20.7,13.7,0.26904201673996464,1021
CD163,1064,0.2068234824889369,0.2352941174493327,0.058105329748537,0.3175807886154758,0.005356,39,12,LYS,Q86VB7,3.917,0.982,0.03335923273928615,Non-essential,77.5,22.3,13.7,0.26897447069826963,1022
ANTXR1,800,0.2319683585855853,0.2773109241367135,0.0207939269334176,0.3826860361695819,0.006454,18,5,LYS,Q9H6X2,4.569,0.983,0.0381109503539672,Non-essential,72.4,44.0,24.3,0.2689288142235996,1023
PRPH2,1159,0.196403902611811,0.2436974787868088,0.0187505930729084,0.3109991105840498,0.005245,15,2,LYS,P23942,-2.178,0.126,0.07629573068410056,Non-essential,87.0,13.9,5.2,0.2688315434896226,1024
LRRC15,1117,0.2003174320823605,0.4285714282112846,0.0423975960778111,0.053898606581678,0.000909,23,7,TYR,Q8TF66,-0.913,0.43,-0.14350460077643296,Non-essential,83.6,20.3,18.2,0.26877405053882186,1025
M6PR,1100,0.2027018352869489,0.302521008149142,0.007028309346829,0.2652831307441446,0.004474,3,4,LYS,P20645,6.308,1.0,-0.0212388121787253,Non-essential,84.8,20.2,2.9,0.2687602128749431,1026
FAM171A1,429,0.2597550453767539,0.2689075627992374,0.0422014866360904,0.4651052475541061,0.007844,17,4,LYS,Q5VUB5,3.006,0.926,0.0355454860010742,Non-essential,57.1,67.4,56.7,0.2685443305272822,1027
FLT4,945,0.2176888067539909,0.1932773107619518,0.1390795508461173,0.3288467239845834,0.005546,60,20,LYS,P35916,1.246,0.824,0.023271615988799697,Non-essential,72.4,31.1,23.0,0.26852862747435835,1028
CD74,817,0.2305657598851918,0.4285714282112846,0.0115325003953819,0.1855914616068781,0.00313,6,2,LYS,P04233,10.53,1.0,0.07845094694113805,Non-essential,69.9,45.9,27.0,0.2683809903745146,1029
HHLA2,1043,0.2086708715710779,0.302521008149142,0.0032073382887869,0.2890008894159501,0.004874,12,3,LYS,Q9UM44,-3.626,0.231,0.02509092305155215,Non-essential,80.9,25.6,15.7,0.26833440977838396,1030
HLA-DRA,1206,0.1924530508286525,0.4453781508862369,0.0069966787917127,0.0406759561221464,0.000686,4,3,TYR,P01903,8.872,1.0,-0.00667104734359475,Non-essential,89.2,14.6,1.6,0.26820051153864766,1031
CALCR,1048,0.2082800398677471,0.2773109241367135,0.0721619484421951,0.2523569522680106,0.004256,15,9,LYS,P30988,-4.293,0.043,0.055540966023937696,Non-essential,78.7,25.1,13.5,0.26808854862540116,1032
GPR12,1121,0.1999425093113137,0.2100840334369042,0.0686636090463387,0.3176993774088348,0.005358,9,10,LYS,P47775,-9.966,0.059,0.0477923861864261,Non-essential,84.2,17.1,10.5,0.2680201583167099,1033
SLC6A19,1283,0.1840034308056283,0.2605042014617612,0.0477431598924561,0.2182626741772902,0.003681,28,8,LYS,Q695T7,-9.966,0.096,0.055852164735183,Non-essential,90.0,4.7,3.2,0.267977929029053,1034
ADORA1,1242,0.1874002464792165,0.2857142854741897,0.0478064210026886,0.1959086866291135,0.003304,14,8,LYS,P30542,0.697,0.605,-0.020954289440193452,Non-essential,92.4,8.0,0.3,0.26792877682391697,1035
SERINC5,1059,0.2071424421132862,0.3781512601864275,0.0444409299383204,0.1418321968573969,0.002392,29,9,LYS,Q86VE9,3.612,0.988,0.02950752466509,Non-essential,77.6,26.0,17.3,0.26792122276417896,1036
IL17RC,990,0.2141345482757771,0.2184873947743803,0.0356286572829353,0.3868366439371479,0.006524,35,10,LYS,Q8NAC3,4.474,1.0,0.0537236274109554,Non-essential,73.6,29.3,20.0,0.26778691347605393,1037
SLC8A3,1024,0.210933641969108,0.2352941174493327,0.1470504507354104,0.2423361992291728,0.004087,40,7,LYS,P57103,-4.293,0.105,0.09657889471489385,Non-essential,76.8,27.2,14.9,0.2674996035984123,1038
KEL,1222,0.1903834271951794,0.252100840124285,0.0474837893405029,0.2509931811443818,0.004233,38,4,LYS,P23276,-2.053,0.105,0.1271386154174851,Non-essential,87.4,10.4,5.2,0.26745453666472097,1039
MUC21,1028,0.2107940756889644,0.1932773107619518,0.0157709947809584,0.4291728431663207,0.007238,6,1,LYS,Q5SSG8,-6.506,0.155,0.0131041858513579,Non-essential,75.5,26.5,18.0,0.2673830182535029,1040
MDGA2,1203,0.1930778417099832,0.2605042014617612,0.0149612525699826,0.2812926178476134,0.004744,41,4,LYS,Q7Z553,-6.506,0.084,-0.01783663515577815,Non-essential,84.8,12.9,7.0,0.2673399381160154,1041
OR10A3,1278,0.18443144763781,0.2605042014617612,0.0463830460224577,0.2210495108212273,0.003728,17,10,LYS,P58181,-9.966,0.0,0.035354223143559446,Non-essential,88.3,5.7,2.2,0.26733460972253764,1042
RNF150,949,0.2174034464448798,0.1932773107619518,0.0294417207021983,0.4375333530981322,0.007379,11,3,LYS,Q9ULK6,-0.119,0.48,0.0407377857007455,Non-essential,75.2,32.2,24.9,0.2671908272167658,1043
S1PR5,1013,0.212225849401239,0.2941176468116659,0.061186145816859,0.2540764897717165,0.004285,11,9,LYS,Q9H228,-0.25,0.459,0.04981142308859935,Non-essential,77.7,29.6,21.6,0.26715683528122697,1044
GRIN2A,697,0.2397493877946483,0.252100840124285,0.0483251621065949,0.4147050103765194,0.006994,51,10,LYS,Q12879,-3.626,0.122,-0.1023448975883267,Non-essential,60.8,51.9,43.3,0.26709283716427834,1045
CDH15,1046,0.2084284970781118,0.2605042014617612,0.0229637830143919,0.3244589386302994,0.005472,23,3,LYS,P55291,-3.308,0.096,-0.13562516743372494,Non-essential,78.4,26.0,19.3,0.26703215092278926,1046
SLC5A11,1134,0.198742268856681,0.252100840124285,0.0582698086351415,0.2680699673880818,0.004521,27,16,LYS,Q8WWX8,-3.626,0.093,0.00423597960374475,Non-essential,81.8,17.8,11.0,0.2670202380493056,1047
FCRL5,1076,0.2058975229671779,0.352941176173999,0.0223185196900205,0.1934183219685739,0.003262,21,4,LYS,Q96RD9,-1.831,0.304,0.0219526238827269,Non-essential,76.0,25.5,15.1,0.26696362207554825,1048
EPHA6,1075,0.2060289416040788,0.252100840124285,0.04893879487585,0.3016898903053661,0.005088,53,7,LYS,Q9UF33,-3.171,0.149,0.0626464799172742,Non-essential,78.5,24.0,14.3,0.2668924653388038,1049
SLC12A4,1123,0.1998114405176076,0.1848739494244757,0.0693468290368496,0.3501927067892084,0.005906,64,9,LYS,Q9UP95,4.256,1.0,-0.0794023341251194,Non-essential,81.6,17.7,12.5,0.26689076625508096,1050
PCDHGA10,988,0.2142691245155237,0.252100840124285,0.0077431598924561,0.370352801660243,0.006246,15,1,LYS,Q9Y5H3,-0.25,0.451,-0.07995476626068175,Non-essential,74.4,30.9,26.6,0.26685928443167456,1051
PTPRG,927,0.2194628482079383,0.2605042014617612,0.086901787126364,0.2973021049510821,0.005014,64,13,LYS,P23470,2.735,0.951,-0.12425275318749335,Non-essential,71.6,35.4,31.8,0.2668274435309779,1052
OR51A7,1259,0.1864109946813213,0.2605042014617612,0.0364383994939111,0.2375926474948117,0.004007,11,3,LYS,Q8NH64,-9.966,0.0,0.04971338416900695,Non-essential,90.1,8.0,2.2,0.2666842322587971,1053
CCR9,1199,0.1935829815814139,0.2605042014617612,0.0687648268227107,0.2291728431663207,0.003865,16,12,LYS,P51686,-5.574,0.02,0.0565592373889718,Non-essential,83.5,14.1,9.8,0.2665608880088743,1054
NPTN,1151,0.1971582135617982,0.2689075627992374,0.0025937055195318,0.2960569226208123,0.004993,10,2,LYS,Q9Y639,6.289,1.0,0.01476110082385285,Non-essential,86.5,17.3,10.3,0.26648030401481915,1055
PCDH1,1050,0.20816536048584,0.3277310921615705,0.0135062470346354,0.2434034983694041,0.004105,19,4,LYS,Q08174,4.216,0.976,0.06343774214851106,Non-essential,76.2,27.7,22.2,0.26623331860755955,1056
OR5AK3P,1097,0.2031252548149264,0.2605042014617612,0.0382539933575834,0.2914912540764897,0.004916,15,7,LYS,Q8NH89,-9.966,0.0,,No data,87.9,7.4,3.0,0.2662127823701347,1057
PTCHD3,980,0.214565700073365,0.2605042014617612,0.1574442511466076,0.2104358138155944,0.003549,40,23,LYS,Q3KNS1,-9.966,0.016,,No data,81.5,17.2,12.4,0.2659464867521669,1058
HLA-DQB2,1194,0.1939239661640794,0.4789915962361415,0.0058010438083188,0.0019567150904239,3.3e-05,3,1,SER,P05538,2.245,0.809,0.0071338180618344006,Non-essential,86.3,18.7,1.9,0.2658864984073352,1059
NLGN3,964,0.2158459048304722,0.2268907561118565,0.0546765775739364,0.3622887637118292,0.00611,37,11,LYS,Q9NZ94,-1.214,0.252,-0.0239900205300208,Non-essential,76.4,32.8,26.8,0.2658530999605912,1060
IL12RB2,993,0.2139966263445854,0.2605042014617612,0.0106911276292898,0.3552920249036466,0.005992,20,3,LYS,Q99665,-1.552,0.279,-0.18807859859028925,Non-essential,73.0,32.1,22.9,0.2655722586448505,1061
TMEM182,1266,0.1856312611621761,0.3781512601864275,0.0025620749644156,0.1120071153276015,0.001889,12,2,LYS,Q6ZP80,1.527,0.908,0.08389187414143705,Non-essential,87.5,10.5,0.0,0.2654952386382539,1062
LRIG1,998,0.2136746010857481,0.2352941174493327,0.0291190890400126,0.3694040913133709,0.00623,24,7,LYS,Q96JA1,4.281,0.978,-0.00903082595154265,Non-essential,74.6,31.5,28.5,0.26548373619561233,1063
ENPP1,1239,0.1880659542759363,0.2605042014617612,0.0354325478412146,0.2441150311295582,0.004117,43,10,LYS,P22413,0.706,0.621,0.02854208592127035,Non-essential,90.7,10.7,8.9,0.26536336525430965,1064
GPR156,472,0.2554658555957313,0.2605042014617612,0.1257377826980863,0.3784761340053365,0.006383,20,21,LYS,Q8NFN8,-2.727,0.125,0.0790240698335163,Non-essential,55.5,67.0,55.4,0.2652299496874721,1065
CD320,514,0.2522566039955137,0.3109243694866181,0.0107543887395223,0.4155351319300326,0.007008,3,5,LYS,Q9NPF0,5.353,1.0,-0.0463942719002225,Non-essential,63.8,65.2,31.9,0.26519590948770505,1066
IL1RL1,1132,0.1990199065994063,0.1932773107619518,0.0308967262375454,0.3747998814112066,0.006321,30,10,LYS,Q01638,-1.732,0.243,0.08959691781514714,Non-essential,81.9,18.9,5.2,0.26517121067887117,1067
LTB4R,1128,0.1994162348770347,0.1848739494244757,0.082853076071485,0.3353691076193299,0.005656,8,13,LYS,Q15722,1.753,0.927,-0.2660897845025777,Non-essential,81.4,19.3,14.2,0.2649614282212702,1068
MSLNL,838,0.2277355919297818,0.2605042014617612,0.0176498497548632,0.3941298547287281,0.006647,31,8,LYS,Q96KJ4,-9.966,0.05,,No data,74.3,29.2,24.8,0.26492139663251424,1069
SLC6A15,1119,0.2001297618224989,0.2100840334369042,0.0777668828087932,0.3092202786836643,0.005215,29,14,LYS,Q9H2J7,-3.458,0.235,0.03859795280724565,Non-essential,79.7,20.4,19.5,0.26487620207603085,1070
LRIT3,873,0.2240685194173672,0.2605042014617612,0.0711244662343824,0.3284316632078268,0.005539,20,10,LYS,Q3SXY7,-3.816,0.004,0.13170752737694497,Non-essential,69.6,41.2,32.8,0.2648655028721687,1071
TM9SF4,1246,0.1871715242258888,0.3109243694866181,0.1235995571722283,0.0857396975985769,0.001446,29,15,LYS,Q92544,5.17,1.0,-0.1540387384450137,Non-essential,85.6,11.4,3.4,0.26475834301301765,1072
OR5H6,1215,0.1914521710904037,0.2605042014617612,0.0468385260161315,0.2439964423361992,0.004115,16,9,LYS,Q8NGV6,-9.966,0.0,0.01191876745024025,Non-essential,85.3,14.5,7.7,0.2643852125996991,1073
GPR82,1221,0.1904225464434188,0.2773109241367135,0.0406832199905108,0.2243107026386006,0.003783,20,7,LYS,Q96P67,-2.245,0.076,0.09001750362261304,Non-essential,84.2,14.0,3.3,0.2643073041051276,1074
CHRNB4,1126,0.1995712403837876,0.3277310921615705,0.0063830460224576,0.2218796323747405,0.003742,19,3,LYS,P30926,-2.548,0.165,0.0734334737998686,Non-essential,81.3,22.5,16.7,0.2642715518558492,1075
GPR155,1005,0.2129318358041449,0.2100840334369042,0.0586557014075597,0.3710050400237177,0.006257,34,5,LYS,Q7Z3F1,0.912,0.746,-0.13834202996319306,Non-essential,73.2,31.7,20.8,0.26424459706073583,1076
IL17RB,1130,0.1991632683943907,0.3445378148365229,0.0149296220148663,0.1895641861844055,0.003197,21,5,LYS,Q9NRM6,2.067,0.825,-0.0449291733507494,Non-essential,79.5,22.7,12.9,0.264011687242601,1077
IL1RAPL1,1072,0.2062439290388338,0.252100840124285,0.0178143286414676,0.333530981322265,0.005625,25,8,LYS,Q9NZN1,-5.574,0.04,0.07186929903282341,Non-essential,76.7,27.3,20.8,0.2637716215344329,1078
PIGR,1104,0.2023379978919631,0.4873949575736176,0.0181369603036533,0.006463089238067,0.000109,24,5,TYR,P01833,0.99,0.566,0.07414276108301154,Non-essential,76.7,28.0,20.9,0.26373824753619624,1079
AQP2,1255,0.1865760583534036,0.2605042014617612,0.0180736991934208,0.2565075600355766,0.004326,11,5,LYS,P41181,-6.506,0.042,-0.08738204351513815,Non-essential,91.7,11.1,2.2,0.26372178531886575,1080
LRRTM4,937,0.2183479223433507,0.2436974787868088,0.060471295271232,0.342425140824192,0.005775,20,12,LYS,Q86VH4,-5.012,0.114,0.021161883454888147,Non-essential,74.0,37.3,30.0,0.2637182265992391,1081
CACNA1I,719,0.2382214773940907,0.2436974787868088,0.1800221413885813,0.2891194782093092,0.004876,89,15,LYS,Q9P0X4,-4.035,0.105,-0.042416026033789994,Non-essential,59.7,53.9,42.4,0.2636795224748557,1082
SELP,1180,0.1947894385249459,0.201680672099428,0.0418788549739047,0.3385117106433442,0.005709,6,9,LYS,P16109,0.919,0.646,-0.07935553014374636,Non-essential,79.9,17.1,10.7,0.263585876639112,1083
NT5E,1289,0.1834078809492821,0.2857142854741897,0.059402182508303,0.1710050400237177,0.002884,21,13,LYS,P21589,3.178,0.94,-0.0106338358873513,Non-essential,91.9,9.1,7.3,0.26350180554897157,1084
TSPAN15,1265,0.1857352530617662,0.352941176173999,0.0216985608097422,0.1268307144974799,0.002139,9,7,CYS,O95858,4.983,0.999,0.013819569673567001,Non-essential,87.6,12.2,7.5,0.26346173048770516,1085
FURIN,1174,0.1954743225573127,0.2857142854741897,0.0053455638146449,0.2652831307441446,0.004474,19,2,LYS,P09958,5.327,1.0,-0.1492105745794559,Non-essential,84.7,19.4,13.0,0.2632571735556638,1086
MFSD2B,1165,0.1959183996587216,0.2605042014617612,0.0931519848173335,0.2125704120960569,0.003585,21,8,LYS,A6NFX1,-2.245,0.04,0.06382535603668585,Non-essential,80.4,19.4,14.3,0.263207069739964,1087
SLC1A4,1172,0.195484278861685,0.3445378148365229,0.0493310137592914,0.1428994959976282,0.00241,22,9,LYS,P43007,3.665,0.996,-0.01602211317772775,Non-essential,80.5,20.5,13.0,0.26314586263201295,1088
GABRR2,1074,0.2060498311326431,0.2605042014617612,0.0045990827139016,0.3348947524458938,0.005648,16,1,LYS,P28476,-3.308,0.013,0.045703325378220194,Non-essential,76.6,28.0,20.9,0.2630499293015653,1089
SEMA6A,852,0.2260523809016902,0.1932773107619518,0.0733322789814961,0.4224725763415357,0.007125,31,6,LYS,Q9H2E6,2.081,0.859,0.056410012103249946,Non-essential,70.0,43.6,40.4,0.2629982725974411,1090
PCDH18,893,0.2222612018743364,0.2352941174493327,0.0082302704412462,0.4189149125407648,0.007065,12,5,LYS,Q9HCL0,1.46,0.786,0.028578748304548547,Non-essential,68.8,41.2,37.5,0.26293923685276915,1091
SIRPA,1008,0.2125902135685924,0.2352941174493327,0.0071232010121777,0.3877853542840201,0.00654,13,2,LYS,P78324,4.211,0.994,0.0309546429829057,Non-essential,77.8,33.3,24.6,0.2627800799313159,1092
PCDHB14,1197,0.1937025253868491,0.2605042014617612,0.0143159892456112,0.284020160094871,0.00479,18,4,LYS,Q9Y5E9,1.376,0.809,-0.027396736189791097,Non-essential,81.6,18.0,15.5,0.262760507846737,1093
MFAP3L,642,0.2432936491674997,0.252100840124285,0.0064779376878064,0.4683664393714793,0.007899,8,5,LYS,O75121,0.942,0.69,0.1344270068812915,Non-essential,61.6,59.2,43.3,0.2627463883083212,1094
OR3A2,1254,0.1865921722128992,0.2605042014617612,0.0687648268227107,0.2058701452712718,0.003472,14,7,LYS,P47893,-9.966,0.02,-0.2005701379375801,Non-essential,85.3,12.1,6.9,0.26273521353511203,1095
OR6C6,1569,0.154480327957889,0.2605042014617612,0.0703526806895461,0.0972428105544025,0.00164,9,11,LYS,A6NF89,-9.966,0.0,-0.3323823940938775,Context-dependent,89.7,5.4,2.2,0.26267534332260356,1096
SLC4A1,1211,0.1920304550506517,0.252100840124285,0.0412335916495334,0.2627334716869255,0.004431,50,6,LYS,P02730,-5.574,0.023,-0.1214111704017662,Non-essential,82.2,16.7,10.3,0.2625270598776145,1097
LPAR3,1170,0.1956314347939299,0.3193277308240944,0.0575233275343982,0.1688111473465757,0.002847,12,8,LYS,Q9UBY5,-1.639,0.395,0.0409434288279856,Non-essential,81.4,21.0,11.6,0.2623483245086765,1098
P2RY14,1225,0.1900350927790338,0.2268907561118565,0.0770899889293057,0.2538393121849985,0.004281,15,20,LYS,Q15391,-0.687,0.329,-0.052281212941795205,Non-essential,87.1,14.8,7.7,0.26234408991772584,1099
APLNR,1146,0.1974670057448552,0.3613445375114751,0.0752743950656334,0.1011562407352505,0.001706,13,16,LYS,P35414,2.486,0.869,-0.0032583613168094498,Non-essential,81.7,23.4,15.5,0.26217824707923726,1100
TSPAN13,1347,0.176595812946618,0.4117647055363322,0.0251652696504823,0.0144678327898013,0.000244,5,4,CYS,O95857,5.301,0.987,0.07171852497602521,Non-essential,90.0,6.9,0.5,0.26212592254778716,1101
OR10J6P,1098,0.2030074873094467,0.2605042014617612,0.0399367388897675,0.2894159501927068,0.004881,15,8,LYS,Q8NGY7,-9.966,0.018,,No data,84.6,11.6,3.6,0.261914642782235,1102
EMP2,1410,0.1703072156986809,0.2941176468116659,0.0086794243238968,0.1668544322561518,0.002814,5,1,LYS,P54851,5.136,0.997,-0.04100444600434194,Non-essential,95.0,0.0,0.0,0.2618246405290952,1103
FOLR2,1250,0.1868131440330656,0.3277310921615705,0.0233876324529495,0.1623480581085087,0.002738,13,6,LYS,P14207,3.36,0.967,0.0439081213950179,Non-essential,89.2,14.5,1.6,0.26163980489691424,1104
KLRF2,1096,0.2031696448715289,0.2605042014617612,0.0133797248141704,0.3165134894752445,0.005338,8,5,LYS,D3W0D1,-9.966,0.007,0.11525773901567521,Non-essential,82.4,27.1,13.5,0.2615497740839702,1105
