gene,uniprot_id,n_pockets,max_pocket_volume,n_nucleophiles,ldt_score,top_res_type,tsi_norm,tsi,pocket_norm,ldt_norm,final_score,rank,plddt_below_70,plddt_term,composite_primary,rank_primary
LRIT2,A6NDA9,11,174.1,5,0.004192,LYS,0.252100840124285,-0.001,0.0110137592914755,0.2485621108805218,0.1787130971013132,1336,27.8,0.722,0.22587994955107288,1376
CHRNB1,P11230,22,354.8,1,0.003236,LYS,0.2689075627992374,0.001,0.0224450419104855,0.1918766676549066,0.1718595379893125,1398,23.0,0.77,0.2258203264666054,1377
ROBO2,Q9HCK4,31,404.5,6,0.004362,LYS,0.2773109241367135,0.002,0.02558911908904,0.2586421583160391,0.1961937528762091,1162,43.6,0.5640000000000001,0.22579609875357148,1378
LRRC37A2,A6NM11,35,1008.6,11,0.004662,LYS,0.3445378148365229,0.01,0.0638051557804839,0.2764304773198933,0.2398858158647223,694,83.1,0.16900000000000004,0.22573740125690153,1379
PCDH7,O60245,17,330.2,3,0.002738,LYS,0.302521008149142,0.005,0.0208888185987664,0.1623480581085087,0.1759794662718393,1355,27.0,0.73,0.2257360129589568,1380
SLC51A,Q86UW1,16,621.6,11,0.003179,LYS,0.2352941174493327,-0.003,0.0393231061205124,0.1884968870441743,0.1624636449291391,1486,15.6,0.844,0.22567409470446376,1381
GPR153,Q6NV75,18,377.3,7,0.005216,LYS,0.2689075627992374,0.001,0.0238684168907164,0.3092795730803439,0.207507422111013,1054,53.0,0.47,0.22559806531703397,1382
SLC16A5,O15375,13,2378.2,12,0.000733,CYS,0.2605042014617612,-0.0,0.1504475723548948,0.0434627927660836,0.1623747901209979,1488,21.6,0.784,0.22557644040960578,1383
TRABD2A,Q86V40,27,1617.4,11,0.002569,LYS,0.2773109241367135,0.002,0.1023185196900205,0.1523273050696709,0.1873181170825928,1243,40.4,0.5960000000000001,0.2254362056222736,1384
TRPV6,Q9H1D0,41,433.1,5,0.003215,LYS,0.2605042014617612,0.0,0.027398386841689,0.1906314853246368,0.1696106422346022,1416,21.7,0.783,0.2253538578952823,1385
GYPA,P02724,1,31.7,2,0.007338,LYS,0.2605042014617612,0.0,0.0020053771943697,0.4351022828342721,0.235333978593297,756,75.3,0.247,0.22525365437849534,1386
CX3CL1,P78423,15,163.3,2,0.006437,LYS,0.2857142854741897,0.003,0.0103305393009647,0.3816780314260302,0.2318882854077743,802,73.6,0.264,0.22491866956276335,1387
ABCG5,Q9H222,31,249.3,7,0.002681,LYS,0.2689075627992374,0.001,0.0157709947809584,0.1589682774977764,0.1599848068033154,1510,13.7,0.863,0.22489101478846468,1388
OR4F21,O95013,11,1250.8,10,0.000996,LYS,0.2605042014617612,0.0,0.0791269966787917,0.0590572190927957,0.1456569453161807,1660,4.8,0.952,0.22487887428845285,1389
CRHR2,Q13324,17,999.4,9,0.003003,LYS,0.252100840124285,-0.001,0.063223153566345,0.1780610732285799,0.1732256040881915,1383,27.0,0.73,0.22471750842054822,1390
OR2M3,Q8NG83,11,902.1,12,0.00191,LYS,0.2605042014617612,0.0,0.0570678475407243,0.1132522976578713,0.1552977241442831,1557,11.9,0.881,0.22470989918830153,1391
TSPAN5,P62079,10,631.3,3,0.002227,LYS,0.252100840124285,-0.001,0.0399367388897675,0.1320486214052771,0.1524359441382274,1588,8.6,0.914,0.2246284710617493,1392
OR1I1,O60431,18,942.1,7,0.00223,LYS,0.2605042014617612,0.0,0.0595982919500237,0.1322265045953157,0.1617491195483062,1494,17.5,0.825,0.22461258424545244,1393
OR4F3,Q6IEY1,16,1218.6,10,0.000983,LYS,0.2605042014617612,0.0,0.0770899889293057,0.058286391935962,0.1448145948442847,1665,4.5,0.955,0.22437506517439862,1394
TSPAN11,A1L157,9,355.8,5,0.002683,LYS,0.2436974787868088,-0.002,0.022508303020718,0.1590868662911354,0.1519575423082795,1590,7.5,0.925,0.22431832505438232,1395
CDH9,Q9ULB4,19,168.4,3,0.003717,LYS,0.2605042014617612,0.0,0.0106531709631504,0.2203972724577527,0.1735168136109754,1380,25.3,0.747,0.22417173991499972,1396
IL2RB,P14784,10,405.0,5,0.001843,CYS,0.4201680668738084,0.019,0.0256207496441562,0.1092795730803439,0.2085373235668734,1045,57.9,0.42100000000000004,0.22416494156916575,1397
OR8J1,Q8NGP2,14,930.3,6,0.001598,LYS,0.2605042014617612,0.0,0.0588518108492804,0.094752445893863,0.1502829576076474,1612,8.5,0.915,0.2240201252398663,1398
IGSF6,O95976,4,26.6,2,0.000107,CYS,0.4369747895487607,0.021,0.001682745532184,0.0063445004447079,0.1771980896125719,1344,31.1,0.6890000000000001,0.2239321251128984,1399
SSTR2,P30874,15,1205.2,13,0.002546,LYS,0.2436974787868088,-0.002,0.0762422900521904,0.1509635339460421,0.1656407387141932,1458,22.0,0.78,0.22390768807755074,1400
CD9,P21926,8,269.3,0,0.0,,0.3613445375114751,0.012,0.0170362169856081,0.0,0.1496486801002724,1617,7.9,0.921,0.22368145322469873,1401
SIRPB2,Q5JXA9,16,145.9,2,0.00441,LYS,0.252100840124285,-0.001,0.0092297959829195,0.2614882893566557,0.1820557616515865,1300,32.7,0.673,0.22367630517753956,1402
TXNDC15,Q96J42,9,115.7,1,0.004892,LYS,0.2941176468116659,0.004,0.0073193104538984,0.2900681885561814,0.2068633084276903,1063,54.2,0.45799999999999996,0.22345401665929793,1403
TM9SF1,O15321,33,1318.4,8,0.000123,TYR,0.3193277308240944,0.007,0.0834034477305076,0.0072932107915801,0.1549400898862641,1564,15.5,0.845,0.22310904280548033,1404
PCDHA8,Q9Y5H6,16,220.2,3,0.004078,LYS,0.2605042014617612,0.0,0.0139300964731931,0.2418025496590572,0.1809214744243795,1313,32.8,0.672,0.22300613686833864,1405
CEACAM5,P06731,12,51.7,2,8.8e-05,SER,0.3697478988489514,0.013,0.0032705993990194,0.0052179069077972,0.1504457114316255,1606,8.7,0.913,0.22299742114378812,1406
BAMBI,Q13145,12,82.4,1,0.003475,LYS,0.352941176173999,0.011,0.0052127154831567,0.2060480284613103,0.2045546936529397,1085,53.8,0.4620000000000001,0.22280523342117425,1407
OR7A5,Q15622,11,835.6,8,0.000696,TYR,0.3109243694866181,0.006,0.0528609837102641,0.0412689000889415,0.1526087129344089,1587,12.2,0.878,0.22279904945563095,1408
FFAR1,O14842,16,226.8,3,0.002533,LYS,0.252100840124285,-0.001,0.0143476198007275,0.1501927067892084,0.1502024340266947,1613,7.3,0.927,0.2227877566810201,1409
ICOS,Q9Y6W8,6,48.6,4,0.002332,LYS,0.3697478988489514,0.013,0.0030744899572987,0.1382745330566261,0.190303866443758,1223,42.2,0.578,0.22270274484847907,1410
SLC1A3,P43003,25,524.3,3,0.003798,LYS,0.2184873947743803,-0.005,0.0331678000948916,0.2252001185887933,0.1649053335148576,1466,20.3,0.7969999999999999,0.2224209578466989,1411
SLC22A1,O15245,30,1666.0,13,0.000877,TYR,0.252100840124285,-0.001,0.1053930096473193,0.0520011858879335,0.1480585947102898,1635,10.5,0.895,0.22235349340967892,1412
OR2B6,P58173,20,546.8,7,0.000374,TYR,0.3277310921615705,0.008,0.0345911750751225,0.0221761043581381,0.1481226206946064,1633,8.3,0.917,0.22232726086862095,1413
HLA-G,P17693,15,245.8,4,8.4e-05,TYR,0.3613445375114751,0.012,0.0155495808951447,0.0049807293210791,0.1506969080694572,1601,10.1,0.899,0.2222806447278295,1414
PCDH11Y,Q9BZA8,24,348.2,4,0.005138,LYS,0.2436974787868088,-0.002,0.0220275185829511,0.3046546101393418,0.1954836301314114,1173,46.0,0.54,0.22206602568510386,1415
SLC22A5,O76082,21,1347.1,10,0.000767,TYR,0.2689075627992374,0.001,0.0852190415941799,0.045478802253187,0.146772378273905,1647,9.0,0.91,0.22205306002128383,1416
AMN,Q9BXJ7,19,348.2,7,0.000801,LYS,0.3697478988489514,0.013,0.0220275185829511,0.0474948117402905,0.168755858636553,1423,26.0,0.74,0.22189372310709093,1417
SLC1A7,O00341,23,594.9,4,0.004191,LYS,0.2184873947743803,-0.005,0.037634034477305,0.2485028164838422,0.1732360131980963,1382,28.0,0.72,0.22188650263518517,1418
BST2,Q10589,1,67.6,0,0.0,,0.4117647055363322,0.018,0.0042764510517159,0.0,0.1659888175300476,1455,23.9,0.761,0.22150058225323102,1419
TNFRSF11A,Q9Y6Q6,5,65.5,4,0.005741,LYS,0.2857142854741897,0.003,0.0041436027202277,0.3404091313370886,0.2176515344068708,946,64.9,0.351,0.22144536356630684,1420
CR1,P17927,54,98.3,3,0.006153,LYS,0.252100840124285,-0.001,0.0062185671358532,0.3648384227690482,0.2121574330211844,1014,59.9,0.401,0.22141046987651777,1421
OR10W1,Q8NGF6,11,1284.6,15,0.000876,CYS,0.2605042014617612,0.0,0.0812652222046496,0.051941891491254,0.1441638146934755,1673,7.2,0.9279999999999999,0.22134151004582478,1422
CSF3R,Q99062,24,674.3,7,0.003726,LYS,0.2436974787868088,-0.002,0.0426569666297643,0.2209309220278683,0.1765553581120133,1348,32.2,0.6779999999999999,0.22112393807127942,1423
ACP2,P11117,14,189.9,2,0.000752,LYS,0.3361344534990467,0.009,0.0120132848331488,0.0445893863029943,0.1514345827404616,1597,11.3,0.887,0.22109839075035956,1424
CD79A,P11912,5,29.2,1,4.9e-05,SER,0.4453781508862369,0.022,0.0018472244187885,0.0029054254372961,0.1795770553113202,1328,36.3,0.637,0.22086287649514347,1425
PCDH17,O14917,12,186.9,3,0.003349,LYS,0.3193277308240944,0.007,0.0118235015024513,0.1985769344796916,0.1908512231242806,1218,44.1,0.5589999999999999,0.22085598985909133,1426
GML,Q99445,3,154.1,3,0.004318,LYS,0.2605042014617612,0.0,0.0097485370868258,0.2560332048621405,0.1839362031693943,1284,37.3,0.627,0.22080933285319929,1427
SLC1A6,P48664,29,351.2,1,0.003604,LYS,0.2436974787868088,-0.002,0.0222173019136485,0.2136970056329676,0.1682532837787084,1433,24.6,0.754,0.22078355955771956,1428
GPR142,Q7Z601,24,604.7,10,0.004682,LYS,0.2605042014617612,-0.0,0.0382539933575834,0.2776163652534835,0.1989627881680245,1133,51.3,0.487,0.2207567598322623,1429
TNFRSF18,Q9Y5U5,3,95.2,6,0.001501,CYS,0.3865546215239037,0.015,0.0060224576941325,0.0890008894159501,0.1831288527425863,1291,38.6,0.614,0.22075107719559356,1430
CXCR5,P32302,14,974.9,7,0.00131,LYS,0.3109243694866181,0.006,0.0616732563656492,0.077675659650163,0.1661744225993909,1452,26.1,0.739,0.22064442114255184,1431
TMEM150B,A6NC51,7,505.3,4,9.9e-05,TYR,0.3361344534990467,0.009,0.0319658390004744,0.0058701452712718,0.1458045766811426,1658,8.2,0.918,0.22050434674262664,1432
MPL,P40238,30,502.3,12,0.003603,LYS,0.2605042014617612,-0.0,0.031776055669777,0.2136377112362881,0.177825810656524,1339,33.7,0.663,0.22041871502162158,1433
CLEC9A,Q6UXN8,6,116.7,5,0.00308,LYS,0.2605042014617612,0.0,0.0073825715641309,0.1826267417729024,0.1612044745858145,1498,18.7,0.813,0.22034792742408127,1434
CD276,Q5ZPR3,15,67.1,2,7.8e-05,SER,0.3865546215239037,0.015,0.0042448204965997,0.004624962941002,0.157282783640842,1536,17.4,0.8260000000000001,0.22032380441759672,1435
BCAN,Q96GW7,34,690.7,8,0.004484,LYS,0.2352941174493327,-0.003,0.0436944488375771,0.2658760747109398,0.1869888040442881,1248,41.8,0.5820000000000001,0.22013029443627455,1436
FGFR4,P22455,35,732.7,5,0.00224,CYS,0.302521008149142,0.005,0.0463514154673414,0.1328194485621108,0.1747596624684925,1372,32.9,0.671,0.2200926396329298,1437
GABRD,O14764,16,47.1,1,0.000603,TYR,0.3781512601864275,0.014,0.00297959829195,0.0357545211977468,0.16288073992148,1483,22.3,0.777,0.2198854508522713,1438
SLCO3A1,Q9UIG8,21,1933.3,11,0.002299,LYS,0.2268907561118565,-0.004,0.1223027044124624,0.1363178179662021,0.1683424591583419,1430,30.3,0.6970000000000001,0.21988203045443902,1439
ADRB2,P07550,11,1046.0,8,0.003609,LYS,0.2184873947743803,-0.005,0.0661711213031788,0.2139934776163652,0.1714443375856153,1400,30.0,0.7,0.21982029396607805,1440
PCDHB3,Q9Y5E6,14,213.5,2,0.003043,LYS,0.252100840124285,-0.001,0.0135062470346354,0.1804328490957604,0.1590220648888327,1523,17.6,0.824,0.21979538042783048,1441
TAS1R3,Q7RTX0,37,1160.7,11,0.001097,LYS,0.2605042014617612,0.0,0.0734271706468448,0.0650459531574266,0.1457436177259859,1659,9.7,0.903,0.2197661099950265,1442
LRRC4,Q9HBW1,17,1271.3,9,0.002469,LYS,0.2605042014617612,0.0,0.0804238494385576,0.1463978654017195,0.1722481950367876,1393,32.2,0.6779999999999999,0.21970309169361357,1443
TMPRSS5,Q9H3S3,18,356.9,4,0.003698,LYS,0.2352941174493327,-0.003,0.0225778902419737,0.2192706789208419,0.1666722177285778,1447,24.3,0.757,0.219643977910069,1444
PDCD1LG2,Q9BQ51,7,161.8,2,0.002143,LYS,0.2941176468116659,0.004,0.010235647635616,0.127067892084198,0.1588381206406106,1525,18.3,0.817,0.21947884369581735,1445
RXFP3,Q9NSD7,18,1593.3,14,0.002379,LYS,0.2605042014617612,0.0,0.1007939269334176,0.1410613697005633,0.1767582695748987,1346,37.3,0.627,0.21937999101678252,1446
CLDN8,P56748,8,165.9,1,2e-05,SER,0.403361344198856,0.017,0.0104950181875691,0.0011858879335902,0.1648488095158902,1467,25.3,0.747,0.21932144790926789,1447
MXRA8,Q9BRK3,20,285.7,5,0.005495,LYS,0.1932773107619518,-0.008,0.0180736991934208,0.3258227097539282,0.1804798469889854,1321,35.3,0.647,0.2192248459631914,1448
OR4K1,Q8NGD4,21,967.2,10,0.001796,LYS,0.2605042014617612,0.0,0.061186145816859,0.1064927364364067,0.1545053452606842,1568,17.0,0.83,0.2191554983657758,1449
HLA-DMA,P28067,12,83.5,2,0.000141,TYR,0.3781512601864275,0.014,0.0052823027044124,0.0083605099318114,0.1553533478654381,1556,16.9,0.831,0.2191277593595262,1450
GJB4,Q9NTQ9,10,249.9,2,0.00018,TYR,0.3949579828613799,0.016,0.0158089514470979,0.0106729914023124,0.165927775999375,1456,26.7,0.733,0.21894622728619043,1451
TMEM116,Q8NCL8,9,1311.2,11,0.002165,LYS,0.2689075627992374,0.001,0.0829479677368337,0.1283723688111473,0.1709591260840892,1404,32.2,0.6779999999999999,0.21889512950357,1452
BTN2A2,Q8WVV5,17,208.9,4,0.002318,LYS,0.2689075627992374,0.001,0.013215245927566,0.1374444115031129,0.1527609223488986,1585,13.6,0.864,0.21884332363378112,1453
ICAM1,P05362,11,26.1,0,0.0,,0.3697478988489514,0.013,0.0016511149770678,0.0,0.1483944940327009,1631,11.1,0.889,0.2188070990902533,1454
ITGB7,P26010,26,453.6,12,0.000105,SER,0.352941176173999,0.011,0.028695239601455,0.0062259116513489,0.1516528158454408,1594,14.9,0.851,0.2187944614541734,1455
CD82,P27701,12,164.9,1,1.7e-05,TYR,0.352941176173999,0.011,0.0104317570773367,0.0010080047435517,0.1446083990158661,1668,8.2,0.918,0.21871093996998858,1456
IFNLR1,Q8IU57,13,235.5,3,0.003237,LYS,0.352941176173999,0.011,0.0148979914597501,0.1919359620515861,0.2032266565230004,1095,57.3,0.42700000000000005,0.2186827996117212,1457
RHCG,Q9UBD6,15,233.0,6,0.003127,LYS,0.2184873947743803,-0.005,0.0147398386841689,0.1854135784168396,0.1474409830400546,1639,8.6,0.914,0.2186459343804937,1458
OR6P1,Q8NGX9,14,411.6,10,0.002113,LYS,0.2605042014617612,0.0,0.0260382729716906,0.1252890601838126,0.1495998805313554,1619,11.7,0.883,0.21861021744907677,1459
LILRB1,Q8NHL6,19,281.1,3,0.003203,LYS,0.2941176468116659,0.004,0.0177826980863514,0.1899199525644826,0.1799578539199166,1326,37.2,0.6279999999999999,0.21855597395110912,1460
SLC2A5,P22732,16,1305.6,11,0.000408,TYR,0.2689075627992374,0.001,0.0825937055195318,0.0241921138452416,0.1395987709291269,1718,6.4,0.9359999999999999,0.21854378709690303,1461
TNFRSF10D,Q9UBN6,5,72.2,2,0.006948,LYS,0.2268907561118565,-0.004,0.0045674521587853,0.4119774681292618,0.2157197785311567,967,65.3,0.347,0.2184763673191008,1462
SLITRK6,Q9H5Y7,30,1116.7,10,0.002002,LYS,0.3109243694866181,0.006,0.0706436817966155,0.1187073821523865,0.1811750669793478,1311,41.4,0.5860000000000001,0.21829347939739763,1463
LAYN,Q6UX15,10,197.1,3,0.005196,LYS,0.252100840124285,-0.001,0.0124687648268227,0.3080936851467536,0.1970090710417869,1153,50.8,0.492,0.21819934477823497,1464
GABRG1,Q8N1C3,17,148.5,5,0.004219,LYS,0.2268907561118565,-0.004,0.0093942748695239,0.2501630595908686,0.1686235027828603,1425,26.7,0.733,0.21807081199772407,1465
CLEC1A,Q8NC01,7,35.3,5,0.004752,LYS,0.1932773107619518,-0.008,0.0022331171912067,0.2817669730210494,0.1625109513684575,1485,20.7,0.793,0.2180587371793075,1466
PCDHGC4,Q9Y5F7,15,171.0,5,0.004069,LYS,0.2436974787868088,-0.002,0.0108176498497548,0.2412689000889415,0.1731049564963324,1384,30.8,0.692,0.2180566375525449,1467
P2RY2,P41231,14,850.4,12,0.001879,LYS,0.2941176468116659,0.004,0.0537972481417048,0.1114141713608063,0.1672104845754197,1442,28.9,0.7110000000000001,0.2180338936667961,1468
GRIN2C,Q14957,40,1427.5,17,0.003428,LYS,0.2352941174493327,-0.003,0.0903052348568717,0.2032611918173732,0.1821875749820065,1299,42.3,0.577,0.21795980951867125,1469
ITGA11,Q9UKX5,64,1016.3,13,0.000234,CYS,0.302521008149142,0.005,0.064292266329274,0.0138748888230062,0.1444585498053409,1669,10.7,0.893,0.21793875495673348,1470
IL6ST,P40189,25,240.6,4,0.0045,LYS,0.2268907561118565,-0.004,0.0152206231219357,0.266824785057812,0.1753699248986669,1362,32.8,0.672,0.21788414784018348,1471
PCDHB16,Q9NRJ7,22,140.8,2,0.0025,LYS,0.2689075627992374,0.001,0.0089071643207338,0.1482359916987844,0.1547059719255504,1567,16.0,0.84,0.21784879420064934,1472
TMC7,Q7Z402,30,1140.2,10,0.000781,TYR,0.3109243694866181,0.006,0.0721303178870789,0.0463089238067002,0.159901520302781,1512,24.2,0.758,0.21783985563811503,1473
DRD2,P14416,16,1135.1,12,0.003378,LYS,0.2436974787868088,-0.002,0.0718076862248932,0.2002964719833975,0.1791102389772107,1334,39.1,0.609,0.21781054143870043,1474
ADIPOR2,Q86V24,12,978.4,14,0.001935,LYS,0.2689075627992374,0.001,0.0618946702514629,0.1147346575748591,0.1605518234675915,1502,23.6,0.764,0.21776971244888677,1475
BDKRB1,P46663,14,765.4,3,0.002233,LYS,0.252100840124285,-0.001,0.0484200537719436,0.1324043877853543,0.1550876685169034,1561,18.1,0.819,0.2177624071214214,1476
TAAR8,Q969N4,16,1163.8,16,0.00059,TYR,0.2605042014617612,0.0,0.0736232800885655,0.0349836940409131,0.1367837728235481,1749,4.4,0.956,0.21760937804841435,1477
KIAA1549L,Q6ZVL6,24,1167.9,11,0.004601,LYS,0.302521008149142,0.005,0.0738826506405187,0.2728135191224429,0.2250172541885453,864,78.7,0.21299999999999997,0.21755052782496603,1478
EFNA3,P52797,6,55.8,4,0.000262,TYR,0.4453781508862369,0.022,0.0035299699509726,0.0155351319300326,0.1838707909187963,1285,43.3,0.567,0.21752512677798283,1479
LILRA4,P59901,17,542.2,1,7e-05,SER,0.352941176173999,0.011,0.0343001739680531,0.0041506077675659,0.1527117049902853,1586,17.4,0.8260000000000001,0.21745711579320706,1480
CNR2,P34972,11,672.8,10,0.001898,LYS,0.2689075627992374,0.001,0.0425620749644156,0.1125407648977171,0.1540938770783347,1573,17.8,0.822,0.21722146069348705,1481
OR6C1,Q96RD1,12,667.1,6,0.001201,LYS,0.2605042014617612,0.0,0.0422014866360904,0.071212570412096,0.1382258976991604,1733,4.5,0.955,0.21714005910546752,1482
ENPP4,Q9Y6X5,14,143.4,4,0.002668,LYS,0.2436974787868088,-0.002,0.0090716432073382,0.1581974503409427,0.1476597195792078,1638,10.6,0.894,0.21696497312282023,1483
PCDHB4,Q9Y5E5,17,253.9,3,0.003775,LYS,0.2100840334369042,-0.006,0.0160619958880278,0.2238363474651645,0.1560031163807194,1550,17.4,0.8260000000000001,0.21690709733561592,1484
GLDN,Q6ZMI3,16,761.9,14,0.005241,LYS,0.201680672099428,-0.007,0.04819863988613,0.3107619329973317,0.1883604407048097,1237,45.9,0.541,0.21683831044997173,1485
TMX4,Q9H1E5,4,95.7,1,0.004506,LYS,0.2605042014617612,0.0,0.0060540882492487,0.267180551437889,0.1861720724908458,1260,43.0,0.5700000000000001,0.21678783484586328,1486
ART4,Q93070,11,178.2,9,0.003941,LYS,0.2352941174493327,-0.003,0.0112731298434287,0.2336792173139638,0.1676033511269508,1440,27.4,0.726,0.216754684388786,1487
CCKBR,P32239,18,1508.3,11,0.00221,LYS,0.252100840124285,-0.001,0.0954167325636564,0.1310406166617254,0.1687775408173286,1422,32.9,0.671,0.21672046797802802,1488
PCDHB15,Q9Y5E8,15,166.9,3,0.003728,LYS,0.2184873947743803,-0.005,0.0105582792978016,0.2210495108212273,0.1568772949454608,1542,18.2,0.8180000000000001,0.21670044966568044,1489
RNF128,Q8TEB7,14,426.0,3,0.000163,LYS,0.403361344198856,0.017,0.0269492329590384,0.0096649866587607,0.1723288035648821,1392,35.0,0.65,0.21667748702200126,1490
OR52E6,Q96RD3,10,1476.1,7,0.00097,CYS,0.2605042014617612,0.0,0.0933797248141704,0.0575155647791283,0.1494702674626941,1623,16.9,0.831,0.21666927915064962,1491
ABCC2,Q92887,82,2166.3,13,0.000479,LYS,0.2352941174493327,-0.003,0.1370425430966313,0.0284020160094871,0.1437510147115686,1680,13.9,0.861,0.21666620803862763,1492
SSPN,Q14714,6,308.7,7,0.00422,LYS,0.2352941174493327,-0.003,0.0195287047287679,0.2502223539875481,0.1750429645946279,1368,34.2,0.6579999999999999,0.21656714102278382,1493
GDPD2,Q9HCC8,30,357.4,4,0.001693,CYS,0.2605042014617612,0.0,0.0226095207970899,0.1003854135784168,0.1411001608973565,1708,6.5,0.935,0.2165556801453476,1494
OR7D2,Q96RA2,11,918.0,8,0.000792,TYR,0.2605042014617612,-0.0,0.0580736991934208,0.0469611621701749,0.1357121389937831,1762,3.8,0.962,0.2165388708121864,1495
ERBB4,Q15303,61,1188.3,12,0.003395,LYS,0.2184873947743803,-0.005,0.0751731772892614,0.2013044767269493,0.1703382541146153,1408,33.3,0.667,0.21604866053954885,1496
ADRA2A,P08913,12,994.3,8,0.004665,LYS,0.201680672099428,-0.007,0.0629005219041594,0.2766083605099317,0.1825249335639985,1296,42.6,0.5740000000000001,0.21601048193353056,1497
SGCB,Q16585,7,966.1,4,0.003348,LYS,0.2100840334369042,-0.006,0.0611165585956033,0.1985176400830121,0.1619238729783463,1491,25.5,0.745,0.21599378930235047,1498
OR8K3,Q8NH51,12,590.3,9,0.001262,LYS,0.2605042014617612,0.0,0.0373430333702356,0.0748295286095463,0.1378534491786391,1738,5.1,0.949,0.21598676267507366,1499
TMEFF2,Q9UIK5,11,197.1,4,0.006546,LYS,0.1848739494244757,-0.009,0.0124687648268227,0.3881411206640972,0.1941325454170662,1191,49.5,0.505,0.21598179191263756,1500
DLL3,Q9NYJ7,18,467.5,10,0.001989,LYS,0.352941176173999,0.011,0.0295745690336865,0.1179365549955529,0.1854298076783714,1267,46.0,0.54,0.2158859211198938,1501
OR10G6,Q8NH81,9,525.8,8,0.001843,CYS,0.2605042014617612,0.0,0.0332626917602403,0.1092795730803439,0.1469643600368797,1642,12.7,0.873,0.21577517130977447,1502
CD47,Q08722,13,53.8,1,2.6e-05,SER,0.3697478988489514,0.013,0.0034034477305076,0.0015416543136673,0.149382690152833,1624,15.5,0.845,0.21531821249470207,1503
OR52B6,Q8NGF0,10,1234.4,8,0.000626,TYR,0.2605042014617612,0.0,0.0780895144709789,0.0371182923213756,0.1387640226224108,1728,8.7,0.913,0.21518289793325399,1504
OR4F6,Q8NGB9,16,612.4,6,0.001199,LYS,0.2605042014617612,0.0,0.0387411039063735,0.071093981618737,0.1371522062422376,1746,5.4,0.946,0.21517229708821273,1505
OR52E4,Q8NGH9,10,1090.6,5,0.000416,TYR,0.2605042014617612,0.0,0.0689925668195476,0.0246664690186777,0.132299391336172,1821,3.2,0.968,0.21484085781215012,1506
LYPD8,Q6UX82,8,124.9,6,0.002513,LYS,0.2941176468116659,0.004,0.0079013126680373,0.1490068188556181,0.164719498181763,1469,27.8,0.722,0.2147632748983988,1507
MEP1B,Q16820,34,652.3,5,0.001435,LYS,0.2605042014617612,-0.0,0.0412652222046496,0.0850874592351022,0.14210748501663,1694,10.1,0.899,0.21472790198178685,1508
OR6C74,A6NCV1,19,1095.7,10,0.000744,LYS,0.2605042014617612,0.0,0.0693151984817333,0.0441150311295582,0.1382307494680919,1732,8.3,0.917,0.21469978783852595,1509
HEPACAM,Q14CZ8,5,23.0,2,0.005518,LYS,0.2184873947743803,-0.005,0.0014550055353471,0.3271864808775571,0.1859874038336234,1263,44.2,0.558,0.21450371005102653,1510
OR5AN1,Q8NGI8,12,1051.7,14,0.000657,TYR,0.2605042014617612,0.0,0.066531709631504,0.0389564186184405,0.1358481190596878,1760,6.4,0.9359999999999999,0.21447508805567775,1511
RNF43,Q68DV7,15,212.0,5,0.001049,LYS,0.4705882348986654,0.025,0.0134113553692867,0.0621998221168099,0.2109186472052951,1025,69.9,0.30099999999999993,0.21437924435452135,1512
OR2F2,O95006,12,976.9,9,0.000698,LYS,0.2605042014617612,0.0,0.0617997785861141,0.0413874888823006,0.1351578608252289,1773,5.7,0.943,0.2143632763080258,1513
PCDHGA5,Q9Y5G8,16,346.1,8,0.003514,LYS,0.2436974787868088,-0.002,0.0218946702514629,0.2083605099318114,0.1665555455697058,1448,29.9,0.7010000000000001,0.21405264613377478,1514
GPR139,Q6DWJ6,19,1285.6,8,0.001711,CYS,0.2605042014617612,0.0,0.0813284833148821,0.101452712718648,0.1590360393947635,1522,26.9,0.7310000000000001,0.21403819368574306,1515
TSPAN3,O60637,10,243.2,3,0.000659,TYR,0.3193277308240944,0.007,0.0153851020085402,0.0390750074117995,0.1440691251557397,1675,12.3,0.877,0.21384898824394497,1516
OR52K1,Q8NGK4,10,1501.2,8,0.000132,TYR,0.2605042014617612,0.0,0.0949675786810058,0.0078268603616958,0.1350400122975149,1775,8.0,0.92,0.21362345920634213,1517
SLC11A2,P49281,37,336.4,3,0.001998,CYS,0.2689075627992374,0.001,0.0212810374822078,0.1184702045656685,0.1494883977340578,1622,16.5,0.835,0.21361950936581253,1518
CD80,P33681,6,41.0,3,0.000849,LYS,0.3361344534990467,0.009,0.0025937055195318,0.0503409427809072,0.1503341758897504,1610,17.4,0.8260000000000001,0.21361040607575268,1519
SUCNR1,Q9BXA5,7,257.5,5,0.000256,TYR,0.3277310921615705,0.008,0.0162897358848647,0.0151793655499555,0.1405331672950743,1712,9.9,0.901,0.21348764440949797,1520
TNFSF11,O14788,12,54.8,2,5.4e-05,SER,0.4117647055363322,0.018,0.0034667088407401,0.0032018974206937,0.166706464092963,1446,32.5,0.675,0.2134581339451117,1521
NPY5R,Q15761,18,938.0,7,0.002975,LYS,0.2352941174493327,-0.003,0.0593389213980705,0.1764008301215535,0.1648395724356203,1468,30.8,0.692,0.21345482505707597,1522
CD14,P08571,21,91.1,2,4.2e-05,SER,0.3697478988489514,0.013,0.0057630871421793,0.0024903646605395,0.1503751950803962,1608,18.4,0.8160000000000001,0.21336328190492165,1523
