gene,uniprot_id,pdb_file
OR11H12,B2RN74,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-B2RN74-F1-model_v6.pdb
GABRR2,P28476,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P28476-F1-model_v6.pdb
OR4F4,Q96R69,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96R69-F1-model_v6.pdb
OR5I1,Q13606,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13606-F1-model_v6.pdb
OR5P2,Q8WZ92,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WZ92-F1-model_v6.pdb
OR10H5,Q8NGA6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGA6-F1-model_v6.pdb
GLP1R,P43220,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43220-F1-model_v6.pdb
DSG3,P32926,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P32926-F1-model_v6.pdb
OR1A2,Q9Y585,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y585-F1-model_v6.pdb
CLEC9A,Q6UXN8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UXN8-F1-model_v6.pdb
CD200,P41217,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P41217-F1-model_v6.pdb
UMOD,P07911,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P07911-F1-model_v6.pdb
OR5AL1,P0C617,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P0C617-F1-model_v6.pdb
OR13A1,Q8NGR1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGR1-F1-model_v6.pdb
OR5J2,Q8NH18,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH18-F1-model_v6.pdb
OPN1MW,P04001,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P04001-F1-model_v6.pdb
OR1D5,P58170,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P58170-F1-model_v6.pdb
MRGPRX3,Q96LB0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96LB0-F1-model_v6.pdb
HTR1F,P30939,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30939-F1-model_v6.pdb
OR2D2,Q9H210,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H210-F1-model_v6.pdb
OR2T27,Q8NH04,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH04-F1-model_v6.pdb
ADAM7,Q9H2U9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H2U9-F1-model_v6.pdb
OR56B4,Q8NH76,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH76-F1-model_v6.pdb
SIGLEC1,Q9BZZ2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BZZ2-F1-model_v6.pdb
GPR55,Q9Y2T6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y2T6-F1-model_v6.pdb
AGTR2,P50052,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P50052-F1-model_v6.pdb
SLCO1B7,G3V0H7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-G3V0H7-F1-model_v6.pdb
HTR3C,Q8WXA8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WXA8-F1-model_v6.pdb
PKDREJ,Q9NTG1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NTG1-F1-model_v6.pdb
EPGN,Q6UW88,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UW88-F1-model_v6.pdb
CACNG3,O60359,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60359-F1-model_v6.pdb
OR52N5,Q8NH56,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH56-F1-model_v6.pdb
OR2W1,Q9Y3N9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y3N9-F1-model_v6.pdb
ERVFRD-1,P60508,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P60508-F1-model_v6.pdb
OR10G4,Q8NGN3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGN3-F1-model_v6.pdb
OR56A1,Q8NGH5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGH5-F1-model_v6.pdb
SLC6A18,Q96N87,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96N87-F1-model_v6.pdb
OR5T3,Q8NGG3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGG3-F1-model_v6.pdb
OR5F1,O95221,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95221-F1-model_v6.pdb
OR5M10,Q6IEU7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6IEU7-F1-model_v6.pdb
OR8G1,Q15617,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15617-F1-model_v6.pdb
OR4F5,Q8NH21,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH21-F1-model_v6.pdb
OR7G1,Q8NGA0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGA0-F1-model_v6.pdb
OR5D14,Q8NGL3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGL3-F1-model_v6.pdb
GLRA3,O75311,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75311-F1-model_v6.pdb
OR10G9,Q8NGN4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGN4-F1-model_v6.pdb
SLC2A7,Q6PXP3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6PXP3-F1-model_v6.pdb
OR4Q2,P0C623,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P0C623-F1-model_v6.pdb
OR4F6,Q8NGB9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGB9-F1-model_v6.pdb
OR10W1,Q8NGF6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGF6-F1-model_v6.pdb
TLR9,Q9NR96,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NR96-F1-model_v6.pdb
GP1BA,P07359,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P07359-F1-model_v6.pdb
ALK,Q9UM73,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UM73-F1-model_v6.pdb
OR5AC2,Q9NZP5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NZP5-F1-model_v6.pdb
OR6Q1,Q8NGQ2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGQ2-F1-model_v6.pdb
GJD2,Q9UKL4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UKL4-F1-model_v6.pdb
HTR3B,O95264,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95264-F1-model_v6.pdb
OR1J2,Q8NGS2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGS2-F1-model_v6.pdb
ABCB5,Q2M3G0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q2M3G0-F1-model_v6.pdb
LPAR4,Q99677,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99677-F1-model_v6.pdb
OR2V1,Q8NHB1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NHB1-F1-model_v6.pdb
OR2H1,Q9GZK4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9GZK4-F1-model_v6.pdb
TRPV6,Q9H1D0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H1D0-F1-model_v6.pdb
OR5K4,A6NMS3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NMS3-F1-model_v6.pdb
OR5G3,P0C626,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P0C626-F1-model_v6.pdb
ART1,P52961,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P52961-F1-model_v6.pdb
OR1L8,Q8NGR8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGR8-F1-model_v6.pdb
OR11H2,Q8NH07,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH07-F1-model_v6.pdb
KCNV2,Q8TDN2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TDN2-F1-model_v6.pdb
SLC26A8,Q96RN1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96RN1-F1-model_v6.pdb
LY6G6F,Q5SQ64,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5SQ64-F1-model_v6.pdb
OR2T33,Q8NG76,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NG76-F1-model_v6.pdb
OR51M1,Q9H341,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H341-F1-model_v6.pdb
SLC6A5,Q9Y345,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y345-F1-model_v6.pdb
GPR50,Q13585,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13585-F1-model_v6.pdb
TMEM95,Q3KNT9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q3KNT9-F1-model_v6.pdb
OR10G7,Q8NGN6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGN6-F1-model_v6.pdb
MEP1B,Q16820,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q16820-F1-model_v6.pdb
OR6K6,Q8NGW6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGW6-F1-model_v6.pdb
OR2G2,Q8NGZ5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGZ5-F1-model_v6.pdb
OR8D4,Q8NGM9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGM9-F1-model_v6.pdb
OR2A25,A4D2G3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A4D2G3-F1-model_v6.pdb
VN1R2,Q8NFZ6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NFZ6-F1-model_v6.pdb
CD33,P20138,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P20138-F1-model_v6.pdb
FGFRL1,Q8N441,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N441-F1-model_v6.pdb
OR11L1,Q8NGX0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGX0-F1-model_v6.pdb
OR10J4,P0C629,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P0C629-F1-model_v6.pdb
OR6C6,A6NF89,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NF89-F1-model_v6.pdb
HTR1E,P28566,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P28566-F1-model_v6.pdb
SDC2,P34741,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P34741-F1-model_v6.pdb
CDH24,Q86UP0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86UP0-F1-model_v6.pdb
DSG4,Q86SJ6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86SJ6-F1-model_v6.pdb
VN1R4,Q7Z5H5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z5H5-F1-model_v6.pdb
OR5D16,Q8NGK9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGK9-F1-model_v6.pdb
OR2M3,Q8NG83,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NG83-F1-model_v6.pdb
SLC9A6,Q92581,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q92581-F1-model_v6.pdb
OR1Q1,Q15612,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15612-F1-model_v6.pdb
OR10J3,Q5JRS4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5JRS4-F1-model_v6.pdb
OR1C1,Q15619,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15619-F1-model_v6.pdb
KCNMB2,Q9Y691,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y691-F1-model_v6.pdb
OR10P1,Q8NGE3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGE3-F1-model_v6.pdb
SLC13A3,Q8WWT9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WWT9-F1-model_v6.pdb
LRIT1,Q9P2V4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9P2V4-F1-model_v6.pdb
IGSF5,Q9NSI5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NSI5-F1-model_v6.pdb
OR8K3,Q8NH51,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH51-F1-model_v6.pdb
GPR149,Q86SP6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86SP6-F1-model_v6.pdb
GUCY2C,P25092,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P25092-F1-model_v6.pdb
SLC4A10,Q6U841,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6U841-F1-model_v6.pdb
SPPL2C,Q8IUH8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IUH8-F1-model_v6.pdb
KIR2DS4,P43632,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43632-F1-model_v6.pdb
OR10G6,Q8NH81,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH81-F1-model_v6.pdb
OR2AE1,Q8NHA4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NHA4-F1-model_v6.pdb
OR4E1,P0C645,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P0C645-F1-model_v6.pdb
OR7G3,Q8NG95,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NG95-F1-model_v6.pdb
TARM1,B6A8C7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-B6A8C7-F1-model_v6.pdb
KIR3DL1,P43629,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43629-F1-model_v6.pdb
VSIG2,Q96IQ7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96IQ7-F1-model_v6.pdb
OR2T10,Q8NGZ9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGZ9-F1-model_v6.pdb
OR52R1,Q8NGF1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGF1-F1-model_v6.pdb
OR8D1,Q8WZ84,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WZ84-F1-model_v6.pdb
OR6N2,Q8NGY6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGY6-F1-model_v6.pdb
LYPD4,Q6UWN0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UWN0-F1-model_v6.pdb
OR2M4,Q96R27,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96R27-F1-model_v6.pdb
CHRNA7,P36544,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P36544-F1-model_v6.pdb
AQP2,P41181,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P41181-F1-model_v6.pdb
OR2AT4,A6NND4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NND4-F1-model_v6.pdb
UPK1A,O00322,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00322-F1-model_v6.pdb
OR52N2,Q8NGI0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGI0-F1-model_v6.pdb
OR52N4,Q8NGI2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGI2-F1-model_v6.pdb
CD200R1L,Q6Q8B3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6Q8B3-F1-model_v6.pdb
OR5D18,Q8NGL1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGL1-F1-model_v6.pdb
PTPRG,P23470,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P23470-F1-model_v6.pdb
RXFP3,Q9NSD7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NSD7-F1-model_v6.pdb
OR4C45,A6NMZ5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NMZ5-F1-model_v6.pdb
HTR2C,P28335,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P28335-F1-model_v6.pdb
OR51L1,Q8NGJ5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGJ5-F1-model_v6.pdb
OR10V1,Q8NGI7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGI7-F1-model_v6.pdb
OR2AG1,Q9H205,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H205-F1-model_v6.pdb
ENTPD3,O75355,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75355-F1-model_v6.pdb
OR7A2P,Q8NGA2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGA2-F1-model_v6.pdb
OR13C2,Q8NGS9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGS9-F1-model_v6.pdb
OR12D3,Q9UGF7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UGF7-F1-model_v6.pdb
OR4M1,Q8NGD0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGD0-F1-model_v6.pdb
DISP1,Q96F81,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96F81-F1-model_v6.pdb
IZUMO1R,A6ND01,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6ND01-F1-model_v6.pdb
OR4Q3,Q8NH05,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH05-F1-model_v6.pdb
EMP1,P54849,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P54849-F1-model_v6.pdb
OR4F17,Q8NGA8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGA8-F1-model_v6.pdb
ADAM2,Q99965,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99965-F1-model_v6.pdb
TAS2R9,Q9NYW1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NYW1-F1-model_v6.pdb
MDGA2,Q7Z553,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z553-F1-model_v6.pdb
OR52I2,Q8NH67,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH67-F1-model_v6.pdb
OR4M2,Q8NGB6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGB6-F1-model_v6.pdb
OR56B1,Q8NGI3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGI3-F1-model_v6.pdb
OR2K2,Q8NGT1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGT1-F1-model_v6.pdb
TAAR9,Q96RI9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96RI9-F1-model_v6.pdb
CATSPERD,Q86XM0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86XM0-F1-model_v6.pdb
OPN1SW,P03999,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P03999-F1-model_v6.pdb
MYADML2,A6NDP7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NDP7-F1-model_v6.pdb
PCDHGA8,Q9Y5G5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5G5-F1-model_v6.pdb
OR13C8,Q8NGS7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGS7-F1-model_v6.pdb
OR51A7,Q8NH64,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH64-F1-model_v6.pdb
OR4D5,Q8NGN0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGN0-F1-model_v6.pdb
OR4C13,Q8NGP0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGP0-F1-model_v6.pdb
GPR32,O75388,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75388-F1-model_v6.pdb
NCR2,O95944,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95944-F1-model_v6.pdb
OR6N1,Q8NGY5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGY5-F1-model_v6.pdb
TM4SF5,O14894,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O14894-F1-model_v6.pdb
OR3A3,P47888,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P47888-F1-model_v6.pdb
CACNG5,Q9UF02,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UF02-F1-model_v6.pdb
OR8B8,Q15620,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15620-F1-model_v6.pdb
OR11H4,Q8NGC9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGC9-F1-model_v6.pdb
SCN10A,Q9Y5Y9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5Y9-F1-model_v6.pdb
TAS2R19,P59542,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P59542-F1-model_v6.pdb
P2RY4,P51582,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51582-F1-model_v6.pdb
OR6C4,Q8NGE1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGE1-F1-model_v6.pdb
OR1F1,O43749,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43749-F1-model_v6.pdb
OR10H2,O60403,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60403-F1-model_v6.pdb
GRIK4,Q16099,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q16099-F1-model_v6.pdb
OR3A4P,P47883,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P47883-F1-model_v6.pdb
OR13F1,Q8NGS4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGS4-F1-model_v6.pdb
GPR45,Q9Y5Y3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5Y3-F1-model_v6.pdb
OR4P4,Q8NGL7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGL7-F1-model_v6.pdb
CDH2,P19022,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P19022-F1-model_v6.pdb
TEX101,Q9BY14,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BY14-F1-model_v6.pdb
LRRN2,O75325,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75325-F1-model_v6.pdb
OR1P1,Q8NH06,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH06-F1-model_v6.pdb
OR1I1,O60431,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60431-F1-model_v6.pdb
OR6C2,Q9NZP2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NZP2-F1-model_v6.pdb
OPN4,Q9UHM6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UHM6-F1-model_v6.pdb
OR51S1,Q8NGJ8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGJ8-F1-model_v6.pdb
OR51T1,Q8NGJ9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGJ9-F1-model_v6.pdb
OR11A1,Q9GZK7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9GZK7-F1-model_v6.pdb
OR4K13,Q8NH42,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH42-F1-model_v6.pdb
SIGLEC16,A6NMB1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NMB1-F1-model_v6.pdb
SLC2A2,P11168,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P11168-F1-model_v6.pdb
TRHR,P34981,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P34981-F1-model_v6.pdb
OR8J1,Q8NGP2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGP2-F1-model_v6.pdb
OR6K3,Q8NGY3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGY3-F1-model_v6.pdb
OR2D3,Q8NGH3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGH3-F1-model_v6.pdb
MC5R,P33032,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P33032-F1-model_v6.pdb
CACNG2,Q9Y698,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y698-F1-model_v6.pdb
OR8G5,Q8NG78,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NG78-F1-model_v6.pdb
GPR179,Q6PRD1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6PRD1-F1-model_v6.pdb
OR10A2,Q9H208,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H208-F1-model_v6.pdb
OR13C4,Q8NGS5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGS5-F1-model_v6.pdb
OR4C12,Q96R67,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96R67-F1-model_v6.pdb
OR5T2,Q8NGG2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGG2-F1-model_v6.pdb
OR51B4,Q9Y5P0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5P0-F1-model_v6.pdb
OR2S2,Q9NQN1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NQN1-F1-model_v6.pdb
TACR3,P29371,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P29371-F1-model_v6.pdb
GDPD2,Q9HCC8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HCC8-F1-model_v6.pdb
OR6C1,Q96RD1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96RD1-F1-model_v6.pdb
TMPRSS15,P98073,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P98073-F1-model_v6.pdb
NPBWR2,P48146,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48146-F1-model_v6.pdb
OR6F1,Q8NGZ6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGZ6-F1-model_v6.pdb
GPR6,P46095,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P46095-F1-model_v6.pdb
OR52H1,Q8NGJ2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGJ2-F1-model_v6.pdb
OR6C76,A6NM76,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NM76-F1-model_v6.pdb
MMP16,P51512,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51512-F1-model_v6.pdb
OR6Y1,Q8NGX8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGX8-F1-model_v6.pdb
KCNK18,Q7Z418,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z418-F1-model_v6.pdb
ERVFC1,P60507,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P60507-F1-model_v6.pdb
MFRP,Q9BY79,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BY79-F1-model_v6.pdb
PCDHA5,Q9Y5H7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5H7-F1-model_v6.pdb
OR5M1,Q8NGP8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGP8-F1-model_v6.pdb
PCDHGA1,Q9Y5H4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5H4-F1-model_v6.pdb
OR6C70,A6NIJ9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NIJ9-F1-model_v6.pdb
SLC22A16,Q86VW1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86VW1-F1-model_v6.pdb
PCDHB11,Q9Y5F2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5F2-F1-model_v6.pdb
OR1M1,Q8NGA1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGA1-F1-model_v6.pdb
