gene,enhanced_score_v2,rank_v2,tsi_norm,ldt_norm,pocket_norm,eas,ntrs,risk_level,top_res_type,n_nucleophiles,n_extracellular_domains,depmap_label,mean_plddt
RHAG,0.314636311193098,1164,0.252100840124285,0.1905721909279572,0.0084833148821761,0.5,,,LYS,5,,Non-essential,95.6
LRRC4C,0.3145853341776139,1165,0.2352941174493327,0.3000296471983397,0.0647793768780642,0.5,,,LYS,5,,Non-essential,75.8
P2RX1,0.3145248090556319,1166,0.1932773107619518,0.2808775570708567,0.0176498497548632,0.5,,,LYS,4,,Non-essential,87.8
SEMA6B,0.3145243370186333,1167,0.2184873947743803,0.320604802846131,0.0879076387790605,0.5,,,LYS,6,,Non-essential,73.8
OR6B3,0.3142684841664536,1168,0.2605042014617612,0.2316039134301808,0.0386082555748853,0.5,,,LYS,12,,Non-essential,82.3
CDH18,0.3141355253833533,1169,0.2268907561118565,0.3146753631781796,0.0208888185987664,0.5,,,LYS,7,,Non-essential,77.6
NRXN3,0.3141289295505129,1170,0.2352941174493327,0.2896531277794248,0.0523738731614739,0.5,,,LYS,5,,Non-essential,75.4
CNTN4,0.313980799115555,1171,0.2100840334369042,0.2641565372072338,0.0066424165744108,0.5,,,LYS,6,,Non-essential,86.4
GPR156,0.3139688337061248,1172,0.2605042014617612,0.3784761340053365,0.1257377826980863,0.5,,,LYS,21,,Non-essential,55.5
CNTN1,0.3139471936809886,1173,0.2100840334369042,0.2717462199822116,0.0028847066266012,0.5,,,LYS,2,,Non-essential,87.2
MFAP3L,0.3137940854429284,1174,0.252100840124285,0.4683664393714793,0.0064779376878064,0.5,,,LYS,5,,Non-essential,61.6
OR4F17,0.3137902617614519,1175,0.2605042014617612,0.0014230655203083,0.0148979914597501,0.5,,,CYS,5,,Essential,89.4
PIGR,0.3137687493017485,1176,0.4873949575736176,0.006463089238067,0.0181369603036533,0.5,,,TYR,5,,Non-essential,76.7
CLDND1,0.3137399339843683,1177,0.1932773107619518,0.2756596501630596,0.0259433813063419,0.5,,,LYS,9,,Non-essential,87.1
TAAR9,0.3137384896743713,1178,0.2605042014617612,0.1019863622887637,0.0935758342558912,0.5,,,LYS,19,,Non-essential,90.4
TMEM145,0.3137191773690402,1179,0.2689075627992374,0.1471686925585532,0.1432927407876008,0.5,,,LYS,17,,Non-essential,78.5
CCR7,0.31368379612279,1180,0.2773109241367135,0.2163652534835457,0.0589150719595128,0.5,,,LYS,16,,Non-essential,78.4
OPRD1,0.3136617631101865,1181,0.2689075627992374,0.2243699970352801,0.038804365016606,0.5,,,LYS,9,,Non-essential,80.0
ADRA1D,0.3136181508041645,1182,0.2436974787868088,0.3717165727838719,0.0817523327534398,0.5,,,LYS,13,,Non-essential,64.8
SLC26A8,0.3135529448099267,1183,0.2605042014617612,0.348532463682182,0.0251020085402498,0.5,,,LYS,6,,Non-essential,68.6
ACE2,0.3135242126101955,1184,0.2689075627992374,0.1150311295582567,0.0804554799936738,0.5,,,LYS,10,,Non-essential,90.7
TAS2R16,0.3134373661144793,1185,0.2605042014617612,0.2190927957308034,0.0229637830143919,0.5,,,LYS,4,,Non-essential,82.5
IL23R,0.3134191618022682,1186,0.2689075627992374,0.3693447969166913,0.0211165585956033,0.5,,,LYS,2,,Non-essential,68.2
OR6A2,0.3133329974265533,1187,0.2605042014617612,0.1933590275718944,0.0431757077336707,0.5,,,LYS,12,,Non-essential,83.9
TM9SF2,0.3133041435351059,1188,0.3445378148365229,0.0052772013044767,0.1165712478253993,0.5,,,TYR,9,,Non-essential,84.8
CACNG6,0.3131123224835088,1189,0.252100840124285,0.3170471390453602,0.0083884232168274,0.5,,,LYS,3,,Non-essential,77.7
BTN3A1,0.3131050850959134,1190,0.2941176468116659,0.150607767565965,0.0032705993990194,0.5,,,LYS,1,,Non-essential,89.6
LAMP5,0.3130567726215576,1191,0.4285714282112846,0.0364067595612214,0.0036628182824608,0.5,,,LYS,7,,Non-essential,86.5
RNF149,0.3130391614943841,1192,0.2773109241367135,0.3273643640675955,0.0071927882334334,0.5,,,LYS,2,,Non-essential,74.3
MAS1L,0.3128267232907307,1193,0.2605042014617612,0.2994367032315446,0.0995666613949074,0.5,,,LYS,13,,Non-essential,66.9
ATRAID,0.3128178769894525,1194,0.3193277308240944,0.1740883486510524,0.000841372766092,0.5,,,LYS,1,,Non-essential,87.0
LILRA2,0.3127929806025873,1195,0.2773109241367135,0.1928253780017788,0.0115008698402656,0.5,,,LYS,3,,Non-essential,86.1
CD320,0.3127889965055656,1196,0.3109243694866181,0.4155351319300326,0.0107543887395223,0.5,,,LYS,5,,Non-essential,63.8
GJB7,0.3127273823250603,1197,0.2857142854741897,0.1942484435220871,0.0292456112604776,0.5,,,LYS,6,,Non-essential,83.3
OR4K13,0.312687635970565,1198,0.2605042014617612,0.1872517047139045,0.0415562233117191,0.5,,,LYS,13,,Non-essential,84.2
OR10S1,0.3126319979319576,1199,0.2605042014617612,0.2421583160391342,0.0708714217934524,0.5,,,LYS,11,,No data,84.9
TAS2R20,0.3126133544198196,1200,0.252100840124285,0.159501927067892,0.04893879487585,0.5,,,LYS,9,,Non-essential,87.2
SLC7A3,0.3126126411468816,1201,0.2436974787868088,0.2340349836940408,0.0239063735568559,0.5,,,LYS,3,,Non-essential,83.7
OR2M7,0.3125878967561928,1202,0.2605042014617612,0.1459828046249629,0.0723264273287996,0.5,,,LYS,13,,Non-essential,85.3
GGT1,0.3125258009831354,1203,0.3865546215239037,0.0035576638007708,0.0168780642100268,0.5,,,SER,6,,Non-essential,94.8
GPR171,0.3123917523024414,1204,0.3109243694866181,0.0990809368514675,0.0382223628024671,0.5,,,LYS,13,,Non-essential,87.7
KREMEN2,0.3122500290827805,1205,0.3781512601864275,0.1198932700859768,0.0731678000948916,0.5,,,CYS,7,,Non-essential,76.8
SLC5A9,0.3122479104195782,1206,0.2268907561118565,0.2451823302697894,0.0384437766882808,0.5,,,LYS,14,,Non-essential,82.9
DSCAML1,0.3122416726406077,1207,0.2268907561118565,0.3315149718351615,0.0315799462280563,0.5,,,LYS,11,,Non-essential,69.4
ITGA2B,0.312217085333013,1208,0.2352941174493327,0.1979839905128965,0.0474837893405029,0.5,,,LYS,4,,Non-essential,88.1
CLDN20,0.3119969647618394,1209,0.2605042014617612,0.2643937147939519,0.0024608571880436,0.5,,,LYS,6,,Non-essential,82.2
LGR5,0.3119928883615848,1210,0.2352941174493327,0.2641565372072338,0.0391902577890242,0.5,,,LYS,6,,Non-essential,80.2
CLRN2,0.3119600962083644,1211,0.2605042014617612,0.1953750370589979,0.0047951921556223,0.5,,,LYS,1,,Non-essential,91.3
SLCO1B7,0.3118631611510142,1212,0.2605042014617612,0.2249036466053957,0.1127819073224735,0.5,,,LYS,19,,No data,82.3
GRIA1,0.31183069086383,1213,0.2184873947743803,0.2672398458345686,0.038804365016606,0.5,,,LYS,7,,Non-essential,81.0
PGAP1,0.3117131645601922,1214,0.2352941174493327,0.1884968870441743,0.0359512889451209,0.5,,,LYS,6,,Non-essential,89.1
CD200,0.3116983497544117,1215,0.2605042014617612,0.2354580492143492,0.0034034477305076,0.5,,,LYS,2,,Non-essential,86.6
HRH4,0.3116933927456625,1216,0.2605042014617612,0.2639786540171954,0.0323580578839158,0.5,,,LYS,11,,Non-essential,76.3
PLD5,0.3115914456775428,1217,0.2268907561118565,0.2627334716869255,0.0476103115609679,0.5,,,LYS,10,,Non-essential,83.1
NPR3,0.3115453092207394,1218,0.2184873947743803,0.2943966795137859,0.0152206231219357,0.5,,,LYS,3,,Non-essential,84.1
PCDHGB7,0.3114594337761627,1219,0.1932773107619518,0.3793062555588496,0.0093942748695239,0.5,,,LYS,4,,Non-essential,75.1
IZUMO1,0.3113593166359822,1220,0.252100840124285,0.2968870441743255,0.0027834888502293,0.5,,,LYS,2,,Non-essential,81.1
ZFYVE27,0.3113525383405054,1221,0.2184873947743803,0.4165431366735843,0.0076103115609678,0.5,,,LYS,4,,Non-essential,70.1
TNFRSF9,0.311259654059578,1222,0.4957983189110939,0.0,0.0005503716590226,0.5,,,,0,,Non-essential,82.0
HLA-DPA1,0.3111210859833376,1223,0.4117647055363322,0.0030240142306552,0.0088755337656175,0.5,,,SER,1,,Non-essential,90.1
SLC3A1,0.3109703593738123,1224,0.2268907561118565,0.2388378298250815,0.0229005219041594,0.5,,,LYS,5,,Non-essential,87.0
FCGR3A,0.3109347154139544,1225,0.4705882348986654,0.0005336495701156,0.0009046338763245,0.5,,,SER,1,,Non-essential,85.7
CHRNA10,0.3108673223219801,1226,0.252100840124285,0.2426326712125704,0.0225778902419737,0.5,,,LYS,2,,Non-essential,82.2
PTPRU,0.3107887384831315,1227,0.2689075627992374,0.1419507856507559,0.0848584532658548,0.5,,,LYS,9,,Non-essential,81.5
CACNG5,0.3107531183934993,1228,0.2605042014617612,0.3179958493922324,0.0261394907480626,0.5,,,LYS,6,,Non-essential,73.1
SLC6A8,0.3107288994269725,1229,0.2605042014617612,0.1421286688407945,0.0943855764668669,0.5,,,LYS,11,,Non-essential,84.6
ADAM11,0.3107254059695027,1230,0.2352941174493327,0.2190335013341239,0.0774758817017238,0.5,,,LYS,14,,Non-essential,79.8
ACKR4,0.3107249683931722,1231,0.2352941174493327,0.1970945745627038,0.0774126205914913,0.5,,,LYS,10,,Non-essential,81.7
OR51G1,0.3104561685148943,1232,0.2605042014617612,0.2362288763711829,0.0449217143760873,0.5,,,LYS,7,,No data,87.7
TAS2R3,0.3103790827655659,1233,0.2605042014617612,0.1217313963830418,0.0755337656175865,0.5,,,LYS,10,,Non-essential,87.0
QRFPR,0.3103298654824177,1234,0.2773109241367135,0.1829232137563,0.0690874584848964,0.5,,,LYS,8,,Non-essential,78.8
CHRNB2,0.3103284899324238,1235,0.2689075627992374,0.2403201897420693,0.0176878064210026,0.5,,,LYS,3,,Non-essential,80.3
SLC1A5,0.3102911511522377,1236,0.3613445375114751,0.1048324933293803,0.040942590542464,0.5,,,LYS,11,,Non-essential,78.3
OR10A6,0.3102320116513475,1237,0.2605042014617612,0.2098428698487992,0.0461869365807369,0.5,,,LYS,8,,No data,86.5
GRPR,0.310203971587504,1238,0.2773109241367135,0.140112659353691,0.1142685434129369,0.5,,,LYS,19,,Non-essential,78.5
FCGR2B,0.3101959989634173,1239,0.2941176468116659,0.2900681885561814,0.0022647477463229,0.5,,,LYS,2,,Non-essential,78.4
ADRA2C,0.3101716148976918,1240,0.201680672099428,0.3723688111473465,0.0483884232168274,0.5,,,LYS,3,,Non-essential,72.8
PTH2R,0.3101620520123318,1241,0.302521008149142,0.258286391935962,0.0283726079392693,0.5,,,LYS,7,,Non-essential,71.6
SLC52A1,0.3101047789976286,1242,0.352941176173999,0.0361695819745034,0.078677842796141,0.5,,,CYS,5,,Non-essential,83.8
OSTM1,0.3101015797088938,1243,0.252100840124285,0.3345982804624962,0.0292835679266171,0.5,,,LYS,11,,Non-essential,73.9
OR6T1,0.3100885790403015,1244,0.2605042014617612,0.2277497776460124,0.0675628657282935,0.5,,,LYS,14,,Non-essential,76.4
CNTN2,0.309991941254803,1245,0.2352941174493327,0.2030240142306552,0.0233180452316938,0.5,,,LYS,8,,Non-essential,85.7
PCDHB13,0.3099590763128577,1246,0.2605042014617612,0.2311888526534242,0.0099762770836628,0.5,,,LYS,1,,Non-essential,81.2
APLP1,0.3098183861912729,1247,0.252100840124285,0.3347168692558553,0.0487490115451526,0.5,,,LYS,5,,Non-essential,68.0
ZP3,0.3097921647764777,1248,0.453781512223713,0.0464275126000592,0.0078064210026885,0.5,,,LYS,1,,Non-essential,77.7
CLDN16,0.3097846771696719,1249,0.3445378148365229,0.163771123628817,0.0154799936738889,0.5,,,LYS,4,,Non-essential,77.0
GPR83,0.3097142322404004,1250,0.252100840124285,0.2225911651348947,0.0943539459117507,0.5,,,LYS,12,,Non-essential,76.0
OR10Z1,0.3096918492908548,1251,0.2605042014617612,0.2049214349243996,0.0214075597026727,0.5,,,LYS,7,,Non-essential,85.9
ABCG4,0.3094978386947778,1252,0.252100840124285,0.1777053068485028,0.05415783647003,0.5,,,LYS,9,,Non-essential,83.2
GABRB1,0.309382725938354,1253,0.1932773107619518,0.3699377408834864,0.0143792503558437,0.5,,,LYS,3,,Non-essential,77.5
NIPAL2,0.3093360037996542,1254,0.2352941174493327,0.2480877557070856,0.0534746164795192,0.5,,,LYS,7,,Non-essential,79.3
SLC1A2,0.3093218822390894,1255,0.2436974787868088,0.277557070856804,0.026430491855132,0.5,,,LYS,3,,Non-essential,77.8
ADAM21,0.3091585895558434,1256,0.2605042014617612,0.212926178476134,0.0217365174758817,0.5,,,LYS,5,,Non-essential,83.1
GPR18,0.3091125803693298,1257,0.2857142854741897,0.168040320189742,0.0133797248141704,0.5,,,LYS,4,,Non-essential,86.3
SDK1,0.3090722391075423,1258,0.2773109241367135,0.1766380077082715,0.0885845326585481,0.5,,,LYS,11,,Non-essential,72.2
DSCAM,0.3090268311703352,1259,0.2605042014617612,0.2773198932700859,0.0256840107543887,0.5,,,LYS,3,,Non-essential,69.6
SGCE,0.3090226122049685,1260,0.201680672099428,0.3925289060183812,0.0084833148821761,0.5,,,LYS,4,,Non-essential,74.2
GPR19,0.3089219222380464,1261,0.352941176173999,0.1972724577527423,0.0081606832199905,0.5,,,LYS,5,,Non-essential,74.4
PRLR,0.3088873824470075,1262,0.3109243694866181,0.3050103765194188,0.0822710738573462,0.5,,,LYS,6,,Non-essential,61.0
TNFRSF19,0.3088758727100722,1263,0.3277310921615705,0.3730210495108211,0.003694448837577,0.5,,,LYS,4,,Non-essential,60.3
CD63,0.3088609416807834,1264,0.3193277308240944,0.086095463978654,0.0155495808951447,0.5,,,CYS,2,,Non-essential,90.6
DSC2,0.3088254129508554,1265,0.4789915962361415,0.0115624073525051,0.0083251621065949,0.5,,,TYR,4,,Non-essential,76.8
CACNG3,0.3087564993181739,1266,0.2605042014617612,0.382804624962941,0.0143476198007275,0.5,,,LYS,4,,Non-essential,68.1
TAS2R38,0.3087115965474339,1267,0.2605042014617612,0.2068781500148235,0.0155495808951447,0.5,,,LYS,3,,Non-essential,82.2
HLA-DQB1,0.3086876310185397,1268,0.4369747895487607,0.0014823599169878,0.0067373082397596,0.5,,,SER,1,,Non-essential,86.9
ALPP,0.30857335798353,1269,0.403361344198856,0.0050993181144381,0.0080657915546417,0.5,,,SER,3,,Non-essential,93.4
IL6R,0.3084926373314078,1270,0.2100840334369042,0.3523273050696709,0.0150308397912383,0.5,,,LYS,3,,Non-essential,77.9
UPK1B,0.3084284827336377,1271,0.3109243694866181,0.0272754224725763,0.0877115293373398,0.5,,,CYS,8,,Non-essential,86.5
CD48,0.3083767645603346,1272,0.4621848735611892,0.0016602431070263,0.0024924877431598,0.5,,,SER,3,,Non-essential,82.8
SLC39A4,0.3083175672096099,1273,0.4285714282112846,0.0425733768158908,0.0343001739680531,0.5,,,CYS,4,,Non-essential,74.9
ANTXRL,0.3082789101794287,1274,0.2436974787868088,0.3714201008004743,0.0438526016131583,0.5,,,LYS,4,,Non-essential,63.1
LILRB2,0.3081552548998938,1275,0.3193277308240944,0.2026682478505781,0.0154483631187727,0.5,,,LYS,3,,Non-essential,75.9
OR6K3,0.3080484531585693,1276,0.2605042014617612,0.1347168692558553,0.0608951447097896,0.5,,,CYS,5,,Non-essential,87.6
CEACAM1,0.3080291924066417,1277,0.3949579828613799,0.0798102579306255,0.0021382255258579,0.5,,,CYS,2,,Non-essential,81.5
FCRL3,0.3080079077173774,1278,0.2941176468116659,0.2049807293210791,0.0259117507512256,0.5,,,LYS,6,,Non-essential,77.2
PCDHA11,0.3078358520628308,1279,0.3193277308240944,0.2189742069374444,0.0110453898465918,0.5,,,LYS,3,,Non-essential,73.5
GPR55,0.3078349988726689,1280,0.2605042014617612,0.1640675956122146,0.0214771469239285,0.5,,,LYS,5,,Non-essential,87.4
CHRNB3,0.3078194033163446,1281,0.2605042014617612,0.197924696116217,0.0180420686383046,0.5,,,LYS,6,,Non-essential,83.3
OPN3,0.3076765333920803,1282,0.3781512601864275,0.0875778238956418,0.0361157678317254,0.5,,,LYS,10,,Non-essential,79.8
GPRC6A,0.3076714258127682,1283,0.2605042014617612,0.1905128965312778,0.0292139807053613,0.5,,,LYS,7,,Non-essential,84.1
CLDN10,0.3076652149659662,1284,0.3193277308240944,0.1907500741179958,0.0029163371817175,0.5,,,LYS,3,,Non-essential,80.1
TMEM25,0.3076319377667228,1285,0.2773109241367135,0.3505484731692854,0.0444725604934366,0.5,,,LYS,3,,Non-essential,62.9
CLSTN3,0.3075971107450771,1286,0.2941176468116659,0.1935962051586125,0.0362422900521904,0.5,,,LYS,9,,Non-essential,77.3
RNF130,0.3072278467293523,1287,0.2689075627992374,0.2649273643640675,0.023577415783647,0.5,,,LYS,5,,Non-essential,74.0
CD93,0.3071970480756142,1288,0.2436974787868088,0.2896531277794248,0.0237102641151352,0.5,,,LYS,9,,Non-essential,72.3
CRIM1,0.3071477761983699,1289,0.2268907561118565,0.3166320782686036,0.0539933575834255,0.5,,,LYS,19,,Non-essential,67.1
TRPV5,0.3070921059878605,1290,0.2605042014617612,0.1950192706789208,0.0248110074331804,0.5,,,LYS,6,,Non-essential,82.5
GRIK3,0.3070683108100791,1291,0.2268907561118565,0.1917580788615475,0.0764700300490273,0.5,,,LYS,8,,Non-essential,82.3
BMPR2,0.3070134340373321,1292,0.2773109241367135,0.2767269493032908,0.1487015657124782,0.5,,,LYS,14,,Non-essential,57.4
OMG,0.3069147519529821,1293,0.2268907561118565,0.3694040913133709,0.0415562233117191,0.5,,,LYS,5,,Non-essential,67.0
HLA-DRB5,0.3069123855335951,1294,0.4369747895487607,0.0024903646605395,0.002853076071485,0.5,,,SER,1,,Non-essential,86.8
IL10RA,0.3068565534039668,1295,0.2689075627992374,0.4121553513193002,0.0014929622014866,0.5,,,LYS,1,,Non-essential,62.0
OR5H1,0.3068234659015193,1296,0.2605042014617612,0.2096056922620812,0.049881385418314,0.5,,,LYS,8,,No data,87.7
ELFN1,0.3067988083652774,1297,0.2689075627992374,0.3373258227097538,0.0755337656175865,0.5,,,LYS,11,,Non-essential,61.8
ADRA2B,0.306663049053638,1298,0.2268907561118565,0.3309220278683664,0.0372797722600031,0.5,,,LYS,3,,Non-essential,71.6
SLC22A25,0.3066291779315253,1299,0.2605042014617612,0.0179069077972131,0.1576087300332121,0.5,,,CYS,8,,Non-essential,87.8
OR7A10,0.3066259061289836,1300,0.2605042014617612,0.0418618440557367,0.05713743476198,0.5,,,TYR,9,,Context-dependent,87.9
OR8H3,0.3063376338207563,1301,0.2605042014617612,0.1274829528609546,0.0420749644156255,0.5,,,LYS,7,,Non-essential,88.2
LY9,0.306317905690154,1302,0.3277310921615705,0.2702045656685443,0.0142210975802625,0.5,,,LYS,8,,Non-essential,66.1
SLC26A1,0.3062726478493329,1303,0.2352941174493327,0.196086569819152,0.0516590226158469,0.5,,,LYS,10,,Non-essential,82.6
GPRC5C,0.306263068610123,1304,0.3445378148365229,0.221701749184702,0.0169413253202593,0.5,,,LYS,5,,Non-essential,70.8
ASTN2,0.3061775850839702,1305,0.2773109241367135,0.3606285206048027,0.0256207496441562,0.5,,,LYS,5,,Non-essential,64.2
LRRC37A2,0.3060815803292062,1306,0.3445378148365229,0.2764304773198933,0.0638051557804839,0.5,,,LYS,11,,Context-dependent,42.1
LILRA1,0.30607843396941,1307,0.2689075627992374,0.1821523865994663,0.018105329748537,0.5,,,LYS,4,,Non-essential,83.9
SV2C,0.3060483119323137,1308,0.2605042014617612,0.1961458642158316,0.0594654436185355,0.5,,,LYS,7,,Non-essential,78.0
SLC38A8,0.3060176339221115,1309,0.3109243694866181,0.1181737325822709,0.0277589751700142,0.5,,,LYS,5,,Non-essential,83.7
SIRPG,0.3059899887046028,1310,0.4369747895487607,0.0,0.0057314565870631,0.5,,,,0,,Non-essential,85.5
FZD2,0.3059067817725851,1311,0.3781512601864275,0.0208123332345093,0.0515325003953819,0.5,,,LYS,15,,Non-essential,83.4
OR8H2,0.3059056553529777,1312,0.2605042014617612,0.1220278683664393,0.0468701565712478,0.5,,,LYS,10,,Non-essential,88.4
ENPP5,0.3057746210638193,1313,0.352941176173999,0.0572190927957308,0.0339775423058674,0.5,,,TYR,4,,Non-essential,88.1
TYRP1,0.305664398469611,1314,0.252100840124285,0.1433145567743848,0.049881385418314,0.5,,,LYS,8,,Non-essential,91.7
TAAR6,0.3056215933454614,1315,0.2605042014617612,0.0879335902757189,0.0670441246243871,0.5,,,CYS,16,,Non-essential,90.7
GJA3,0.3055322166670479,1316,0.302521008149142,0.2173732582270975,0.0056365649217143,0.5,,,LYS,5,,Context-dependent,67.8
DSG4,0.3054276817443764,1317,0.2605042014617612,0.3203083308627334,0.0456998260319468,0.5,,,LYS,12,,Non-essential,65.0
SLC9A3,0.3053751797244602,1318,0.2436974787868088,0.277557070856804,0.0916969792819864,0.5,,,LYS,9,,Non-essential,66.0
CLEC4M,0.3053372369893441,1319,0.252100840124285,0.4103765194189149,0.0131836153724497,0.5,,,LYS,7,,Non-essential,70.4
SLC22A7,0.305283503740927,1320,0.2352941174493327,0.0577527423658464,0.1540471295271231,0.5,,,TYR,12,,Non-essential,85.0
LILRA6,0.3052752280236521,1321,0.2436974787868088,0.1989919952564482,0.0207622963783014,0.5,,,LYS,3,,Non-essential,85.3
GRIN1,0.3052125565161958,1322,0.2689075627992374,0.1695819745034094,0.0303463545785228,0.5,,,LYS,5,,Non-essential,82.9
MS4A15,0.3049828476432192,1323,0.5378151255984748,0.0004150607767565,0.0082302704412462,0.5,,,SER,2,,Non-essential,68.3
HLA-E,0.304966361618993,1324,0.2689075627992374,0.1739104654610139,0.0222868891349043,0.5,,,LYS,11,,Non-essential,87.0
ADRA1A,0.3049488926025353,1325,0.2184873947743803,0.2901867773495404,0.0819484421951605,0.5,,,LYS,13,,Non-essential,70.3
SLC22A12,0.3049438481135942,1326,0.2605042014617612,0.0660539579009783,0.0995350308397912,0.5,,,LYS,8,,Non-essential,86.6
MAMDC4,0.3049293314085266,1327,0.1848739494244757,0.2164838422769048,0.1050703779851336,0.5,,,LYS,5,,Non-essential,79.1
CD53,0.3048865829886207,1328,0.352941176173999,0.0,0.0197564447256049,0.5,,,,0,,Non-essential,93.0
GABRA2,0.3047737847334805,1329,0.2184873947743803,0.2698487992884672,0.0144108809109599,0.5,,,LYS,5,,Non-essential,83.3
TSPAN11,0.3047434035590729,1330,0.2436974787868088,0.1590868662911354,0.022508303020718,0.5,,,LYS,5,,Non-essential,87.7
OR4N2,0.3046831355980643,1331,0.2605042014617612,0.0027275422472576,0.0380578839158627,0.5,,,TYR,5,,Context-dependent,87.5
P2RY8,0.3045535098166039,1332,0.302521008149142,0.1110584049807293,0.0380578839158627,0.5,,,LYS,10,,Non-essential,84.3
OR13C5,0.3042385299463603,1333,0.2605042014617612,0.1712422176104358,0.0988201802941641,0.5,,,LYS,13,,Non-essential,77.5
FGFR2,0.3038629445759562,1334,0.2605042014617612,0.2189742069374444,0.0637102641151352,0.5,,,LYS,8,,Non-essential,73.9
SPNS3,0.3038626051090749,1335,0.2773109241367135,0.0370589979246961,0.1436153724497864,0.5,,,TYR,9,,Non-essential,84.5
TSPAN5,0.3038222820900802,1336,0.252100840124285,0.1320486214052771,0.0399367388897675,0.5,,,LYS,3,,Non-essential,89.2
SLC51A,0.3037875279952705,1337,0.2352941174493327,0.1884968870441743,0.0393231061205124,0.5,,,LYS,11,,Non-essential,82.3
KIR3DL2,0.3037040592115498,1338,0.2773109241367135,0.2311888526534242,0.0471927882334334,0.5,,,LYS,6,,Non-essential,74.9
EFNA5,0.3037026844211394,1339,0.2689075627992374,0.2318410910168989,0.0135378775897517,0.5,,,LYS,3,,Non-essential,78.5
AVPR2,0.3037010177090051,1340,0.2268907561118565,0.2611918173732582,0.0456998260319468,0.5,,,LYS,6,,Non-essential,76.0
OR1D2,0.30368889883431,1341,0.2605042014617612,0.0560332048621405,0.0212810374822078,0.5,,,CYS,7,,Context-dependent,86.3
TRAT1,0.303643319268532,1342,0.302521008149142,0.3930032611918173,0.0025620749644156,0.5,,,LYS,1,,Non-essential,63.8
FFAR1,0.3036332753490585,1343,0.252100840124285,0.1501927067892084,0.0143476198007275,0.5,,,LYS,3,,Non-essential,89.8
MRGPRX3,0.3036056917238962,1344,0.2605042014617612,0.1790097835754521,0.0483884232168274,0.5,,,LYS,7,,Non-essential,82.0
CD180,0.3035960131433624,1345,0.3697478988489514,0.0,0.0047951921556223,0.5,,,,0,,Non-essential,93.3
FAM171B,0.3035220666556736,1346,0.2689075627992374,0.3694633857100504,0.0670124940692709,0.5,,,LYS,11,,Non-essential,56.9
ABCG5,0.3034747451555563,1347,0.2689075627992374,0.1589682774977764,0.0157709947809584,0.5,,,LYS,7,,Non-essential,85.0
SLC39A9,0.3033952699406225,1348,0.3445378148365229,0.1300326119181737,0.0147714692392851,0.5,,,LYS,2,,Non-essential,79.7
GPR179,0.3032610436621163,1349,0.2605042014617612,0.4157723095167506,0.0984026569666297,0.5,,,LYS,17,,Non-essential,42.8
OR2M5,0.3031848385231968,1350,0.2605042014617612,0.1152090127482952,0.0610849280404871,0.5,,,LYS,12,,Non-essential,85.4
MPZL2,0.3031153676443612,1351,0.3781512601864275,0.0052179069077972,0.0021698560809742,0.5,,,TYR,1,,Non-essential,89.4
MFSD12,0.3030066139879876,1352,0.302521008149142,0.0525941298547287,0.0872876798987822,0.5,,,LYS,13,,Non-essential,84.7
LYPD6B,0.3029565658311373,1353,0.4789915962361415,0.0,0.0020433338605092,0.5,,,,0,,Non-essential,80.1
PKD2L1,0.3028052300369641,1354,0.3109243694866181,0.1735546990809368,0.0143159892456112,0.5,,,LYS,3,,Non-essential,75.4
AXL,0.3027729656071318,1355,0.2184873947743803,0.2294100207530388,0.0853455638146449,0.5,,,LYS,14,,Non-essential,75.1
TNFSF15,0.3026427127157635,1356,0.4621848735611892,0.0027868366439371,0.0011956349833939,0.5,,,SER,3,,Non-essential,81.1
DCBLD1,0.3025070315472496,1357,0.2941176468116659,0.2778535428402016,0.0205345563814644,0.5,,,LYS,3,,Non-essential,67.6
OR8J1,0.3023469017140689,1358,0.2605042014617612,0.094752445893863,0.0588518108492804,0.5,,,LYS,6,,Non-essential,89.3
EVI2B,0.3022911094167091,1359,0.352941176173999,0.4417432552623777,0.0045358216036691,0.5,,,LYS,1,,Non-essential,50.9
OR2M3,0.3022900794051594,1360,0.2605042014617612,0.1132522976578713,0.0570678475407243,0.5,,,LYS,12,,Non-essential,85.1
SLC40A1,0.3022299874166461,1361,0.3697478988489514,0.008656981915209,0.0843080816068322,0.5,,,TYR,6,,Non-essential,80.3
LRIT2,0.3021403840654707,1362,0.252100840124285,0.2485621108805218,0.0110137592914755,0.5,,,LYS,5,,Non-essential,77.2
CHRNB1,0.3020912326128878,1363,0.2689075627992374,0.1918766676549066,0.0224450419104855,0.5,,,LYS,1,,Non-essential,79.5
TRPV6,0.3020320247987055,1364,0.2605042014617612,0.1906314853246368,0.027398386841689,0.5,,,LYS,5,,Non-essential,80.6
ABCA7,0.3019649788644704,1365,0.2268907561118565,0.0901867773495404,0.1880246718329906,0.5,,,LYS,17,,Non-essential,75.3
TSPAN6,0.3019364595243352,1366,0.3949579828613799,0.000355766380077,0.0081290526648742,0.5,,,TYR,2,,Non-essential,88.3
GHRHR,0.3018884574447197,1367,0.2436974787868088,0.2126297064927364,0.0781907322473509,0.5,,,LYS,12,,Non-essential,75.8
ADAM10,0.3018853532102309,1368,0.3697478988489514,0.0214645715979839,0.0557773208919816,0.5,,,TYR,13,,Non-essential,80.0
LPAR5,0.3018570621040584,1369,0.3865546215239037,0.0058701452712718,0.0392218883441404,0.5,,,TYR,9,,Non-essential,84.0
