gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,composite_primary,rank_primary,pu_score_v2,pu_score_v2_rank,maxITSI,best_cancer_ind,FC_best,P_tumor_best,pu_score_v3,pu_score_fused,pu_rank_fused,known_target
GPR55,1513,0.1598651033455474,0.2605042014617612,0.0214771469239285,0.1640675956122146,0.002767,14,5,LYS,Q9Y2T6,-2.826,0.048,0.1186090123920199,Non-essential,87.4,9.4,2.2,0.2431626561456522,1335,0.2292365134918486,1346,0.2466269005040538,1862,0.3801,Thymoma,3.041,0.5,0.3304779831473032,0.3357605177993528,1643,0
LILRA1,1439,0.167640340024096,0.2689075627992374,0.018105329748537,0.1821523865994663,0.003072,16,4,LYS,O75019,-1.392,0.189,0.1250480048924806,Non-essential,83.9,16.2,11.7,0.2429820760667339,1336,0.2288873425541607,1351,0.373693692461931,1397,0.7892,AML,4.516,0.925,0.2990978497388347,0.4093851132686084,1461,0
EFNA5,1310,0.1811767157016901,0.2689075627992374,0.0135378775897517,0.2318410910168989,0.00391,10,3,LYS,P52803,1.67,0.734,0.0119270064792424,Non-essential,78.5,27.6,18.9,0.2428623891313957,1337,0.2285392830108833,1353,0.4301176921537809,1127,0.8811,Pancreatic,5.025,0.96,0.423433226246669,0.5550161812297735,1101,0
LPAR5,1435,0.1681494586941851,0.3865546215239037,0.0392218883441404,0.0058701452712718,9.9e-05,12,9,TYR,Q9H1C0,1.742,0.806,-0.0554714827166292,Non-essential,84.0,18.8,11.6,0.2427671259372193,1338,0.2297282203544263,1341,0.5506112612184736,628,0.829,Pancreatic,4.863,0.949,0.6076639551280434,0.7851941747572816,532,0
ADAM10,1403,0.1710717272865702,0.3697478988489514,0.0557773208919816,0.0214645715979839,0.000362,33,13,TYR,O14672,5.115,1.0,0.0120927686971809,Non-essential,80.0,21.0,9.4,0.2427222377196243,1339,0.2305111037642234,1334,0.7329597459193965,168,0.5777,Cholangiocarcinoma,3.268,1.0,0.7445834019633103,0.9397249190938511,150,0
FLRT3,1251,0.1867937753525206,0.3865546215239037,0.0504950181875691,0.0567447376222946,0.000957,26,8,TYR,Q9NZU0,1.602,0.725,0.1341168433976302,Non-essential,74.3,34.7,31.0,0.2424040564858322,1340,0.2299288073952106,1337,0.6340907005240385,390,0.6927,Pheochromocytoma,4.007,0.915,0.6203736452672085,0.8394012944983819,398,0
P2RY8,1457,0.1657432899286344,0.302521008149142,0.0380578839158627,0.1110584049807293,0.001873,13,10,LYS,Q86VZ1,0.352,0.575,0.3532711395121051,Non-essential,84.3,15.9,14.5,0.2422614250763476,1341,0.2291643192721408,1347,0.418778015792108,1178,0.9596,AML,5.256,1.0,0.3713751278623327,0.5,1237,0
SLC26A1,1429,0.1684413247102327,0.2352941174493327,0.0516590226158469,0.196086569819152,0.003307,27,10,LYS,Q9H2B4,0.557,0.65,0.0362423637670098,Non-essential,82.6,17.1,9.4,0.2421893392160161,1342,0.2297722903468085,1339,0.2902119177352468,1728,0.4267,AML,2.414,1.0,0.2590758421229476,0.30865695792880254,1710,0
GRIN1,1441,0.1675415238442746,0.2689075627992374,0.0303463545785228,0.1695819745034094,0.00286,50,5,LYS,Q05586,-1.938,0.237,0.0183512092541411,Non-essential,82.9,17.0,9.3,0.2420997292502161,1343,0.2286170469791422,1352,0.4394923352466048,1086,0.1083,Lung Adeno,1.318,0.348,0.3964531674992377,0.5449029126213591,1126,0
TSPAN6,1503,0.1605286388580374,0.3949579828613799,0.0081290526648742,0.000355766380077,6e-06,10,2,TYR,O43657,4.879,0.997,0.0980614581254581,Non-essential,88.3,13.5,1.2,0.2418564987627207,1344,0.2272629513959644,1362,0.5621857032706474,589,0.6318,Glioblastoma,3.461,1.0,0.4911939304045301,0.7188511326860841,696,0
HCAR1,1419,0.1692594364378381,0.3781512601864275,0.0436311877273446,0.0163652534835458,0.000276,13,4,TYR,Q9BXC0,-1.552,0.353,-0.0962758294812018,Non-essential,80.9,20.5,14.5,0.2418520513679722,1345,0.2290336107543394,1348,0.6416311311311105,361,0.5807,Kidney Chromophobe,3.212,0.723,0.718487653176069,0.8964401294498382,257,0
AVPR2,1294,0.1828237954663041,0.2268907561118565,0.0456998260319468,0.2611918173732582,0.004405,16,6,LYS,P30518,-1.781,0.168,0.0579948260773345,Non-essential,76.0,29.4,18.6,0.241734675490451,1346,0.2290196667920483,1349,0.4663201683901002,963,0.9383,AML,5.27,0.942,0.4940606682621434,0.6403721682847896,890,0
HLA-E,1450,0.1664222314984704,0.2689075627992374,0.0222868891349043,0.1739104654610139,0.002933,10,11,LYS,P13747,8.155,1.0,-0.0702464620466142,Non-essential,87.0,16.5,11.5,0.2416669856287126,1347,0.2277813300854578,1357,0.591197002633617,506,0.5006,Pancreatic,2.832,1.0,0.6200187178330413,0.8163430420711975,455,0
SLC15A3,1385,0.1730464390196459,0.3613445375114751,0.089040012652222,0.0059887340646308,0.000101,20,11,TYR,Q8IY34,5.283,1.0,-0.0733222538187275,Non-essential,80.8,23.6,9.5,0.2416277748082295,1348,0.2310797754408406,1328,0.8418472825269415,37,0.7891,Pancreatic,4.464,1.0,0.8455960887892875,0.9854368932038835,37,0
SLC22A25,1543,0.156856371933832,0.2605042014617612,0.1576087300332121,0.0179069077972131,0.000302,20,8,CYS,Q6T423,-9.966,0.029,-0.2222310229474687,Non-essential,87.8,8.6,2.6,0.2414553799692227,1349,0.2343358164708833,1294,0.2273360063290566,1913,0.0,AML,0.0,0.0,0.1173152402228582,0.20145631067961167,1975,0
TMEM106B,1258,0.1864810957833449,0.3613445375114751,0.0122093942748695,0.1276015416543136,0.002152,6,5,LYS,Q9NUM4,4.292,0.998,-0.0047873713076796,Non-essential,75.9,35.0,22.3,0.241423322111312,1350,0.2270337918250555,1367,0.507718584109213,795,0.4616,Glioblastoma,2.611,1.0,0.3439964986986978,0.5679611650485437,1069,0
CD59,1275,0.1847923476766753,0.2605042014617612,0.0014550055353471,0.267180551437889,0.004506,5,6,LYS,P13987,7.894,1.0,0.0923272175906091,Non-essential,79.3,32.0,7.0,0.2413353597549254,1351,0.2264081100316928,1372,0.7029293749354139,220,0.4864,Cholangiocarcinoma,2.751,1.0,0.7734407775395336,0.9385113268608414,153,0
MPZL2,1581,0.1534768329712024,0.3781512601864275,0.0021698560809742,0.0052179069077972,8.8e-05,6,1,TYR,O60487,4.847,0.937,0.0088120060095742,Non-essential,89.4,7.9,0.0,0.2412998818124425,1352,0.2264083746164912,1371,0.6406587015982614,365,0.4986,Pancreatic,2.836,0.994,0.5627190965770255,0.8147249190938511,459,0
CD53,1640,0.147103403887281,0.352941176173999,0.0197564447256049,0.0,0.0,9,0,,P19397,4.581,0.994,-0.069925978331854,Non-essential,93.0,2.3,0.0,0.2411685228423009,1353,0.2271563450785811,1363,0.6351927400630465,386,0.7404,Sarcoma,4.291,0.976,0.6881828608172641,0.8725728155339806,316,0
PANX2,858,0.2255958810849437,0.3109243694866181,0.0315799462280563,0.3058404980729321,0.005158,30,5,LYS,Q96RD6,0.857,0.632,0.0503309544939801,Non-essential,57.2,67.1,46.5,0.2410786403955634,1354,0.2276576377069662,1360,0.3238664831598569,1616,0.2415,Esophageal,2.231,0.612,0.2698822902311591,0.3442556634304207,1622,0
MRGPRX3,1391,0.1724211426223883,0.2605042014617612,0.0483884232168274,0.1790097835754521,0.003019,16,7,LYS,Q96LB0,-9.966,0.053,-0.2232980283813899,Non-essential,82.0,22.0,12.1,0.2410260222096863,1355,0.2284454433705277,1354,0.4848380687572552,885,1.5405,Head&Neck,8.88,0.347,0.6835368403976859,0.7722491909385113,564,0
OR8H3,1563,0.1550690557676785,0.2605042014617612,0.0420749644156255,0.1274829528609546,0.00215,16,7,LYS,Q8N146,-9.966,0.0,-0.1193425483935531,Non-essential,88.2,7.7,2.9,0.2408659498307614,1356,0.2279696980515427,1356,0.0419822651361335,2345,0.0,AML,0.0,0.0,0.0413380325248107,0.08454692556634302,2264,0
GABRA2,1389,0.1726728619695803,0.2184873947743803,0.0144108809109599,0.2698487992884672,0.004551,15,5,LYS,P47869,-5.012,0.124,0.0371533634054382,Non-essential,83.3,21.7,10.9,0.2408355082208899,1357,0.2265560522664379,1370,0.1747334870370244,2034,0.1056,Pancreatic,2.546,0.181,0.251429210581831,0.23745954692556637,1886,0
CD180,1625,0.1493377171862672,0.3697478988489514,0.0047951921556223,0.0,0.0,26,0,,Q99467,-0.394,0.409,-0.0150033959113873,Non-essential,93.3,4.8,3.8,0.2408105626360385,1358,0.2260503222438196,1375,0.5661176412296828,580,1.2782,AML,5.994,0.954,0.4614621894023978,0.6998381877022654,743,0
GHRHR,1276,0.1847251231367497,0.2436974787868088,0.0781907322473509,0.2126297064927364,0.003586,24,12,LYS,Q02643,-5.012,0.103,0.0244914097124556,Non-essential,75.8,32.2,12.1,0.2407992272604049,1359,0.2297087638727724,1342,0.7467142372832112,138,0.7518,Cholangiocarcinoma,3.74,0.667,0.9256058970275388,0.9785598705501618,54,0
OR4F17,2269,0.109097997678722,0.2605042014617612,0.0148979914597501,0.0014230655203083,2.4e-05,14,5,CYS,Q8NGA8,-9.966,0.001,-0.7689174662325479,Essential,89.4,4.6,0.7,0.240656734756631,1360,0.1914016343296185,1910,0.0658158450365714,2215,0.0,Adrenocortical,0.0,0.0,0.0223929024245071,0.05258899676375406,2343,0
LILRA6,1475,0.1634052790051484,0.2436974787868088,0.0207622963783014,0.1989919952564482,0.003356,14,3,LYS,Q6PI73,0.058,0.514,0.16322064171495,Non-essential,85.3,14.6,10.8,0.2406326904840705,1361,0.2266708053029855,1368,0.330435040127244,1588,0.3296,Pancreatic,2.391,0.78,0.5119831327058437,0.5088996763754046,1215,0
SPNS3,1463,0.1651266807670301,0.2773109241367135,0.1436153724497864,0.0370589979246961,0.000625,15,9,TYR,Q6ZMD2,-1.026,0.299,0.011251761930724,Non-essential,84.5,16.6,14.3,0.2406274160414703,1362,0.2328081846639596,1315,0.5987590144747094,478,1.9096,AML,10.404,0.988,0.5144852564221217,0.7617313915857605,590,0
TYRP1,1526,0.1587991187075236,0.252100840124285,0.049881385418314,0.1433145567743848,0.002417,21,8,LYS,P17643,-2.826,0.177,-0.0173193681991946,Non-essential,91.7,11.0,7.1,0.2405342795916744,1363,0.2280283488625901,1355,0.6545944842858735,333,3.8627,Uveal Melanoma,14.453,1.0,0.6399470039736513,0.860032362459547,347,0
OR8H2,1565,0.1548710880660106,0.2605042014617612,0.0468701565712478,0.1220278683664393,0.002058,11,10,LYS,Q8N162,-9.966,0.0,-0.0017026656200366,Non-essential,88.4,8.0,2.6,0.2404009767460382,1364,0.2277444845746005,1359,0.0422868539060946,2344,0.0,AML,0.0,0.0,0.0390966598369629,0.08050161812297729,2274,0
GPR65,1395,0.1721203513712925,0.302521008149142,0.0390953661236754,0.1312777942484435,0.002214,14,10,LYS,Q8IYL9,-0.472,0.394,0.1102768426747633,Non-essential,82.6,23.1,4.2,0.2403756429452294,1365,0.2273304112514132,1361,0.4892085764156052,873,0.8472,Glioblastoma,5.0,0.881,0.598023630767872,0.729368932038835,670,0
AXL,1304,0.1818216332800572,0.2184873947743803,0.0853455638146449,0.2294100207530388,0.003869,28,14,LYS,P30530,3.388,0.973,-0.0264226856931326,Non-essential,75.1,29.8,20.4,0.240359484312954,1366,0.2296267625036862,1343,0.5321099654370977,700,0.6904,Pancreatic,3.866,0.994,0.5494049554723442,0.735032362459547,656,0
LRIT2,1336,0.1787130971013132,0.252100840124285,0.0110137592914755,0.2485621108805218,0.004192,11,5,LYS,A6NDA9,-9.966,0.017,0.092794594413285,Non-essential,77.2,27.8,15.6,0.2403292615864991,1367,0.2258799495510728,1376,0.1857397298442776,2015,0.1384,Low Grade Glioma,1.44,0.215,0.0463772373174597,0.15533980582524276,2089,0
OPN1MW,1279,0.1842975780885772,0.2605042014617612,0.0302830934682903,0.236703231544619,0.003992,14,11,LYS,P04001,-9.966,0.0,,No data,82.9,17.6,15.1,0.2403230517648437,1368,0.2418372064382582,1184,0.080885105361696,2177,-0.0,AML,-3.02,0.0,0.0694070019241214,0.14077669902912626,2125,0
MFSD12,1481,0.1629729461857101,0.302521008149142,0.0872876798987822,0.0525941298547287,0.000887,19,13,LYS,Q6NUT3,5.456,1.0,0.0317815795298995,Non-essential,84.7,15.6,10.0,0.2402528052905774,1369,0.2296171892855165,1344,0.5523913998169732,619,0.4658,Melanoma,2.635,1.0,0.5695748009909429,0.7657766990291262,580,0
GYPA,756,0.235333978593297,0.2605042014617612,0.0020053771943697,0.4351022828342721,0.007338,1,2,LYS,P02724,-9.966,0.009,-0.0225852611527383,Non-essential,59.4,75.3,37.3,0.2401533855187768,1370,0.2252536543784953,1386,0.2872626707362498,1739,0.0356,Mesothelioma,3.459,0.023,0.1281768279928026,0.23341423948220064,1896,0
CHRNB1,1398,0.1718595379893125,0.2689075627992374,0.0224450419104855,0.1918766676549066,0.003236,22,1,LYS,P11230,2.905,0.993,-0.0241909223416368,Non-essential,79.5,23.0,15.6,0.2396980743710811,1371,0.2258203264666054,1377,0.4878803420735862,881,0.254,Kidney Papillary,1.437,1.0,0.4100077343292197,0.5926375404530744,1008,0
PCDH7,1355,0.1759794662718393,0.302521008149142,0.0208888185987664,0.1623480581085087,0.002738,17,3,LYS,O60245,1.774,0.73,-0.0740027964963625,Non-essential,75.8,27.0,23.4,0.2396915720290184,1372,0.2257360129589568,1380,0.5892996076181525,511,1.2454,Sarcoma,7.121,0.909,0.3166946537172466,0.6112459546925566,962,0
ROBO2,1162,0.1961937528762091,0.2773109241367135,0.02558911908904,0.2586421583160391,0.004362,31,6,LYS,Q9HCK4,-0.653,0.407,-0.0390201757317485,Non-essential,67.4,43.6,40.3,0.2395166427991195,1373,0.2257960987535714,1378,0.4657464195377157,967,1.2561,Pheochromocytoma,6.631,0.966,0.2994422455895492,0.4931229773462783,1254,0
MAMDC4,1406,0.1704158458484018,0.1848739494244757,0.1050703779851336,0.2164838422769048,0.003651,60,5,LYS,Q6UXC1,1.164,0.773,0.0493128678290136,Non-essential,79.1,20.6,10.0,0.2394944373640761,1374,0.2297479562633327,1340,0.4273778095259065,1138,0.2421,AML,1.377,0.994,0.4456491046895037,0.5647249190938511,1077,0
F2R,1308,0.1812335336585282,0.3697478988489514,0.0511086509568242,0.0600059294396679,0.001012,14,13,LYS,P25116,3.694,0.979,-0.1029388174251173,Non-essential,74.6,32.7,25.4,0.239490409696256,1375,0.2270458422440971,1366,0.6775348874544315,270,1.0953,Glioblastoma,6.196,1.0,0.7461679402599013,0.9243527508090614,188,0
TAAR6,1602,0.1506949950547363,0.2605042014617612,0.0670441246243871,0.0879335902757189,0.001483,14,16,CYS,Q96RI8,-9.966,0.0,0.0525726652928098,Non-essential,90.7,5.5,2.9,0.2394208992366429,1376,0.2277731054678622,1358,0.0621739994846039,2234,0.0,AML,0.0,0.0,0.0520573974949227,0.12014563106796117,2176,0
GPR153,1054,0.207507422111013,0.2689075627992374,0.0238684168907164,0.3092795730803439,0.005216,18,7,LYS,Q6NV75,2.173,0.893,-0.063423485138624,Non-essential,65.1,53.0,46.0,0.2394046444724981,1377,0.2255980653170339,1382,0.3345813311274421,1574,0.708,Pancreatic,4.051,0.989,0.2408226046796462,0.32847896440129454,1661,0
SLC22A7,1535,0.1576576085476239,0.2352941174493327,0.1540471295271231,0.0577527423658464,0.000974,24,12,TYR,Q9Y694,-6.506,0.079,-0.101168955733473,Non-essential,85.0,10.9,5.7,0.2394029090805088,1378,0.2321052655568649,1321,0.443060379163571,1070,0.0377,AML,4.312,0.023,0.4028363360470096,0.5521844660194175,1108,0
CX3CL1,802,0.2318882854077743,0.2857142854741897,0.0103305393009647,0.3816780314260302,0.006437,15,2,LYS,P78423,4.161,0.987,0.0653212825919753,Non-essential,55.9,73.6,54.9,0.2394021425977151,1379,0.2249186695627633,1387,0.4891108068608721,874,0.7458,DLBCL,4.266,0.957,0.4764280268735922,0.6484627831715211,870,0
SLC22A12,1576,0.1538783772069353,0.2605042014617612,0.0995350308397912,0.0660539579009783,0.001114,27,8,LYS,Q96S37,-9.966,0.078,-0.0016088404305129,Non-essential,86.6,8.3,2.5,0.2392737176968087,1380,0.2292504692387983,1345,0.3671887745456796,1426,0.4842,Liver,2.266,0.302,0.3262174549854316,0.4227346278317152,1428,0
ABCG5,1510,0.1599848068033154,0.2689075627992374,0.0157709947809584,0.1589682774977764,0.002681,31,7,LYS,Q9H222,-4.608,0.061,0.0459065792971228,Non-essential,85.0,13.7,6.5,0.2391024650494168,1381,0.2248910147884646,1388,0.2759293688086325,1772,0.2512,Stomach,3.396,0.165,0.2644839548629191,0.3021844660194175,1726,0
TRPV6,1416,0.1696106422346022,0.2605042014617612,0.027398386841689,0.1906314853246368,0.003215,41,5,LYS,Q9H1D0,-1.117,0.375,-0.0189456078237308,Non-essential,80.6,21.7,15.8,0.2389839385531978,1382,0.2253538578952823,1385,0.5475231912380428,636,0.3723,Cholangiocarcinoma,2.445,0.806,0.597499224188161,0.7803398058252426,544,0
IGSF6,1344,0.1771980896125719,0.4369747895487607,0.001682745532184,0.0063445004447079,0.000107,4,2,CYS,O95976,1.864,0.885,0.0077288746026873,Non-essential,79.6,31.1,11.2,0.2388479878362892,1383,0.2239321251128984,1399,0.6259880816291412,412,0.8044,Testicular,4.645,0.98,0.3717400377999084,0.674757281553398,805,0
SLC51A,1486,0.1624636449291391,0.2352941174493327,0.0393231061205124,0.1884968870441743,0.003179,16,11,LYS,Q86UW1,1.982,0.981,-0.0140982880081871,Non-essential,82.3,15.6,6.2,0.2387079393984381,1384,0.2256740947044637,1381,0.3882014064709622,1335,0.2725,AML,1.541,1.0,0.5689359068538627,0.6047734627831716,978,0
CDH9,1380,0.1735168136109754,0.2605042014617612,0.0106531709631504,0.2203972724577527,0.003717,19,3,LYS,Q9ULB4,-9.966,0.051,0.0817426418191528,Non-essential,77.9,25.3,20.2,0.2386390813668422,1385,0.2241717399149997,1396,0.2670267509569832,1803,0.3722,Pheochromocytoma,5.672,0.114,0.1833536486924881,0.24878640776699024,1858,0
ABCA7,1377,0.1742197371995019,0.2268907561118565,0.1880246718329906,0.0901867773495404,0.001521,121,17,LYS,Q8IZY2,2.81,0.986,0.0727093217342565,Non-essential,75.3,25.4,10.9,0.2385646269347825,1386,0.232965860526432,1310,0.6736044026865069,280,0.3257,Thymoma,1.843,1.0,0.5388029507631046,0.8163430420711975,455,0
SIRPB2,1300,0.1820557616515865,0.252100840124285,0.0092297959829195,0.2614882893566557,0.00441,16,2,LYS,Q5JXA9,0.03,0.509,-0.0092543114195932,Non-essential,76.3,32.7,20.8,0.2382148153783935,1387,0.2236763051775395,1402,0.4548464736548381,1012,0.952,AML,5.362,0.988,0.2978338219350815,0.48422330097087374,1276,0
TSPAN11,1590,0.1519575423082795,0.2436974787868088,0.022508303020718,0.1590868662911354,0.002683,9,5,LYS,A1L157,0.126,0.523,-0.1201321853263311,Non-essential,87.7,7.5,2.8,0.2381929099033464,1388,0.2243183250543823,1395,0.2731464050751436,1782,0.6237,Low Grade Glioma,3.365,0.998,0.2864368561021074,0.3183656957928802,1686,0
TXNDC15,1063,0.2068633084276903,0.2941176468116659,0.0073193104538984,0.2900681885561814,0.004892,9,1,LYS,Q96J42,5.296,1.0,-0.0282694871539512,Non-essential,64.2,54.2,42.8,0.238088051136603,1389,0.2234540166592979,1403,0.4744916997174019,925,0.3616,Sarcoma,2.046,1.0,0.4042994158812714,0.5841423948220065,1029,0
OR2M5,1541,0.1570898628213392,0.2605042014617612,0.0610849280404871,0.1152090127482952,0.001943,13,12,LYS,A3KFT3,-9.966,0.0,0.0200615029611596,Non-essential,85.4,12.2,3.8,0.238049955708812,1390,0.2261042021108363,1374,0.0447783903251522,2299,0.0,AML,0.0,0.0,0.0373736772678823,0.09021035598705507,2250,0
IL2RB,1045,0.2085373235668734,0.4201680668738084,0.0256207496441562,0.1092795730803439,0.001843,10,5,CYS,P14784,1.571,0.771,0.0228377695227635,Non-essential,64.6,57.9,38.8,0.2378839040869579,1391,0.2241649415691657,1397,0.629532462296191,401,0.7845,Kidney Clear Cell,4.474,0.976,0.5085595524888791,0.7710355987055016,567,0
CEACAM5,1606,0.1504457114316255,0.3697478988489514,0.0032705993990194,0.0052179069077972,8.8e-05,12,2,SER,P06731,-1.552,0.431,0.0598464128320044,Non-essential,87.1,8.7,8.1,0.2378338911738371,1392,0.2229974211437881,1406,0.7722221039679225,104,2.6105,Pancreatic,10.846,0.932,0.7015496297494512,0.9352750809061489,161,1
CD9,1617,0.1496486801002724,0.3613445375114751,0.0170362169856081,0.0,0.0,8,0,,P21926,8.593,1.0,-0.043113268916245,Non-essential,88.6,7.9,0.0,0.2378296423754183,1393,0.2236814532246987,1401,0.6666021754636968,304,0.7396,Testicular,4.184,1.0,0.7588370850901481,0.9223300970873787,193,0
TSPAN5,1588,0.1524359441382274,0.252100840124285,0.0399367388897675,0.1320486214052771,0.002227,10,3,LYS,P62079,2.734,0.918,0.0009070461518075,Non-essential,89.2,8.6,4.5,0.2376316341172609,1394,0.2246284710617493,1392,0.3840504814959655,1353,0.8046,Kidney Chromophobe,4.551,1.0,0.3953349972562651,0.48139158576051777,1283,0
OR7A10,1798,0.1339014642300195,0.2605042014617612,0.05713743476198,0.0418618440557367,0.000706,11,9,TYR,O76100,-9.966,0.0,-0.3305739391408677,Context-dependent,87.9,13.3,3.2,0.2376262902160456,1395,0.2054831619541446,1628,0.0448512684886033,2298,0.0,AML,0.0,0.0,0.0701863538909109,0.11974110032362462,2177,0
ICOS,1223,0.190303866443758,0.3697478988489514,0.0030744899572987,0.1382745330566261,0.002332,6,4,LYS,Q9Y6W8,-1.43,0.257,0.0527095687187001,Non-essential,74.0,42.2,9.0,0.2375490203506141,1396,0.222702744848479,1410,0.6179198831016267,432,1.4245,Thymoma,5.493,0.898,0.48613108056818,0.7516181229773463,615,0
BAMBI,1085,0.2045546936529397,0.352941176173999,0.0052127154831567,0.2060480284613103,0.003475,12,1,LYS,Q13145,3.147,0.89,-0.0757598947177074,Non-essential,64.6,53.8,29.2,0.2375445976470164,1397,0.2228052334211742,1407,0.674967345954865,278,0.7438,Melanoma,4.227,0.995,0.7345187821939618,0.9170711974110033,206,0
TMEM132B,1226,0.1896153642673693,0.2352941174493327,0.0809109599873477,0.2374147643047731,0.004004,34,10,LYS,Q14DG7,-2.826,0.143,0.0051272403505022,Non-essential,70.0,39.4,29.6,0.2375343721802966,1398,0.226579920179664,1369,0.3764100639302591,1384,0.2335,Low Grade Glioma,1.179,0.97,0.2540374101852496,0.37783171521035597,1539,0
PCDHA8,1313,0.1809214744243795,0.2605042014617612,0.0139300964731931,0.2418025496590572,0.004078,16,3,LYS,Q9Y5H6,-4.608,0.016,-0.0144404024889825,Non-essential,73.4,32.8,28.4,0.2373096320446789,1399,0.2230061368683386,1405,0.216403285120114,1941,0.6179,Pheochromocytoma,7.5,0.165,0.0889457834647157,0.18851132686084138,2007,0
FFAR1,1613,0.1502024340266947,0.252100840124285,0.0143476198007275,0.1501927067892084,0.002533,16,3,LYS,O14842,-9.966,0.014,-0.0298410092997064,Non-essential,89.8,7.3,5.7,0.2370703756909837,1400,0.2227877566810201,1409,0.1870027916081421,2008,0.2384,DLBCL,2.801,0.255,0.1288048720774889,0.1893203883495146,2005,0
OR2M3,1557,0.1552977241442831,0.2605042014617612,0.0570678475407243,0.1132522976578713,0.00191,11,12,LYS,Q8NG83,-9.966,0.0,0.0176203044340392,Non-essential,85.1,11.9,3.8,0.2368565068112653,1401,0.2247098991883015,1391,0.0444572366569758,2307,0.0,AML,0.0,0.006,0.0414721182585272,0.09425566343042069,2240,0
OR1I1,1494,0.1617491195483062,0.2605042014617612,0.0595982919500237,0.1322265045953157,0.00223,18,7,LYS,O60431,-9.966,0.0,-0.0753958210526362,Non-essential,83.4,17.5,9.3,0.2366326696479512,1402,0.2246125842454524,1393,0.0850662779451428,2172,0.0,AML,0.0,0.0,0.0841035899561699,0.14846278317152106,2106,0
CRHR2,1383,0.1732256040881915,0.252100840124285,0.063223153566345,0.1780610732285799,0.003003,17,9,LYS,Q13324,-3.816,0.033,0.0504660863268765,Non-essential,78.4,27.0,5.6,0.2365563507422309,1403,0.2247175084205482,1390,0.2790135722421555,1759,0.0524,Cholangiocarcinoma,1.375,0.194,0.304352843412887,0.3398058252427184,1633,0
HLA-G,1601,0.1506969080694572,0.3613445375114751,0.0155495808951447,0.0049807293210791,8.4e-05,15,4,TYR,P17693,-0.302,0.449,-0.046057136443099,Non-essential,90.5,10.1,7.1,0.2365031656830722,1404,0.2222806447278295,1414,0.547084882570526,639,0.9724,Kidney Clear Cell,5.642,0.895,0.4460997367693056,0.6788025889967637,795,0
BST2,1455,0.1659888175300476,0.4117647055363322,0.0042764510517159,0.0,0.0,1,0,,Q10589,7.071,1.0,0.0301697567420419,Non-essential,85.3,23.9,7.2,0.2362867597006452,1405,0.221500582253231,1419,0.7084083859367841,204,0.7972,Pancreatic,4.51,1.0,0.7391297882119119,0.9308252427184466,172,0
TNFRSF11A,946,0.2176515344068708,0.2857142854741897,0.0041436027202277,0.3404091313370886,0.005741,5,4,LYS,Q9Y6Q6,0.058,0.517,0.0688085413812674,Non-essential,58.9,64.9,55.0,0.2362381834302954,1406,0.2214453635663068,1420,0.3351311624195965,1573,0.621,Cholangiocarcinoma,4.222,0.806,0.2636484748527243,0.3483009708737864,1612,0
CR1,1014,0.2121574330211844,0.252100840124285,0.0062185671358532,0.3648384227690482,0.006153,54,3,LYS,P17927,-2.388,0.149,0.213524074640401,Non-essential,65.2,59.9,9.2,0.2360995415197251,1407,0.2214104698765177,1421,0.3298383515711701,1590,0.2544,AML,1.676,0.803,0.1130201110257565,0.26092233009708743,1828,0
OR8J1,1612,0.1502829576076474,0.2605042014617612,0.0588518108492804,0.094752445893863,0.001598,14,6,LYS,Q8NGP2,-9.966,0.0,-0.056516923801679,Non-essential,89.3,8.5,2.2,0.2360775346974022,1408,0.2240201252398663,1398,0.0433565503706931,2324,0.0,AML,0.0,0.0,0.0237889619977945,0.03155339805825241,2395,0
PCDH11Y,1173,0.1954836301314114,0.2436974787868088,0.0220275185829511,0.3046546101393418,0.005138,24,4,LYS,Q9BZA8,-9.966,0.023,0.3758404591090938,Non-essential,64.3,46.0,40.1,0.2359646497559563,1409,0.2220660256851038,1415,0.2339637172770263,1897,0.8304,Pheochromocytoma,5.358,0.347,0.1288960163692818,0.20873786407766992,1957,0
AMN,1423,0.168755858636553,0.3697478988489514,0.0220275185829511,0.0474948117402905,0.000801,19,7,LYS,Q9BXJ7,0.732,0.554,-0.0135289552069191,Non-essential,80.5,26.0,16.6,0.2357923471779434,1410,0.2218937231070909,1417,0.8047509596871149,67,0.8849,Pancreatic,5.143,0.927,0.906668889523822,0.9898867313915858,26,0
CD79A,1328,0.1795770553113202,0.4453781508862369,0.0018472244187885,0.0029054254372961,4.9e-05,5,1,SER,P11912,1.334,0.649,0.1493015289089561,Non-essential,77.1,36.3,9.7,0.235770515274204,1411,0.2208628764951434,1425,0.7886107414890787,86,1.1271,Thymoma,6.6,0.966,0.8139610059339003,0.9728964401294499,68,0
SLC1A3,1466,0.1649053335148576,0.2184873947743803,0.0331678000948916,0.2252001185887933,0.003798,25,3,LYS,P43003,2.257,0.869,0.0423915033297631,Non-essential,82.0,20.3,6.8,0.2357625678419543,1412,0.2224209578466989,1411,0.5697630658575491,563,0.7055,AML,4.412,0.89,0.816935902077672,0.8847087378640777,286,0
